title,id,creator,activity,assignee,priority,status
"""SyntaxError: None"" when the name of the dir contains non-ascii chars",5325,7047,2009-02-20.10:20:54,None,4,2
"""sysconfig.py"" and ""distutils/util.py"" redundancy",13813,415,2013-05-06.11:25:57,7641,4,2
"""SystemError: <class '_io.TextIOWrapper'> returned NULL without setting an error""  from open function",30626,19901,2017-06-15.18:21:52,15623,4,2
"""t.join(); assert t not in threading.enumerate()"" fails",1703448,490,2008-01-22.01:29:21,252,4,2
"""tarfile.ReadError: file could not be opened successfully"" if compiled without zlib",8978,11184,2016-04-21.05:25:39,1578,5,2
"""Task exception was never retrieved"" reported for a canceled task",30508,26251,2017-06-11.15:42:01,None,4,2
"""tel"" URIs should support params",16713,2040,2012-12-24.22:05:31,1741,4,2
"""tests may fail, unable to create temporary directory"" warning on buildbot: add a cleanup step to buildbots",30170,2377,2017-04-26.13:40:31,None,4,1
"""There is no disk in the drive"" error",22739,20337,2014-11-01.00:13:49,None,4,2
"""This isn't defined beyond that"" phrase is not friendly to non-native English speakers.",8686,10371,2010-10-17.09:23:14,12260,4,2
"""Thread Programming With Python"" should be removed",17009,3911,2014-04-14.17:23:50,12260,4,2
"""Thread State and the Global Interpreter Lock"" section of the docs doesn't cover TLS APIs",5840,982,2018-02-25.21:24:18,12260,4,1
"""Type Methods"" section cut off",493415,584,2001-12-16.16:52:48,12,4,2
"""type specific"" to ""type-specific""",13695,9595,2012-01-18.16:05:19,114,4,2
"""TypeError"" can give a misleading message",15098,10596,2012-06-17.15:43:49,None,4,2
"""TypeError: 'int' does not have the buffer interface"" on memoryview over bytearray",29404,15373,2017-02-02.17:30:15,None,4,2
"""TypeError: expected string, bytes found"" instead of KeyboardInterrupt",1151,4001,2007-10-19.20:53:48,None,4,2
"""TypeError: Item in ``from list'' not a string"" message",21720,19739,2017-10-26.09:03:53,None,4,2
"""TypeError: iteration over non-sequence"" for list of strings",807107,1446,2003-09-16.14:17:34,None,5,2
"""TypeError: iteration over non-sequence"" for list of strings",807108,1446,2003-09-16.14:14:46,None,4,2
"""TypeError: Parameterized generics cannot be used with class or instance checks"" in test_functools after importing typing module",28339,9138,2018-02-18.12:58:26,None,4,2
"""u#"" doesn't check object type",637547,940,2006-06-14.06:47:47,4,4,2
"""u'%c' % char"" broken for chars in range '\x80'-'\xFF'",7649,7047,2010-02-25.17:58:08,7047,4,2
"""unclosed file"" warning when defining unused logging FileHandler in dictConfig",23010,9557,2015-01-06.12:29:41,None,4,1
"""unicode_escape"" and ""raw_unicode_escape"" encoding is broken",1379994,2475,2006-03-28.07:38:24,1298,4,2
"""unittest discover"" modifies sys.path",24247,21821,2015-08-21.01:41:33,12260,4,1
"""universal newlines"" subprocess support broken with select- and poll-based communicate()",12623,2040,2016-06-12.20:34:36,None,4,1
"""unpacked"" bytecode",26300,18516,2016-02-06.19:04:53,None,4,1
"""up"" instead of ""down"" in turtle module documentation",844123,401,2003-11-18.02:14:27,114,4,2
"""urls"" should be capital in tutorial",16017,14620,2012-09-24.14:09:07,7047,4,2
"""Using Python on Windows"" end user docs are out of date",14941,1309,2012-05-28.23:40:03,None,4,2
"""van rossum"" misspelled",888573,1178,2004-02-01.19:44:45,None,4,2
"""warning: comparison between pointer and integer"" in multiprocessing build on Tiger",9586,1118,2013-01-01.21:06:37,925,4,2
"""What's New in 2.3"", s12, verbatim error",658023,1068,2002-12-24.14:51:49,35,4,2
"""What's new in 3.0"" says % operator will be deprecated in 3.1",7343,5276,2009-11-18.19:22:00,93,4,2
"""What's New in Python 3.0"" mentions ""getcwdu"" instead of ""getcwdb""",4521,8977,2008-12-04.18:21:58,93,4,2
"""What's New in Python"" should have initial release date on heading",13996,13754,2012-02-12.03:51:13,12260,4,2
"""What's new"" claims StandardError was removed in 2.6",5173,10049,2009-02-06.18:11:13,93,4,2
"""What's New"" should say VERY CLEARLY that the type file	is gone",5513,9239,2009-03-23.02:50:10,None,4,2
"""with self:"" statement",927543,3873,2005-08-25.07:59:26,None,4,2
"""with"" statement error message is more confusing in Py2.7",12503,14545,2011-07-08.13:55:37,None,5,1
"""with"" statement isn't thread-safe",10393,13279,2010-11-12.16:02:47,None,4,2
"""wo"" in ""word"" now valid but not documented as such",760792,1129,2003-06-26.19:33:23,None,4,2
"""World"" tool ported to py3k",1671,4084,2008-01-06.22:29:44,19,4,2
"""x / 1"" and ""x * 1"" should return x",6684,3705,2009-08-11.16:56:40,114,4,2
"""x.__type__"" in object.__init__.__doc__",466804,22,2001-10-01.13:18:00,5,4,2
"""xxlimited"" extension declared incorrectly in setup.py",18517,5248,2013-08-02.07:05:03,None,5,2
"""yield from"" kills generator on re-entry",14220,2153,2012-03-08.21:13:37,None,4,2
"""yield"" causes strange behaviour",1754456,1083,2007-07-16.13:05:22,None,4,2
"""{ +(}"".format(**{' +(': 44}) should produce ValueError: invalid identifier, ' +(' in format",2598,4103,2008-05-20.11:41:57,2799,4,2
"""à"" in u""foo"" raises a misleading error",4328,7047,2009-12-30.15:33:10,None,4,2
"""…"" (HORIZONTAL ELLIPSIS) should be an alternative syntax for ""..."" (FULL STOP FULL STOP FULL STOP)",12056,11889,2011-05-11.13:46:13,None,4,2
#!/usr/bin/python -u -E doesn't work.,546913,797,2002-04-22.12:16:38,None,4,2
#!/usr/bin/python can find wrong python,932977,79,2004-09-09.22:59:44,79,3,2
#1074261 gzip dies on gz files with many appended headers,1074381,1126,2005-06-09.14:23:04,20,4,2
#10961: Pydoc touchups in new 3.2 Web server (issue4090042),10975,7641,2011-01-29.19:15:38,None,4,2
#1603424 subprocess.py wrongly claims 2.2 compatibility.,1609282,2902,2007-01-07.09:03:19,806,4,2
#define _XOPEN_SOURCE in pyconfig.h causes problems for AIX,767374,494,2003-07-07.21:56:56,None,4,2
#define collision: LONG_BIT,419012,316,2001-04-26.01:31:10,None,4,2
#define hypot _hypot conflicts with existing definition,20221,18809,2014-10-17.16:12:05,15467,4,2
#doctest: directives removed from doctest chapter examples,14865,155,2012-05-20.21:43:40,12260,4,2
#ifdef and mbcs: don't check for	defined(HAVE_USABLE_WCHAR_T),9642,2377,2011-07-04.12:26:44,None,4,2
#ifdef linux is incorrect; should be #ifdef __linux__ (preferred standard),6558,9509,2010-08-03.21:26:37,66,4,2
#ifndef WITHOUT_COMPLEX in config.c,438735,2,2001-07-08.21:04:29,None,4,2
#include <ctype.h> broken on FreeBSD 9.1-RELEASE,16753,11089,2012-12-23.14:46:47,None,4,2
#include <wctype.h> in Objects/unicodetype_db.h and	Objects/unicodectype.c,11309,13838,2013-07-06.00:30:06,None,4,1
#python.web irc channel is dead,23038,20540,2014-12-12.14:57:32,12260,4,2
$CPP invocation in configure must use $CPPFLAGS,27453,21917,2016-07-30.09:43:22,None,4,2
$DEBUG_PYTHON -O freeze.py broken,588452,3,2002-07-30.18:40:35,66,4,2
$MACOSX_DEPLOYMENT_TARGET mismatch ... during configure,11808,13642,2011-04-11.10:22:32,5248,4,2
% formating - TypeError: not all arguments converted during string formatting,8359,12184,2010-10-06.11:51:06,None,4,2
% formatting fails to find formatting code in bytes type after a null byte,29934,21416,2017-03-28.14:47:13,None,4,2
% gives wrong results,1197806,2241,2005-05-08.20:08:05,None,4,2
% operator bug,1102141,2080,2005-01-14.11:06:35,None,4,2
% operator on strings not documented,221207,2,2001-01-29.02:42:37,12,4,2
% string formatting does not support %b,2416,2799,2008-04-18.19:24:53,2799,4,2
%-formatting and dicts,1467929,4,2018-07-30.06:06:05,None,5,2
%.1200d will make Python segfault (PR#341),210649,2,2000-08-01.21:01:05,None,3,2
%[duxXo] long formats inconsistent,223859,6,2000-11-30.05:26:38,6,4,2
"%b does not work, as a binary output formatter",24112,21583,2015-05-02.11:04:13,None,4,2
%b format for bytes does not support objects that follow the buffer protocol,28856,1427,2017-03-24.22:20:23,None,4,2
%b format support for string/unicode,455076,3322,2001-12-04.19:32:51,5,4,2
%c format does not accept large numbers on ucs-2 builds,3280,1076,2008-07-04.21:31:38,None,4,2
"%c, %o, %x, %X accept non-integer values instead of raising an exception",19995,12590,2015-06-22.19:46:27,12590,4,2
%e Directive Missing in Datetime Documentation,25048,22421,2015-09-09.21:45:17,12260,4,2
%ehrntDRT support for time.strptime,1396946,3553,2012-04-01.06:14:55,None,4,2
%f format for datetime objects,1158,15,2008-03-29.01:37:16,15,4,2
%f is confusingly associated with fixed point format,34273,29102,2018-08-06.13:04:24,12260,4,2
%f prints the wrong 6 decimal places,1232,4154,2007-10-03.17:06:36,None,4,2
%g incorrect conversion,1490688,441,2006-05-18.07:20:40,None,4,2
%i string format breaks for large floats (incomplete int conversion),1924,127,2008-01-24.16:23:17,None,4,2
%lld for PyErr_Format (Modules/_io/bufferedio.c),7228,2529,2009-11-24.20:59:24,1118,4,2
%z directive has no effect on the output of time.strptime,29964,25888,2017-04-03.20:39:03,None,4,1
%z does not work in time.strftime(),24517,22037,2015-06-26.20:27:48,None,4,2
%Z in strptime doesn't match EST and others,22377,11519,2018-07-05.15:59:27,None,4,1
%zd configure test fails on Linux,1638,3768,2007-12-18.21:15:29,3108,4,2
&quot;print&quot; not emitting POP_TOP,431422,632,2001-07-04.05:41:28,9,4,2
'!s' formatting documentation bug,21547,15104,2014-06-02.18:19:55,12260,4,1
'#' has no effect with 'c' type,8931,4455,2014-04-16.02:38:06,2799,4,2
'%.2f' % 2.545 doesn't round correctly,5118,9819,2012-05-03.17:34:18,1118,4,2
'%G' string formatting doesn't catch same errors as '%g',1673759,2799,2007-07-12.08:39:07,None,4,2
'%o' % user-defined instance,11145,43,2016-12-01.08:47:56,15623,4,2
'' % [1] doesn't fail,18750,10303,2013-09-01.12:39:11,None,4,2
"'' % object() raises TypeError, '' % A() does not",6396,10772,2017-09-05.17:12:05,None,4,2
"'''3,5'''.strip(r''',''') does not strip comma, returns '3,5'",6705,11005,2009-08-14.21:57:40,None,5,2
''.find() gives wrong result in Python built with ICC,1084,4021,2007-12-04.15:39:25,None,4,2
''.split() docstring clarification,582071,65,2002-08-05.06:31:08,12,4,2
'*' glob string matches dot files in pathlib,26096,21714,2016-02-08.04:43:36,None,4,2
'*' matches entire path in fnmatch,28718,22820,2017-12-08.20:09:36,None,4,1
"',' formatting with empty format type '' (PEP 378)",5782,2799,2009-04-22.17:04:47,2799,4,2
'-' character breaks exception handling,457431,2,2001-08-31.22:10:26,None,4,2
'-' sign typo in example,27155,24008,2016-05-31.04:01:55,12260,4,2
'-m unittest' should not pretend it works on Python 2.5/2.6,11819,2984,2011-04-15.16:49:36,None,4,2
'-s' option in The Python Profiles > Instant User's Manual linked incorrectly,7725,10826,2010-01-23.08:48:03,93,4,2
'./configure; make install' fails in setup.py step if .pydistutils.cfg specifies 'home',6138,9663,2013-02-20.08:53:50,None,4,2
'64-bit' systems and the dbm module,640557,1049,2002-11-22.23:30:25,35,4,2
'?' is always non-greedy,19964,12509,2013-12-12.17:32:32,None,4,2
'\' problem in re.sub,1518453,2715,2006-07-07.07:47:10,None,4,2
'\n' escape character print before the Py_GetCompiler version,28578,24868,2016-11-01.18:58:57,None,4,2
'\u' in unicode raw string raise an syntax error,12252,14383,2011-06-03.10:11:04,None,4,2
'\xa0' isspace returns true while compiling python on solaris 10 by users using gcc 3.4.6,15356,16274,2012-07-16.01:02:00,None,4,2
'_DummyThread' object has no attribute '_Thread__block',14308,15668,2012-05-09.14:55:35,None,4,2
'_UnixSelectorEventLoop' object has no attribute 'create_task',22112,5858,2014-08-10.23:11:53,12260,4,2
'abort' object is not callable,21968,16427,2014-07-15.14:53:26,None,4,2
'Add/Remove Programs' dialog missing entries for 32-bit CPython 'current user only' installations on 64-bit Windows,20984,13463,2018-01-31.21:40:53,None,4,2
'all' documentation missing online,1565797,1867,2006-10-02.14:26:48,None,4,2
'an ASCII string of one or more PEM-encoded certificates' needs to be unicode,29236,4044,2017-09-06.19:44:41,12260,4,1
'ascii' is a bad filesystem default encoding,13643,11778,2017-12-19.01:01:26,None,4,2
'ascii' shoud be range(256) or just set another default encoding,3648,9128,2008-08-22.15:35:18,None,4,2
'assert statement' in doc index links to AssertionError,1727417,3168,2007-05-29.15:07:42,None,4,2
'async with' somehow suppresses unawaited coroutine warnings,32703,9811,2018-01-31.17:10:01,None,4,2
"'attrmap' function, attrmap(x)['attname'] == x.attname",1110010,112,2007-03-30.07:29:47,None,4,2
'b' formatter is actually unsigned char,4682,9776,2008-12-27.19:03:07,93,4,2
'calendar' module is crummy and should be removed,4989,9941,2009-01-19.00:58:05,None,4,2
'Cannot serialize socket object' after ssl.wrap_socket,30829,26502,2017-07-03.07:53:59,3108,4,2
'cast' any value to a Boolean?,13494,1118,2011-12-02.17:50:39,7047,4,2
'checking getaddrinfo bug' doesn't output the result during ./configure,7059,7047,2010-11-01.01:44:45,None,5,2
'codecs' module docs improvements,19548,9827,2015-01-07.04:59:02,1309,4,2
"'codecs' module functionality + its docs -- concerning custom codecs, especially non-string ones",23232,9827,2015-01-27.16:02:42,12260,4,1
'collections.abc' is no longer defined when collections is imported,20784,9663,2018-04-11.11:05:20,None,4,2
'compile' built-in function failures when missing EOL,1479099,2633,2009-11-12.23:58:18,None,4,2
'compile' refuses BOM.,25051,22424,2015-09-10.13:35:36,None,4,2
'compile' refuses BOM.,679880,85,2003-02-09.20:46:18,8,4,2
'compiler' module bug with 'import foo.bar as baz',750008,3454,2003-06-27.12:33:17,3,4,2
'configure' script overrides users setting of CFLAGS,11667,11258,2011-03-28.22:03:47,None,4,2
'cum' not a valid sort key for pstats.Stats.sort_stats,24148,21664,2015-06-05.11:50:49,12260,4,2
'D'  format option for Py_BuildValue,407148,22,2001-03-12.21:07:39,12,4,2
'D'  format option for Py_BuildValue,407149,22,2001-03-22.00:38:52,None,4,2
"'Demo/embed/' , It crash",853862,1565,2003-12-04.06:59:57,None,4,2
'dictionary changed size' error in test_multiprocessing,3578,1118,2009-10-24.12:55:46,5849,4,2
'enumerate' 'start' parameter documentation is confusing,11889,14164,2011-06-25.13:02:18,114,5,2
'exceptions' import fixer,2350,37,2012-12-30.17:30:59,None,4,1
'exceptions' module mentioned in documentation,7590,10609,2009-12-29.22:18:18,93,4,2
'exec' does not accept what 'open' returns,1762972,37,2008-12-05.09:32:44,5,4,2
'Expression' AST Node not documented,1219273,640,2005-10-03.00:37:36,35,4,2
'filling' missing in __all__ ot turtle.py,7129,2709,2009-10-14.18:46:25,None,4,2
'filter' argument for Tarfile.add needs to be a keyword-only argument,11014,114,2011-01-26.20:35:32,93,3,2
'for i indexing a in l': exposing the for-loop counter,401138,14,2000-08-17.19:10:18,5,4,2
'for' loop not automatically breaking (index error on line of loop header),29518,25506,2017-02-13.18:20:49,None,4,2
'force' should be printed as italic font not highlight font.,34065,25975,2018-07-07.16:44:06,12260,4,2
'from ... import' error from setup.py,230656,259,2001-02-01.14:26:24,None,4,2
'from module import *' and __all__,29031,66,2016-12-21.23:28:32,None,4,2
'from urllib.parse import *' does not import urlencode function,10192,1687,2010-10-25.16:37:00,1741,4,2
'g'/'G' format docs need a little more explanation,7051,4455,2009-10-27.17:07:15,1118,4,2
'genexpr_for' in definition of 'call' in Language Reference.,3923,4103,2008-09-21.17:03:39,93,4,2
'GzipFile' object has no attribute 'extrastart',18323,13525,2018-07-11.07:40:02,None,4,1
'hasattr' fix to suppress only AttributeError,9666,12874,2010-09-28.17:15:20,4455,4,2
'help' makes linefeed only under Win32,666444,112,2003-02-07.02:03:39,6,4,2
'hypot' not found with Borland C++Builde,417508,352,2001-04-21.03:22:22,6,4,2
'imp' documentation does not mention that lock is re-entrant,1625509,2875,2008-05-10.17:49:14,20,4,2
'import foo as bar' not checking for 'as',1518569,14,2006-07-08.10:44:30,14,3,2
'import my_pkg.__init__' creates duplicate modules,14938,16076,2012-06-16.00:01:40,37,4,2
'import posixpath' fails if 'os.path' has not be imported already.,31802,13034,2018-04-30.14:09:11,15623,4,2
'import readline' hangs when launching with '&' on BSD and OS X,14892,16042,2012-11-30.14:24:18,925,4,2
'import site' fails when called from an unlinked directory,6612,10930,2010-10-12.22:57:27,None,4,2
'import Tkinter' causes windows missing-DLL popup,814654,4578,2009-01-07.15:44:00,8,4,2
'import x as y' and 'from x import y as z',401135,14,2000-08-17.22:53:22,14,4,2
'import' operator doesn't work with unicode non 7-bit ASCII module names (OS: windows),10081,13129,2010-10-13.16:48:37,None,4,2
'in' and 'not in' won't work for dict,477215,531,2001-11-01.19:38:46,12,4,2
'install -d' fails on BSDI systems.,408820,14,2001-03-31.00:03:45,83,3,2
'Installing Python Modules' does not work for Windows,1626300,4673,2013-04-18.16:46:44,7641,4,2
'insufficient disk space' message wrong (msi on win xp pro),1234328,2307,2009-03-30.01:51:02,8,5,2
'int' ability to generate longs not inherited,683467,1129,2003-02-10.02:22:19,35,3,2
