QB_RECORD_ID,DATASETNAME,AGENCYNAME,AGENCYCODE,DATASETCLASSIFICATIONLEVEL,DATASETCLASSIFICATIONNAME,DATASETCLASSIFICATIONREASON,DATASETCATEGORY,DATASETTYPE,DATAOWNER,EARLIESTDATEOFRECORDS,UPDATEINTERVAL,SUMMARY,PUBLICINTRESTINDATAVALUE,DATASETURL,KEYWORDS,MODIFIEDDATE,PUBLISHED_DATE,OPENDATA_PORTAL,OBJECTID
4660,"ACGR, Attendance, GPA (per term), Student demographics, Health information",DC Public Schools,DCPS,level3,Confidential,Family Educational Rights and Privacy Act (FERPA) protected data.,Communication,Database,DCPS - School Culture,,Real-Time/Near Real-Time,"New Heights Database, a QuickBase application (web-based platform) serves as a dedicated student information management system and is utilized solely by DCPS New Heights Program staff.",Frequent Requests,,Education,,2018/03/11 05:00:00+00,No,1799
4661,Special Education Service Delivery and Assessments,DC Public Schools,DCPS,level3,Confidential,Family Educational Rights and Privacy Act (FERPA) and Individuals with Disabilities Education Act (IDEA) protected data,Education,Other,DCPS - School Culture,,Unknown,"OSSE owned data system for the collection and storage of documented services, communications, and assessment information for identified students with disabilities or those in the eligibility process.",,,Education,,2018/03/11 05:00:00+00,No,1800
4662,Labor Management and Employee Relations (LMER),DC Public Schools,DCPS,level3,Confidential,Contains Personally Identifiable Information (PII) including Social Security Numbers and Student IDs. Also contains personnel information including disciplinary measures.,Administrative and Other Boundaries,Database,DCPS - Labor Management and Employee Relations,,Daily,"One of two QuickBase applications used to document LMER workstreams. Used for logging employee misconduct investigations, adverse (disciplinary) actions, and employee grievances.",Occasional Requests,,Education,,2018/03/11 05:00:00+00,No,1801
4663,Kindergartners literacy skill data,DC Public Schools,DCPS,level3,Confidential,Contains personally identifiable student data that is protected by Family Educational Rights and Privacy Act (FERPA).,Education,Spreadsheet,DCPS - 1st Grade Academy,,Real-Time/Near Real-Time,"Ongoing foundational literacy skill data is collected for all kindergartners at the school; ongoing text reading data is collected for all first graders.",Occasional Requests,,Education,,2018/03/11 05:00:00+00,No,1802
4664,Out of School Time Programs (OSTP) Afterschool Programs Enrollment,DC Public Schools,DCPS,level3,Confidential,Contains personally identifiable student data that is protected by Family Educational Rights and Privacy Act (FERPA).,Administrative and Other Boundaries,Database,DCPS - Content and Curriculum,,Daily,"Online enrollment for Out of School Time Programs (OSTP) Afterschool Programs. Out-of-school time programs serve young people across the District of Columbia whenever school is not in session, including after the school day ends, weekends, seasonal school breaks, professional development days, and summer vacation.",No Requests,,"Education, Schools",,2018/03/11 05:00:00+00,No,1803
4665,Early Childhood Education (ECE) Grade Level Chair Performance Data,DC Public Schools,DCPS,level3,Confidential,Employee performance data. Contains Personally Identifiable Information (PII).,Education,Database,DCPS - Early Childhood Education,,Quarterly,Performance data for the Early Childhood Education Division Grade Level Chairs one every quarter.,No Requests,,"Education, Schools",,2018/03/11 05:00:00+00,No,1804
4666,SEDS,DC Public Schools,DCPS,level3,Confidential,Contains personally identifiable student data that is protected by Family Educational Rights and Privacy Act (FERPA).,Administrative and Other Boundaries,Database,DCPS - Specialized Instruction,,Daily,QuickBase application that allows school LEA Representatives to submit requests for Assistive Technology IEP Consideration Reviews and Observations.,No Requests,,"Education, Schools",,2018/03/11 05:00:00+00,No,1805
4667,Principal's Weekly Behavior Reports,DC Public Schools,DCPS,level3,Confidential,Contains personally identifiable student data that is protected by Family Educational Rights and Privacy Act (FERPA).,Education,Other,DCPS - School Culture,,Unknown,"Reports are generated using ASPEN, the student information system data, and Student Behavior Tracker (SBT) data for distributing to Central Office Users and School Staff. Data is mostly summary data by school but in some cases, includes student level data supporting summary metrics.",,Internal,"Education, Schools",,2018/03/11 05:00:00+00,No,1806
4668,Job applications & hiring notes,DC Public Schools,DCPS,level3,Confidential,Employee tracking and classification data for internal agency use. Contains Personally Identifiable Information (PII),Administrative and Other Boundaries,Database,DCPS - Early Childhood Education,,Unknown,"Salesforce application managed by Austin Z & team, & used by hiring liaisons & managers to oversee applications & the hiring process.",Unknown,,"Education, Schools",,2018/03/11 05:00:00+00,No,1807
4669,Compensatory Education Invoice Data,DC Public Schools,DCPS,level3,Confidential,Contains student-level information subject to Family Educational Rights and Privacy Act (FERPA).,Education,Database,DCPS - Specialized Instruction,,Real-Time/Near Real-Time,Series of Excel sheets that track the payment of compensatory education invoices.,Frequent Requests,N/A,"Education, Schools",,2018/03/11 05:00:00+00,No,1808
4670,Student Service Learning Hours Earned,DC Public Schools,DCPS,level3,Confidential,Contains personally identifiable student data that is protected by Family Educational Rights and Privacy Act (FERPA).,Administrative and Other Boundaries,Database,DCPS - College and Career,,Monthly,Contains a list of Student Service Learning Hours Earned. The District of Columbia was one of the first large urban school districts in the country to include community service as a graduation requirement.  The community service requirement aims to equip students with the necessary skills and abilities for career and educational advancement as well as motivate students to take an active role as leaders in their communities.,Occasional Requests,N/A,"Community Service, Learning Hours",,2018/03/11 05:00:00+00,No,1809
4671,SY18 College Tour Roster,DC Public Schools,DCPS,level2,For District Government Use,Contains student ID numbers which are protected from release  pursuant to Family Educational Rights and Privacy Act (FERPA).,Administrative and Other Boundaries,Database,DCPS - College and Career,,Weekly,SharePoint file tracking high school students' attendance on college tours,Unknown,,"college, career, education",,2018/03/11 05:00:00+00,No,1810
4672,Family Engagement Collaborative Fellowship Home Visit Data,DC Public Schools,DCPS,level3,Confidential,Personally Identifiable Information (PII) regarding notes of homes visits and other data subject to PII and deliberative process.,Communication,Database,DCPS - Family Engagement,,Weekly,"Spreadsheet tracking the home visits conducted by members of the Family Engagement Collaborative Fellowship. This includes student names, dates visited, teacher names.",No Requests,,"Education, Schools",,2018/03/11 05:00:00+00,No,1811
4673,"Comprehensive, Attendance, Administration, and Security System (CAASS)",DC Public Schools,DCPS,level3,Confidential,Contains personally identifiable student data that is protected by Family Educational Rights and Privacy Act (FERPA).  Data housed through OCTO.,Administrative and Other Boundaries,Database,DCPS - School Operations,,Daily,Student Tracking and school climate management system. Hosted out of the OCTO data center and is a database that has a web base front end. It is accessed through the Intranet.,,Internal,"Education, Schools",,2018/03/11 05:00:00+00,No,1812
4674,GOLD Assessments Data,DC Public Schools,DCPS,level3,Confidential,"Family Educational Rights and Privacy Act (FERPA) protected data;  sensitive but unclassified; legally privileged",Education,Database,DCPS - Early Childhood Education,,Quarterly,Student assessment data. The DCPS early childhood program looks at student?s development and progress over the school year using a tool called Teaching Strategies GOLD?. GOLD uses teacher observations to look at how a child is progressing to meet grade-level expectations in six developmental and content areas. ,Occasional Requests,N/A,"Education, Schools",,2018/03/11 05:00:00+00,No,1813
4675,Child Information Data System (CIDS),DC Public Schools,DCPS,level3,Confidential,Data protected under Family Educational Rights and Privacy Act (FERPA) and Health Insurance Portability and Accountability Act (HIPAA).,Education,Database,DCPS - Early Childhood Education,,Daily,"Student information is stored in this application including demographic, enrollment, attendance & health data. It also holds information on the interactions of our division staff with students and families.",No Requests,https://octo.quickbase.com/db/bg8rdt9ai,"Education, Schools",,2018/03/11 05:00:00+00,No,1814
4676,Statewide Longitudinal Education Data (SLED),DC Public Schools,DCPS,level3,Confidential,Contains personally identifiable student data that is protected by Family Educational Rights and Privacy Act (FERPA).   Site maintained by OSSE.,Education,Unknown,DCPS - Federal Programs and Grants,,Real-Time/Near Real-Time,Student system that captures student information and demographics,Occasional Requests,,"Education, Schools",,2018/03/11 05:00:00+00,No,1815
4677,Caseload Confirmation,DC Public Schools,DCPS,level3,Confidential,Contains personally identifiable student data that is protected by Family Educational Rights and Privacy Act (FERPA).,Education,Database,DCPS - IMPACT,,Unknown,"Student-level IEP, Eligibility and assessment confirmation processes for evaluation purposes.",,,"Education, Schools",,2018/03/11 05:00:00+00,No,1816
4678,Dual Enrollment Spreadsheet,DC Public Schools,DCPS,level3,Confidential,Contains personally identifiable student data that is protected by Family Educational Rights and Privacy Act (FERPA).,Education,Database,DCPS - College and Career,,Unknown,"Students who participate in Dual Enrollment programs, along with their University enrollment status, course selection.",,,"Education, Schools",,2018/03/11 05:00:00+00,No,1817
4679,Summit Basecamp Data,DC Public Schools,DCPS,level3,Confidential,Data contains student work product that could be classified as education records covered under  Family Educational Rights and Privacy Act (FERPA).,Education,Other,DCPS - Curricular Innovation,,Unknown,"Summit Basecamp is a competency-based instructional model developed by Summit Public Schools in California who has partnered with DCPS schools, such as Truesdell Education Campus, to explore or expand personalized learning.",Unknown,,"Education, Schools",,2018/03/11 05:00:00+00,No,1818
