UID,Name,Description,Owner,Owner UID,Publication Stage,Audience,Approval Status,Provenance,Type,Category,Tags,url,API Endpoint,Creation Date (UTC),Last Metadata Updated Date (UTC),Last Data Updated Date (UTC),Domain,Derived View,Visits,Downloads,Row Label,Row Count,Column Count,Contact Email,License,Attribution,Attribution Link,Published Version Name,Published Version UID,Parent UID,Source Information: Technical Contact,Common Core: Publisher,Common Core: Contact Name,Source Information: Program,Common Core: Contact Email,Source Information: Start Date,Common Core: Public Access Level,Source Information: Frequency of Data Change,Source Information: End Date,Source Information: Format,Source Information: Source Department
ssrd-hdhv,HDLC Solar Panel Review Area,"The HDLC Solar Panel Review area layer is created by combining all full-control HDLC districts, both Esplanade Ridge and Treme partial-control districts, and all currently nominated and designated HDLC landmarks within Orleans Parish.  Structures within the HDLC Solar Panel Review area require an HDLC review prior to issuing permits for solar panel installation.",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,dataset,"Planning, Zoning","planning,sustainability,permits,resilience",https://data.nola.gov/d/ssrd-hdhv,https://data.nola.gov/resource/ssrd-hdhv.json,03/17/2025 11:17:22 PM,03/18/2025 11:28:42 PM,03/17/2025 11:17:25 PM,data.nola.gov,false,1039,1514,Permit review requirement,2,4,,Open Data Commons Public Domain Dedication and License,City of New Orleans,https://data.nola.gov,,,,,,,,data@nola.gov,,public,Irregular,,,Historic District Landmarks Commission (HDLC)
3uun-9nmw,Hardware Stores,"Locations of Hardware Stores, which are deemed essential following hurricanes or other disaster scenarios.This dataset is fed from revenue with weekly updates",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,,,https://data.nola.gov/d/3uun-9nmw,https://data.nola.gov/resource/3uun-9nmw.json,12/13/2021 08:39:43 PM,02/28/2026 02:44:26 PM,07/09/2024 10:15:58 PM,data.nola.gov,true,30,0,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),Revenue,,,,thsy-fhdi,,,,,,,,,,,
8xpg-33vz,School Board Districts,"Orleans Parish School Board Districts as adopted by OPSB on February 28, 2012.  The Board adopted the Alternative “A” Amended Plan with two changes recommended from the floor. The first change being that Precint 6-8 be moved from Dstrict 3 to District 7. The second change being that Precinct 15-13 be moved from District 7 to District 4.",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,,,https://data.nola.gov/d/8xpg-33vz,https://data.nola.gov/resource/8xpg-33vz.json,10/29/2024 08:33:08 PM,02/27/2026 07:58:14 PM,10/29/2024 08:33:09 PM,data.nola.gov,true,84,0,,,,,,,,,,httk-ckrn,,,,,,,,,,,
ig77-dd47,Code Enforcement Active Pipeline,"<DIV STYLE=""text-align:Left;""><DIV><P><SPAN>Point dataset showing blighted properties reported via citizens. Updated weekly based on LAMA database. Also available via data.nola.gov as tabular dataset.</SPAN></P></DIV></DIV>",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,,,https://data.nola.gov/d/ig77-dd47,https://data.nola.gov/resource/ig77-dd47.json,02/24/2025 04:21:46 PM,02/28/2026 05:17:50 AM,02/24/2025 04:21:49 PM,data.nola.gov,true,281,0,,,,,,,,,,gjzc-adg8,,,,,,,,,,,
8jph-7i6h,suspicious persons calls,"Data Description and Disclaimer
This dataset reflects incidents that have been reported to the New Orleans Police Department in 2014. Data is provided by Orleans Parish Communication District (OPCD), the administrative office of 9-1-1 for the City of New Orleans. In the OPCD system, NOPD may reclassify or change the signal type for up to 36 hours after the incident is marked up. For information about an incident after this time period, citizens may request police reports from the NOPD Public Records Division.  In order to protect the privacy of victims, addresses are shown at the block level and the call types cruelty to juveniles, juvenile attachment and missing juvenile have been removed in accordance with the Louisiana Public Records Act, L.R.S. 44:1.  Map coordinates (X,Y) have been removed for the following call types: Aggravated Rape, Aggravated Rape - MA, Crime Against Nature, Mental Patient, Oral Sexual Battery, Prostitution, Sexual Battery, Simple Rape, Simple Rape - Male V, and Soliciting for Prost.

Disclaimer: These incidents may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",cmaldonado,krw2-tfdx,published,public,approved,community,filter,Public Safety and Preparedness,"crime,police",https://data.nola.gov/d/8jph-7i6h,https://data.nola.gov/resource/8jph-7i6h.json,10/16/2015 08:58:30 PM,01/14/2025 10:21:35 PM,07/28/2016 09:06:20 PM,data.nola.gov,true,2647,250,,,12,,Creative Commons 1.0 Universal (Public Domain Dedication),Orleans Parish Communications District,,,,jsyu-nz5r,,,,,data@nola.gov,,,,,,NOPD
f94c-dnxs,nola11.7,"City of New Orleans permit data starting from 1/01/2012; Updated nightly.Note: For download of entire dataset, export as .csv",Treen,4ynf-dp25,published,private,rejected,community,filter,"Housing, Land Use, and Blight","city of new orleans,permits",https://data.nola.gov/d/f94c-dnxs,https://data.nola.gov/resource/f94c-dnxs.json,11/07/2018 02:13:32 PM,01/29/2025 03:20:25 AM,03/29/2026 04:52:58 AM,data.nola.gov,true,1,1,Row,,42,,Creative Commons 1.0 Universal (Public Domain Dedication),Safety and Permits,,,,rcm3-fn58,,,,,data@nola.gov,,,,,,Safety and Permits
ys4h-9zpk,my view,"City of New Oreleans permit data from 1/01/2012; Updated Nightly.
Note: For download of entire dataset, export as .csv",rjhoutman,97ur-wew4,published,private,rejected,community,filter,Administrative Data,"permits,city of new orleans",https://data.nola.gov/d/ys4h-9zpk,https://data.nola.gov/resource/ys4h-9zpk.json,11/19/2014 08:48:34 PM,01/29/2025 03:23:13 AM,03/29/2026 04:52:58 AM,data.nola.gov,true,9,1,,,42,,Creative Commons 1.0 Universal (Public Domain Dedication),Safety and Permits,,,,rcm3-fn58,,,,LAMA,,,,,,,"City of New Orleans, Department of Safety and Permits"
hvt2-u3hd,Freret Boundary,"City of New Orleans permit data starting from 1/01/2012; Updated nightly.
Note: For download of entire dataset, export as .csv",ptl,agt3-s33i,published,private,rejected,community,filter,"Housing, Land Use, and Blight","city of new orleans,permits",https://data.nola.gov/d/hvt2-u3hd,https://data.nola.gov/resource/hvt2-u3hd.json,06/29/2016 03:02:14 PM,01/29/2025 01:58:11 AM,03/29/2026 04:52:58 AM,data.nola.gov,true,1,13,Row,,17,,Creative Commons 1.0 Universal (Public Domain Dedication),Safety and Permits,,,,rcm3-fn58,,,,LAMA,data@nola.gov,,,,,,"City of New Orleans, Department of Safety and Permits"
d4y8-p3zu,Wards,cnogis.CNOGISOWNER.Wards,City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,dataset,"Elections, Politics","administration,voting",https://data.nola.gov/d/d4y8-p3zu,https://data.nola.gov/resource/d4y8-p3zu.json,08/04/2021 06:20:21 PM,02/12/2022 04:39:49 AM,06/13/2023 04:49:52 PM,data.nola.gov,false,1096,938,,17,5,,Creative Commons 1.0 Universal (Public Domain Dedication),,,,,,,,,,gis@nola.gov,,public,do not change regularly,,,Registrar of Voters
p2sw-2br8,New Orleans 2009 - 2012 Market Value Analysis (MVA)  Web Map,This online map tool allows users to review the various data sets of the Market Value Analysis from the city-wide view down to the block group level. Download is available for the polygons with the cluster letter as an attached zipped shapefile below.,City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,href,Economy and Workforce,,https://data.nola.gov/d/p2sw-2br8,,05/07/2014 03:20:15 AM,09/25/2023 05:57:39 PM,05/07/2014 03:20:15 AM,data.nola.gov,false,2172,717,,,,dalessinger@nola.gov,Public Domain,"New Orleans Redevelopment Authority, CIty of New Orleans, The Reinvestment Fund",http://nolagis.maps.arcgis.com/apps/OnePane/basicviewer/index.html?appid=623139ce8d3c4f83ade962b79e797164,,,,,,,,data@nola.gov,,,,,,New Orleans Redevelopment Authority (NORA)
8wky-twnf,my view,"City of New Oreleans permit data from 1/01/2012; Updated Nightly.
Note: For download of entire dataset, export as .csv",pholler453@gmail.com,89u2-tbtq,published,private,rejected,community,filter,Administrative Data,"permits,city of new orleans",https://data.nola.gov/d/8wky-twnf,https://data.nola.gov/resource/8wky-twnf.json,11/19/2014 08:41:35 PM,01/29/2025 01:58:06 AM,03/29/2026 04:52:58 AM,data.nola.gov,true,1,1,,,9,,Creative Commons 1.0 Universal (Public Domain Dedication),Safety and Permits,,,,rcm3-fn58,,,,LAMA,,,,,,,"City of New Orleans, Department of Safety and Permits"
k2f9-nfin,nola 02.04.25,"City of New Orleans permit data starting from 1/01/2012; Updated nightly.Note: For download of entire dataset, export as .csv",Treen,4ynf-dp25,published,private,not_ready,community,filter,"Housing, Land Use, and Blight","permits,city of new orleans",https://data.nola.gov/d/k2f9-nfin,https://data.nola.gov/resource/k2f9-nfin.json,02/04/2025 07:46:29 PM,03/03/2025 06:24:29 AM,03/29/2026 04:52:58 AM,data.nola.gov,true,1,0,Row,,42,,Creative Commons 1.0 Universal (Public Domain Dedication),Safety and Permits,,,,rcm3-fn58,,,,,data@nola.gov,,,,,,Safety and Permits
ti3t-pm8k,City Council Districts Demographics 2020,,City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,dataset,,,https://data.nola.gov/d/ti3t-pm8k,https://data.nola.gov/resource/ti3t-pm8k.json,05/15/2023 07:38:40 PM,05/15/2023 07:38:42 PM,06/13/2023 04:55:02 PM,data.nola.gov,false,817,241,,5,43,,,,,,,,,,,,,,,,,,
pmjb-3eug,Rouse Market Boundary,"City of New Orleans permit data starting from 1/01/2012; Updated nightly.
Note: For download of entire dataset, export as .csv",Nadira,54wi-zzvy,published,private,rejected,community,filter,"Housing, Land Use, and Blight","city of new orleans,permits",https://data.nola.gov/d/pmjb-3eug,https://data.nola.gov/resource/pmjb-3eug.json,06/24/2016 04:23:43 PM,01/29/2025 03:21:35 AM,03/29/2026 04:52:58 AM,data.nola.gov,true,6,18,Row,,40,,Creative Commons 1.0 Universal (Public Domain Dedication),Safety and Permits,,,,rcm3-fn58,,,,LAMA,data@nola.gov,,,,,,"City of New Orleans, Department of Safety and Permits"
epjr-u9g9,PP New Construction 1/01/12-5/5/17,"City of New Orleans permit data starting from 1/01/2012; Updated nightly.Note: For download of entire dataset, export as .csv",C. Douglas,xzq3-6y66,published,private,rejected,community,filter,"Housing, Land Use, and Blight","permits,city of new orleans",https://data.nola.gov/d/epjr-u9g9,https://data.nola.gov/resource/epjr-u9g9.json,05/05/2017 03:38:56 PM,01/29/2025 03:20:14 AM,03/29/2026 04:52:58 AM,data.nola.gov,true,2,1,Row,,42,,Creative Commons 1.0 Universal (Public Domain Dedication),Safety and Permits,,,,rcm3-fn58,,,,,data@nola.gov,,,,,,Safety and Permits
62d3-pst8,Website Analytics,This data about nola.gov provides a window into how people are interacting with the the City of New Orleans online. The data comes from a unified Google Analytics account for New Orleans. We do not track individuals and we anonymize the IP addresses of all visitors.,WhitneyS,usuy-y6jj,published,public,approved,official,href,City Administration,"website,city,city hall,new orleans,nola.gov,online,web",https://data.nola.gov/d/62d3-pst8,,02/02/2017 10:11:28 PM,02/02/2017 10:11:41 PM,02/02/2017 10:11:28 PM,data.nola.gov,false,956,0,,,,data@nola.gov,Creative Commons 1.0 Universal (Public Domain Dedication),Information Technology and Innovation Web Team,http://webanalytics.nola.gov/,,,,,,,,data@nola.gov,,public,,,,Information Technology and Innovation - Enterprise GIS
xm7h-aswq,Public Land,,City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,,,https://data.nola.gov/d/xm7h-aswq,https://data.nola.gov/resource/xm7h-aswq.json,10/29/2024 09:02:43 PM,03/11/2026 04:38:24 AM,11/10/2025 12:33:38 AM,data.nola.gov,true,653,1,,,,,,,,,,bsqt-btyi,,,,,,,,,,,
rs34-zwuu,Traffic Signals,A dataset showing traffic signals with in the City of New Orleans.,City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,dataset,Transportation and Infrastructure,"infrastructure,traffic,dpw",https://data.nola.gov/d/rs34-zwuu,https://data.nola.gov/resource/rs34-zwuu.json,12/13/2021 09:00:17 PM,10/29/2025 04:24:02 PM,10/29/2025 04:24:07 PM,data.nola.gov,false,548,572,,10302,16,,Creative Commons 1.0 Universal (Public Domain Dedication),,,,,,,,,,gis@nola.gov,,public,Doesn't change often,,,Public Works (DPW)
