
"Category Type","Title","DOI","URL","Citation","Abstract","Authors","Keywords","Full Text","Year of Publication","Conference"
"Presentations","Introducing Colectica Datasets","10.5281/zenodo.7403979","https://doi.org/10.5281/zenodo.7403979","Smith D.  
2022.  Introducing Colectica Datasets. ","","D. Smith","","","2022","EDDI"
"Publications","How to implement the metadata standard ""Data Documentation Initiative (DDI)""?","10.5281/zenodo.5841664","https://doi.org/10.5281/zenodo.5841664","Van Wettere N.  
2022.  How to implement the metadata standard ""Data Documentation Initiative (DDI)""? ","This document offers hands-on information about the discipline-specific metadata standard DDI.
","N. Van Wettere","","","2022",""
"Presentations","Open Data Format in praxis: Metadata Profile and technical implementation in statistical software","10.5281/zenodo.7410391","https://doi.org/10.5281/zenodo.7410391","Xiaoyao H, Saalbach C.  
2022.  Open Data Format in praxis: Metadata Profile and technical implementation in statistical software. ","","H. Xiaoyao; C. Saalbach","","","2022","EDDI"
"Presentations","Questionnaire Specification – COVID-19 Study","10.5281/zenodo.7429094","https://doi.org/10.5281/zenodo.7429094","Yuen C.  
2022.  Questionnaire Specification – COVID-19 Study. ","","C. Yuen","","","2022","EDDI"
"Presentations","Structuring Metadata Workflows to Support Data Sharing","https://doi.org/10.5281/zenodo.6772467","https://www.openconf.org/iassist2022/modules/request.php?module=oc_program&action=summary.php&id=77","Zenk-Möltgen W, Jensen U.  
2022.  Structuring Metadata Workflows to Support Data Sharing. ","","W. Zenk-Möltgen; U. Jensen","","","2022","IASSIST"
"Presentations","The convert2xml script - publishing metadata from data files using DDI-Lifecycle","10.5281/zenodo.7405817","https://doi.org/10.5281/zenodo.7405817","Zenk-Möltgen W.  
2022.  The convert2xml script - publishing metadata from data files using DDI-Lifecycle. ","","W. Zenk-Möltgen","","","2022","EDDI"
"Presentations","Dissemination of contextualized statistical information: achieving interoperability between DDI-CDI and NGSI-LD","10.5281/zenodo.5814352","https://doi.org/10.5281/zenodo.5814352","Cotton F, Gregory A.  
2021.  Dissemination of contextualized statistical information: achieving interoperability between DDI-CDI and NGSI-LD. ","","F. Cotton; A. Gregory","","","2021","EDDI"
"Presentations","Best practice for publishing classifications as linked data with XKOS","10.5281/zenodo.5749206","https://doi.org/10.5281/zenodo.5749206","Cotton F.  
2021.  Best practice for publishing classifications as linked data with XKOS. ","","F. Cotton","","","2021","EDDI"
"Presentations","Improving Metadata in the CSO, Ireland","10.5281/zenodo.5747183","https://doi.org/10.5281/zenodo.5747183","Cummins C.  
2021.  Improving Metadata in the CSO, Ireland. ","","C. Cummins","","","2021","EDDI"
"Presentations","Introduction to Metadata for Research Data Management: A Data Documentation Initiative (DDI) Perspective","10.5281/zenodo.6249617","https://doi.org/10.5281/zenodo.6249617","Danciu A, Gregory A.  
2021.  Introduction to Metadata for Research Data Management: A Data Documentation Initiative (DDI) Perspective. ","","A. Danciu; A. Gregory","","","2021",""
"Presentations","Engineering a Machine Learning Pipeline for Automating Metadata Extraction from Longitudinal Survey Questionnaires","10.5281/zenodo.5742916","https://doi.org/10.5281/zenodo.5742916","De S, Moss H, Jabbari S, Pereira H, Johnson J, Li J.  
2021.  Engineering a Machine Learning Pipeline for Automating Metadata Extraction from Longitudinal Survey Questionnaires. ","","S. De; H. Moss; S. Jabbari; H. Pereira; J. Johnson; J. Li","","","2021","EDDI"
"Presentations","Exploring upgrade options for the CESSDA Data Catalogue","10.5281/zenodo.5747109","https://doi.org/10.5281/zenodo.5747109","Dolinar M, Moilanen K, Tuominen M, Beuster B.  
2021.  Exploring upgrade options for the CESSDA Data Catalogue. ","","M. Dolinar; K. Moilanen; M. Tuominen; B. Beuster","","","2021","EDDI"
"Presentations","Customizing Dataverse to workflows of ADP","10.5281/zenodo.5747103","https://doi.org/10.5281/zenodo.5747103","Dolinar M, Žibert G.  
2021.  Customizing Dataverse to workflows of ADP. ","","M. Dolinar; G. Žibert","","","2021","EDDI"
"Presentations","StatConverter: statistical conversion tool using DDIwR","10.5281/zenodo.5747726","https://doi.org/10.5281/zenodo.5747726","Dusa A, Hossu E-A.  
2021.  StatConverter: statistical conversion tool using DDIwR. ","","A. Dusa; E.A. Hossu","","","2021","EDDI"
"Presentations","European DDI Conference 2021: Training Fair. Track 2A: DDI Codebook tutorial","10.5281/zenodo.6250872","https://doi.org/10.5281/zenodo.6250872","Fry J, Dusa A.  
2021.  European DDI Conference 2021: Training Fair. Track 2A: DDI Codebook tutorial. ","","J. Fry; A. Dusa","","","2021","EDDI"
"Presentations","European DDI Conference 2021 Training Fair. Track 1: Discovering DDI","10.5281/zenodo.6250693","https://doi.org/10.5281/zenodo.6250693","Fry J, Gregory A, Lyle J, Radler B, Hodson S.  
2021.  European DDI Conference 2021 Training Fair. Track 1: Discovering DDI. ","","J. Fry; A. Gregory; J. Lyle; B. Radler; S. Hodson","","","2021","EDDI"
"Presentations","The DDI Alliance Training Group: What's New!","10.5281/zenodo.5760355","https://doi.org/10.5281/zenodo.5760355","Fry J.  
2021.  The DDI Alliance Training Group: What's New!. ","","J. Fry","","","2021","EDDI"
"Presentations","Listening to our data users: A qualitative study to better know their perception of our data and metadata","10.5281/zenodo.5764919","https://doi.org/10.5281/zenodo.5764919","Gallis Q.  
2021.  Listening to our data users: A qualitative study to better know their perception of our data and metadata. ","","Q. Gallis","","","2021","EDDI"
"Presentations","European DDI Conference 2021: Training Fair. Track 2C: DDI Cross Domain Integration (DDI-CDI) tutorial","10.5281/zenodo.6251051","https://doi.org/10.5281/zenodo.6251051","Gregory A, Gillman D.  
2021.  European DDI Conference 2021: Training Fair. Track 2C: DDI Cross Domain Integration (DDI-CDI) tutorial. ","","A. Gregory; D. Gillman","","","2021","EDDI"
"Workshops","DDI Cross Domain Integration for FAIR Data Sharing across Discipline Boundaries","","https://www.dagstuhl.de/21383","Gregory A, Hodson S, Orten H, Wackerow J.  
2021.  DDI Cross Domain Integration for FAIR Data Sharing across Discipline Boundaries. ","Introduction and Motivation
The Data Documentation Initiative (DDI) Alliance has been a leader in setting metadata standards for the social, behavioural, and economic sciences (SBE) for many years. They have provided specifications which support data collection, management, and dissemination with detailed descriptions of the data typical of those domains. As with many other branches of statistics and research, however, the type, volume, and sources of data have multiplied in the recent past. Many projects are now cross-disciplinary, involving data from different domains. At the same time, computational approaches to analysis of data and the reproduction and origination of research has evolved. These factors combine to highlight the need for an enhanced ability to integrate and understand data across domain boundaries, and to understand the provenance and processing of data, even as more and more of the work is performed programmatically by systems which leverage machine learning and other advanced technology approaches.
The DDI Alliance has recently published a new specification intended to fill this need for integrating data from disparate sources: DDI - Cross Domain Integration (DDI-CDI). Unlike earlier DDI work products, DDI-CDI is not domain-specific, but is designed to be used with research data from any domain. The specification provides a model for understanding and integrating data across a wide range of sources, including big data/no SQL, event history and register data, traditional columnar data, and multi-dimensional data. Further, it provides a way of describing data provenance, with a focus not only on traditional linear processes, but also on declarative ""black box"" processes employed by many modern systems. DDI-CDI is intended not to replace traditional domain models for data description, but to supplement them when data from different sources and of different types is being integrated. It is designed to work easily with many other popular standards and models, including semantic vocabularies and generic technology specifications for data processing, dissemination, and cataloguing.
With an expected production release at the end of 2021, the current draft of the specification is undergoing finalisation. This workshop will focus on issues of immediate importance leading up to implementation and subsequent revision of DDI-CDI. Experts in the standard and prospective implementers will be in attendance to help refine the development roadmap.
Interoperability, Sustainability, and Alignment with Other Standards
DDI - CDI is fundamentally a model which is intended to be implemented across a wide variety of technology platforms, and in combination with many other standards models, and specifications. To support this use, it is formalized using a limited subset of the Unified Modelling Language (UML).
The platform-independence of the model makes it more easily applicable across a broad range of applications and helps ensure that it will be sustainable even as the technology landscape evolves. DDI - CDI builds on many other standard models and is aligned with them where appropriate.
Topics
Modular approach
The goal is that specific modules can be used in a flexible way standalone, together with other DDI-CDI modules, or together with other specifications. The work will focus on identification of functional packages, defined function of packages, clear one-way dependencies between packages, separation between functional (core) packages/classes and supporting packages/classes.
Data structure components (toolkit)
Review an approach for building new data structure types (in addition to the existing traditional wide/rectangular data, long [event] data, multi-dimensional data, and NoSQL/key-value data). Possible additional data structure types include graphs, text, any object in a “cell” (tables, text, binary objects, arrays of arrays, etc.).
UML class model interoperable subset (UCMIS)
The strict use of UCMIS enables a robust model which can be imported in many UML tools and represented in object-oriented syntax representations. The focus here will be the relationship to other specifications (in the light of the modular approach) on the model level and syntax representation level. See documentation and spreadsheet of previously named “Practitioner's Subset for Data Modeling”.
Syntax representations of the model
Exploration and decisions on OWL/RDF-S, JSON-LD, SheX (as constraint language for RDF). The work will build on an existing mapping from UML to OWL/RDF-S.
Implementation guides
Identify the methodology by which a community of users will specify how they will employ the model in their own implementations, such that they become more easily interoperable. Intersection with other machine-processible descriptions of data-sharing resources and methods within the community will be a focus.
","A. Gregory; S. Hodson; H. Orten; J. Wackerow","","","2021",""
"Workshops","Interoperability for Cross-Domain Research: Use Cases for Metadata Standards","","https://www.dagstuhl.de/21393","Gregory A, Hodson S, Orten H, Wackerow J.  
2021.  Interoperability for Cross-Domain Research: Use Cases for Metadata Standards. ","Description
Introduction
This workshop builds on the outcomes of two previous Dagstuhl Workshops in 2018 and 2019 on the alignment of standards and technologies for cross-domain data combination. The first two workshops in this series have produced draft guidelines and use case documentation to provide insight into the cross-domain challenges which form the focus of the ISC CODATA Decadal Programme on ‘Making Data Work for Cross-Domain Grand Challenges’.
	Due to the Covid-19 pandemic, the workshop will be conducted both in person and virtually.
Scope and Background
To face many of today’s global grand challenges, data is needed from different domains and disciplines, and from different institutional levels, and it must be interoperable to be useful. Research projects in such fields, whether for policy or scientific purposes, often involve the use of data from a wide variety of sources, ranging from specific, local data sets to those supplied by higher-level national and international organizations. A huge proportion of research effort is expended to integrate and harmonize this data so that a meaningful analysis can be conducted.
	Global grand challenges require data coming from a wide range of domains and institutional levels, presenting us with diverse issues. This workshop focusses on a set of use cases which exemplify the kinds of issues and solutions which will be required to enable sharing of FAIR data within and across domains. Such capability is necessary if we are to rise to meet these challenges.
Topics
Below are described the topics for the workshop. It is expected that these will evolve during the course of the work, but this should provide initial direction and a starting point.
	This set of use cases is intended to provide the basis for guidance to research communities looking to support FAIR data sharing within and across domains. As such the use cases will be further distilled to provide valuable input for the CODATA Decadal Programme and other global initiatives.
1. Core Interoperability Toolkit/Framework
This use case is conceived as a cross-cutting activity for the workshop and looks at a set of cross-domain standards and models which would support the FAIR sharing of data across domains. This work is already started but has yet to progress beyond initial discussions. The idea in this workshop is to draft a more concrete proposal about how the needed range of functions could be supported, and which models/standards could be used. This activity will engage with all the other use cases as possible, in order to support identified requirements.
2. Helmholtz Metadata Collaboration Use Case
The Helmholtz Metadata Collaboration (HMC) promotes the qualitative enrichment of research data by means of metadata – and implements this approach across the whole organization. This case study focuses on oceanographers and earth scientists in Helmholtz centres looking to enable FAIR data sharing within their community. They have already identified an initial approach, based on Schema.org and implemented using JSON-LD. Now they are looking at a more granular description of data to support integration and reuse, using DDI-CDI. This work has started, but is still exploratory.
3. European Social Survey Use Case
This use case looks at the ESS Multi-Level application, and how DDI-CDI and other elements of the core interoperability framework could be used in combination with existing metadata standards and applications to improve the integration of ESS data with data on health, environment, and with other context variables from supra-national sources. The focus will be on leveraging the datum-oriented approach within DDI-CDI, and the process components, to understand how automation could be increased, and other efficiency gains realized.
4. Smart Energy Research Laboratory Use Case
The SERL example shows how manual integration across domain boundaries, at the data-set level, can be improved. This use case will look at how the granular management and dissemination of data, and the automation of some integration functions might be realized. It will also reflect on the requirements for data services to support variable subsetting to meet evolving research needs, especially in the area of data reuse across domain boundaries.
 
5. InterStat/NGSI-LD Use Case
The InterStat project is looking at incorporating official statistical data and other types of research data into general public information produced by European governmental bodies. The focus is on bridging across the set of domain specific models and standards to support the information channels being employed by the EC. This spans SDMX, DataCube, the NGSI-LD domains, DDI-CDI, SOSA-SSN, and potentially other standards.
6. ENVRI-FAIR Use Case (Proposed)
This is a new proposed use case, which will be discussed and further described in a meeting before the workshop. The idea is to explore how the available standards and models – including the core interoperability framework, as well as relevant domain standards – could be combined to address challenges in data sharing within and outside of the ENVRI-FAIR community.
7. EOSC Life Use Case (Proposed)
This is also a new proposed use case, which will be discussed and further described in a meeting before the workshop. The idea is to explore how the available standards and models – including the core interoperability framework, as well as relevant domain standards – could be combined to address challenges in data sharing within and outside of the EOSC Life community.
Eine andere Ursache ist schlechte erektile Funktion - eine Erektion tritt auf, aber es ist zu weich für zufriedenstellenden Geschlechtsverkehr. Die letzte Variante ist eine Erektion, die während des Geschlechtsverkehrs verschwindet - eine plötzliche Sluggishness des Penis trotz einer vorangegangenen vollen Erektion. Die Potenz Droge Cialis wird helfen, diese unangenehmen Symptome loszuwerden, weil Tadalafil das Enzym PDE5 blockiert, das für den Abbau von Stickstoffoxid verantwortlich ist
","A. Gregory; S. Hodson; H. Orten; J. Wackerow","","","2021",""
