Completion time,Business name,"Doing Business As (DBA), if applicable [optional]",Business primary website,Business primary contact email address,Business primary phone number [optional],Business primary street address,Business city,Business state abbreviation ,Business zipcode,Business country,"If the primary business address does not comport to the format for #6-10, please type the address in the box below:",Does the business collect the personal information of minors?,Does the business collect consumers' precise geolocation?,Does the business collect consumers' reproductive health care data?,"Paste a link to a page on the business's website that contains details on how consumers may exercise their privacy rights by doing all of the following: 

Deleting personal information
Correcting ...",Is the business or any of it's subsidiaries regulated by the federal Fair Credit Reporting Act (FCRA)?,"If the business answered yes to #16, explain below to what extent the business or any of it's subsidiaries are regulated by FCRA:",Is the business or any of its subsidiaries regulated by the Gramm-Leach-Bliley Act and implemented regulations (GLBA)?,"If the business answered yes to #18, explain below to what extent the business or any of it's subsidiaries are regulated by GLBA:",Is the business or any of its subsidiaries regulated by the Insurance Information and Privacy Protection Act (IIPA)?,"If the business answered yes to #20, explain below to what extent the business or any of it's subsidiaries are regulated by IIPPA:",Is the business or any of its subsidiaries regulated by the Confidentiality of Medical Information Act (CMIA)?,"If the business answered yes to #22, explain below to what extent the business or any of it's subsidiaries are regulated by CMIA:","Is the business or any of its subsidiaries regulated by the privacy, security, and breach notification rules established pursuant to the Health Insurance Portability and Accountability Act (HIPAA)?","If the business answered yes to #24, explain below to what extent the business or any of it's subsidiaries are regulated by HIPAA:",Any additional information or explanation concerning the business's data collection practices the business would like to provide?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/24 11:50:05,"FullContact, Inc.",N/A,https://www.fullcontact.com,dpo@fullcontact.com,+1-888-330-6943,1580 N. Logan St. Suite 660 PMB 45057,Denver,CO,80203,USA,,No,No,No,https://www.fullcontact.com/privacy/privacy-policy/,No,,No,,No,,No,,No,,Our privacy notice specific to CA residents is available at: www.fullcontact.com/privacy/privacy-policy/#notice-to-california-residents.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/24 12:00:55,Anchor Computer Inc.,,https://www.anchorcomputer.com,privacyteam@anchorcomputer.com,(631) 293-6100,1300 Walt Whitman Rd Suite 103,Melville,NY,11747,USA,,No,No,No,Https://anchorcomputer.com/privacy-policy/,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/24 12:06:37,"HireTeamMate, Inc.",hireEZ,https://www.hireez.com,legal@hireez.com,,"2513 E. Charleston Rd., Suite 200",Mountain View,CA,94043,USA,,No,No,No,https://app.hireez.com/ownyourdata,No,,No,,No,,No,,No,,"For more information, please see our Privacy Policies here - app.hireez.com/policies/generalpolicy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/24 12:19:13,"TechTarget, Inc.",,https://www.techtarget.com,privacy@techtarget.com,617-431-9200,"275 Grove Street
",Newton,MA,02466,USA,,No,No,No,https://www.techtarget.com/ccpa-privacy-notice/,No,,No,,No,,No,,No,,Please refer generally to our online Privacy Policy available here: www.techtarget.com/privacy-policy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/24 12:28:11,BV Insights LLC,,https://www.big-village.com/,legal@big-village.com,,"6400 Congress Avenue, Suite 2050",Boca Raton,FL,33487,USA,,No,No,No,https://big-village.com/privacy-policy-insights/,No,,No,,No,,No,,No,,Not at this time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/24 12:29:12,Versium Analytics,,https://www.versium.com,privacy@versium.com,,7530 164th Ave NE A204,Redmond,WA,98052,USA,,No,No,No,https://versium.com/ccpa-privacy-policy,No,,No,,No,,No,,No,,"versium.com/privacy-policy
versium.com/ccpa-privacy-policy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/24 12:41:01,RealSource Inc.,,https://www.realsourcedata.com,privacy@realsourcedata.com,,"8N980 Dittman Road
",Elgin,IL,60124,USA,,No,No,No,https://realsourcedata.com/privacy-policy/,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/24 13:59:26,"Dataline, Inc.",,https://www.datalinedata.com,privacy.officer@datalinedata.com,609-452-6014,"506 Carnegie Center Drive, Suite 105",Princeton,NJ,08540,USA,,No,No,No,https://datalinedata.com/privacy-portal/,No,,No,,No,,No,,No,,"We welcome California consumers to visit our Privacy Policy at www.datalinedata.com.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/24 14:06:20,Lender Feed LC,MonitorBase,https://www.monitorbase.com,CCPA@monitorbase.com,(888) 795-6575,310 E 4500 S STE 270,Murray,UT,84107,USA,,No,No,No,https://my.monitorbase.com/privacypolicy,Yes,Lender Feed LC is a reseller of prescreened credit data to lenders for the purpose of extending a firm offer of credit to a consumer in the name of the lender. Prescreened credit data for this purpose to an end user with permissible purpose to view such data is permitted under the FCRA. ,Yes,In that we maintain databases of our end users past clients contact's names and addresses we are regulated by GLBA to maintain sufficiently secure IT systems. ,No,,No,,No,,All data collected and sold by Lender Feed LC are either prescreened credit data for the purpose of extending firm offers of credit by lenders to consumers as previously mentioned or public data elements delivered to our end users through our web application. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/24 14:29:40,"Wodwo, Inc.",,https://www.wodwo.co,privacyofficer@wodwo.co,609-452-6014,"506 Carnegie Center Drive, Suite 105",Princeton,NJ,08540,USA,,No,No,No,https://wodwo.co/privacy-policy/,No,,No,,No,,No,,No,,We welcome California consumers to visit our Privacy Policy at www.wodwo.co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/24 14:48:18,"DTN, LLC",,https://www.dtn.com,privacy@dtn.com,,"18205 Capitol Avenue, Suite 100",Elkhorn,NE,68022,USA,,No,Yes,No,https://www.dtn.com/do-not-sell-my-information-form/; www.dtn.com/external-privacy-statement/,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/24 15:14:48,"Sovrn, Inc.",,https://www.sovrn.com,privacy@sovrn.com,,"5541 Central Ave, Suite 100
",Boulder,CO,80301,USA,,No,No,No,https://www.sovrn.com/privacy-policy/privacy-policy/#Country-and-US-State-Specific-Disclosures,No,,No,,No,,No,,No,,"In addition to the California-specific disclosures in the link provided above, a full accounting of our data collection practices may be found in our full privacy policy at www.sovrn.com/privacy-policy.  Thank you!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/24 15:45:58,"SearchBug, Inc.",searchbug.com,https://www.searchbug.com,support@searchbug.zohodesk.com,,2101 Las Palmas Dr,Carlsbad,CA,92011,USA,,No,No,No,https://www.searchbug.com/ccpa.aspx,No,,No,,No,,No,,No,,We do not resell any data collected from our customers. Our customers are mainly businesses that require cleaning or appending their own data.  We resell data via APIs from other registered data providers that comply with CPPA.CA.GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 4:26:34,ZoomInfo Technologies LLC,,https://www.zoominfo.com,bubba.nunnery@zoominfo.com,,"805 Broadway Street, Suite 900",Vancouver,WA,98660,USA,,No,No,No,https://www.zoominfo.com/privacy-center,No,,No,,No,,No,,No,,"The information we include in our database is limited to business information, including a person's name, job title, employer, office address, email address, phone number, similar to information typically included on a business card or a professional profile. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 4:35:41,Datanyze,,https://www.datanyze.com,bubba.nunnery@zoominfo.com,,Attn Privacy 2530 Meridian Parkway Suite 300,Durham,NC,27713,USA,,No,No,No,https://www.datanyze.com/privacy-center,No,,No,,No,,No,,No,,"The information we include in our database is limited to business information, including a person's name, job title, employer, office address, email address, phone number, similar to information typically included on a business card or a professional profile. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 4:41:49,Clickagy,,https://www.clickagy.com,bubba.nunnery@zoominfo.com,,"805 Broadway, STE 900",Vancouver,CA,98660,USA,,No,No,No,https://www.clickagy.com/privacy/,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 5:49:53,"Datasys Group, Inc.",Datasys,https://www.datasys.com,seth.lubin@datasys.com,9546603556,"750 Park of Commerce Drive, Suite 150",Boca Raton,FL,33487,USA,,No,Yes,No,https://datasys.com/privacy-policy,No,,No,,No,,No,,No,,"All information is either in ur privacy policy, or on our website (datasets.com). We also have a ""do not sell"" link on the bottom of every page. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 6:56:24,"6Sense Insights, Inc.",,https://www.6sense.com,privacy@6sense.com,,"450 Mission Street, Suite 201",San Francisco,CA,94105,USA,,No,No,No,https://6sense.com/privacy-policy/ ,No,,No,,No,,No,,No,,"Our privacy policy is located here: 6sense.com/privacy-policy/
Our privacy center is located here: 6sense.com/privacy-center/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 7:29:01,Tiplinks Inc,Fetcher,https://www.fetcher.ai,chris@fetcher.ai,,21200 NE 38th Avenue Unit 2601,Aventura,FL,33180,USA,,No,No,No,https://fetcher.ai/privacy,No,,No,,No,,No,,No,,fetcher.ai/privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 9:00:17,"Convex Labs, Inc.",Convex,https://www.convex.com,support@convexlabs.io,,"703 Market Street, Suite 17",San Francisco,CA,94103,USA,,No,No,No,https://www.convex.com/data-rights-request/,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 9:06:27,"First Direct, Inc.",First Direct,https://www.firstdirectmarketing.com,privacy@firstdirectmarketing.com,402-403-0000,"1508 J F Kennedy Dr, Suite 102
",Bellevue,NE,68005,USA,,No,No,No,https://ccpa.firstdirectinc.com/,No,,No,,No,,No,,No,,First Direct is a Marketing Agency and uses data in accordance to best practices. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 9:24:15,"Taboola, Inc.",,https://www.taboola.com,privacy@taboola.com,,"16 Madison Square West, 7th Floor",New York City,NY,10010,USA,,No,No,No,https://www.taboola.com/policies/privacy-policy,No,,No,,No,,No,,No,,"Taboola provides consumers with personalized content and advertisements across thousands of global digital properties. To do so, Taboola maintains pseudonymous data about consumers, which means that we do not know the consumer’s identity because we do not process names, email address, or other identifiable data. Instead, we only process digital identifiers such as cookie IDs, IP addresses, and mobile advertising IDs from the consumer's device (for a full list of the pseudonymized data that we process, please see Taboola's Privacy Policy, available at www.taboola.com/privacy-policy).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 9:31:12,Malvern Media Inc.,,https://www.malvernmedia.com,info@malvernmedia.com,,2129 Redcliff St.,Los Angles,CA,90039,USA,,No,No,No,https://privacyportal.privacypillar.com/dsar/form?orgid=369c8ff9-8ffb-4308-8362-f01691e77db8&propid=64c8904f-8bac-4dd9-8e6c-d052be1918a2&formid=6e6ff4b8-2296-4589-ae7f-563fa743ec2d&status=publish,No,,No,,No,,No,,No,,"For CCPA or any privacy requests, you must submit through the privacy portal: privacyportal.privacypillar.com/dsar/form?orgid=369c8ff9-8ffb-4308-8362-f01691e77db8&propid=64c8904f-8bac-4dd9-8e6c-d052be1918a2&formid=6e6ff4b8-2296-4589-ae7f-563fa743ec2d&status=publish

Or through the toll-free telephone number: 1-800-702-3830
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 9:36:26,US Data Corporation,,https://www.usdatacorporation.com,privacy@usdatacorporation.com,,"5115 Clareton Dr., Suite 210
",Agoura Hills,CA,91301,USA,,No,No,No,https://www.usdatacorporation.com/privacy-policy/,No,,No,,No,,No,,No,,We do not collect or compile data.  We license data from compilers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 9:41:28,"Paramount Lists, Inc.",,https://www.paramountdirectmarketing.com,ccpa@paramountdirectmarketing.com,,707 West 38th Street PMB 321,Erie,PA,16508,USA,,No,No,No,Https://www.paramountdirectmarketing.com/privacy-policy.php,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 9:56:30,Great Lakes List Management,,https://www.greatlakeslists.com,ccpa@greatlakeslists.com,,707 West 38th Street PMB 321,Erie,PA,16508,USA,,No,No,No,https://greatlakeslists.com/privacy-policy,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 10:28:04,"OWMN, LTD.",BRIDGE,https://www.thebridgecorp.com,joshua.hirsch@thebridgecorp.com,(212) 991-5633,"140 E. Ridgewood Ave, Suite 415, South Tower",Paramus,NJ,07652,USA,,No,No,No,https://www.thebridgecorp.com/privacy-policy/,No,,Yes,We are compliant with the Gramm-Leach-Bliley Act (GLBA).,No,,No,,No,,"BRIDGE collects 1st party mobile data directly from consumers via mobile publishers. BRIDGE also collects data via offline and online surveys/polls for households and individuals, email opt-ins, geo-spatial data and 3rd party data sources. BRIDGE does not track or manage information regarding any tracking or monitoring data on individual movement or geographic specific locations in time. 

BRIDGE DOES NOT collect personal data such as SS#, credit card, driver’s licenses, HIPPA/biometric data or other specific volatile personal data. 

Once a user opts in to Bridge, the following data is collected but not limited to: users email address, mobile app usage, first and last name, postal address, language, and apps installed on the device. The PII BRIDGE collects is 100% permissioned based, opt-in data.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 10:37:12,"DataDirect Marketing Solutions, Inc.",,https://www.datadirectmarketing.com,datanalytics@teamdms.com,4154545264,250 Crescent Road,San Anselmo,CA,94960,USA,,No,No,No,https://datadirectmarketing.com/privacy/,No,,No,,No,,No,,No,,"To confirm, this business does NOT collect ANY information on any business or consumer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 11:36:59,"Labels & Lists, Inc","L2, Inc",https://www.l2-data.com,scott.semel@L2-data.com,425-354-5188,5 Schalks Crossing Road Suite 220,Plainsboro,NJ,08536,USA,,No,No,No,https://l2-data.com/csfpbcabalimmotp-out/,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 11:40:50,Cyndx Networks LLC,,https://www.cyndx.com,privacy@cyndx.com,,525 Okeechobee Blv Suite 840,West Palm Beach,FL,33401,USA,,No,No,No,https://www.cyndx.com/privacy,No,,No,,No,,No,,No,,"A California consumer may opt out of sale or submit requests under the CCPA by filling
out a privacy request form at www.cyndx.com/California-Do-Not-Track/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 13:08:40,"Alliant Cooperative Data Solutions, LLC ",,https://www.alliantinsight.com,compliance@alliantdata.com,,301 Fields Ln,Brewster,NY,10509,USA,,No,No,No,https://alliantinsight.com/data-services-and-website-privacy-policy/,Yes,"Alliant operates a credit data base, which is used separately from the Alliant marketing data base, to provide insight into credit behavior of consumers. Alliant only returns credit information when there is a permissible request, as defined by the Fair Credit Reporting Act (FCRA).",No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 13:14:07,"DT Client Services, LLC",,https://www.thedatatrust.com,info@thedatatrust.com,,"1310 N Courthouse Rd, Suite 840",Arlington,VA,22201,USA,,No,No,No,https://thedatatrust.com/privacy-policy/,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 16:16:53,People Data Labs,,https://www.peopledatalabs.com,privacy@peopledatalabs.com,,"156 Fifth Ave, Suite 1200",New York,NY,10010,USA,,No,No,No,https://privacy.peopledatalabs.com/policies?name=privacy-center,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 16:49:27,Lead411 Corporation,,https://www.lead411.com,tom@lead411.io,,730 Evergreen Avenue,Boulder,CO,80304,USA,,No,No,No,https://www.lead411.com/removeinforequest/,No,,No,,No,,No,,No,,we provide b2b data. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 21:43:12,"Email Marketing Services, INC",,https://www.listmatch.co,dataprivacy@listmatch.com,,1910 South Highland Ave Suite 280,Lombard,IL,60148,USA,,No,No,No,https://www.listmatch.com/privacy/,No,,No,,No,,No,,No,,"We will remove any data that is requested to be removed without question as long as it is verified request. We primarily focus on B2B email records and data. We have some legacy California email consumer records that we are working to phase out, after doing more research.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/24 21:57:03,"Sourceit Technologies, Inc",,https://www.sourceit.co,dataprivacy@sourceitmarketing.com,,2206 N Main Street Suite 183,Wheaton,IL,60187,USA,,No,No,No,https://www.sourceitmarketing.com/privacy/,No,,No,,No,,No,,No,,"We will remove any data that is requested to be removed without question as long as it is verified request. We primarily focus on B2B email records and data. We have some legacy California email consumer records that we are working to phase out, after doing more research.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
