"uid","datasetinformation_agency","name","url","description","type","category","tags","last_metadata_updated_date","last_data_updated_date","api_endpoint","domain","derived_view","parent_uid","attribution","attribution_link","contact_email","datasetsummary_datasetowner","datasetsummary_organization","datasetsummary_contactinformation","datasetsummary_timeperiod","datasetsummary_postingfrequency","datasetsummary_coverage","datasetsummary_granularity","disclaimers_limitations","notes_notes","additionalresources_seealso","disclaimers_disclaimer"
"fe28-j3rb","Budget, Division of","New York State Enacted Budget Capital Appropriations: 2021-22","https://data.ny.gov/d/fe28-j3rb","This data set includes capital project appropriations and reappropriations as they relate to the FY 2022 Enacted Budget","dataset","Government & Finance","encumbrances,appropriations,reappropriations","2026-03-19T20:23:45.000","2021-05-12T16:06:53.000","https://data.ny.gov/resource/fe28-j3rb.json","data.ny.gov","false",,"Division of the Budget","http://openbudget.ny.gov/","dob.sm.HelpDesk@budget.ny.gov","Division of the Budget","Expenditure/Debt Unit","dob.sm.HelpDesk@budget.ny.gov",,,"Statewide","agency, reference number, comprehensive construction program, state purpose, fund, financing source, chapter/section year of law and appropriation description.",,,"https://www.budget.ny.gov/",
"j38m-qmvv",,"Open NY Quarterly Report January 2021","https://data.ny.gov/d/j38m-qmvv","Having trouble viewing the report in the Preview pane? Just click the Download button below to download a copy of the report.","file",,"openny report","2021-01-26T22:35:37.000","2021-01-26T02:55:26.000","https://data.ny.gov/resource/j38m-qmvv.json","data.ny.gov","false",,,,"opendata@its.ny.gov","NY Open Data",,"opendata@its.ny.gov",,,,,,,,
"fryg-3qps","People with Developmental Disabilities, Office for","Intermediate Care Facility Service Provider Agencies","https://data.ny.gov/d/fryg-3qps","The dataset contains the address and phone number information for Voluntary Sector providers of the following OPWDD supports and services:

INTERMEDIATE CARE FACILITIES (ICF)","filter","Human Services","opwdd,day services,office for people with developmental disabilities,supported employment,residential supports","2024-12-20T22:17:08.000","2026-03-02T17:43:33.000","https://data.ny.gov/resource/fryg-3qps.json","data.ny.gov","true","ieqx-cqyk","New York State Office for People With Developmental Disabilities (NYS OPWDD)","http://opwdd.ny.gov/","kelly.m.stengel@opwdd.ny.gov","Developmental Disabilities (NYS OPWDD)","Division of Data Strategy and Management","kelly.m.stengel@opwdd.ny.gov","Current","Annually","Statewide","\tDevelopmental Disability Service Office (DDSO)",,,,
"nwsv-mh3n","Transportation, Department of","Downstate Suburban Airport Enplanements Chart: Beginning 1997","https://data.ny.gov/d/nwsv-mh3n","The dataset lists the number of passengers boarding an aircraft at the NYS Airports.","chart","Transportation","airports,enplanements,air passengers","2025-01-10T17:59:44.000","2025-03-27T19:23:25.000","https://data.ny.gov/resource/nwsv-mh3n.json","data.ny.gov","true","5d5z-fzjm","New York State Department of Transportation","http://www.faa.gov/airports/planning_capacity/passenger_allcargo_stats/passenger/","Reyhan.Doganaksoy@dot.ny.gov","New York State Department of Transportation","Aviation Bureau","Reyhan.Doganaksoy@dot.ny.gov","Beginning 1997","Annually","Statewide","Statewide by Airport — including Newark which serves the New York Metro Area. Airports grouped by region.",,,,
"bybh-67nt",,"Onondaga County Public Facilities and Services","https://data.ny.gov/d/bybh-67nt","Onondaga County has created an interactive facilities locator that allows residents to find public locations such as parks, hospitals, and urgent care facilities.","dataset","Government & Finance","onondaga county parks,hospitals in onondaga county,urgent care facilities in onondaga county","2024-12-24T04:16:23.000","2024-12-24T04:16:13.000","https://data.ny.gov/resource/bybh-67nt.json","data.ny.gov","false",,"Onondaga County","http://www.onondagacountyparks.com/","info@ongov.net","Onondaga County Office of County Executive","Office of County Executive","info@ongov.net","Feb-13","Static - Not Updated","Countywide","County","This dataset includes County parks, but not other State, Town, or Village parks.",,,
"udt5-2ubq",,"Developers: Test API","https://data.ny.gov/d/udt5-2ubq","","dataset",,,"2018-12-18T20:36:20.000","2016-10-14T21:54:59.000","https://data.ny.gov/resource/udt5-2ubq.json","data.ny.gov","false",,,,,,,,,"Static - Not Updated",,,,,,
"xwkm-3uu9","People with Developmental Disabilities, Office for","Family Support Services Provider Agencies","https://data.ny.gov/d/xwkm-3uu9","","filter","Human Services",,"2025-01-25T05:04:29.000","2026-03-02T17:43:33.000","https://data.ny.gov/resource/xwkm-3uu9.json","data.ny.gov","true","ieqx-cqyk","New York State Office for People With Developmental Disabilities (NYS OPWDD)","http://opwdd.ny.gov/",,,,,,,,,,,,
"bwmf-ja6v","Energy Research and Development Authority","RSBS SMO: Kitchen Appliances, New York State Residential Statewide Baseline Study: Single and Multifamily Occupant Telephone or Web Survey","https://data.ny.gov/d/bwmf-ja6v","The New York State Energy Research and Development Authority (NYSERDA), in collaboration with the New York State Department of Public Service (DPS), conducted a statewide residential baseline study (study) from 2011 to 2014 of the single-family and multifamily residential housing segments, including new construction, and a broad range of energy uses and efficiency measures. This dataset includes 2,982 single-family and 379 multifamily occupant survey completes for a total of 3,361 responses. The survey involved 2,285 Web, 1,041 telephone, and 35 mini-inspection surveys. The survey collected information on the following building characteristics: building shell, kitchen appliances, heating and cooling equipment, water heating equipment, clothes washing and drying equipment, lighting, pool and spa equipment, small household appliances, miscellaneous energy consuming equipment, as well as behaviors and characteristics of respondents.

The New York State Energy Research and Development Authority (NYSERDA) offers objective information and analysis, innovative programs, technical expertise, and support to help New Yorkers increase energy efficiency, save money, use renewable energy, and reduce reliance on fossil fuels. To learn more about NYSERDA’s programs, visit https://nyserda.ny.gov or follow us on X, Facebook, YouTube, or Instagram.","filter","Energy & Environment","single-family homes,market characterization,baseline study,energy efficiency,rsbl study","2026-03-30T19:09:16.000","2015-10-29T21:27:47.000","https://data.ny.gov/resource/bwmf-ja6v.json","data.ny.gov","true","3m6x-h3qa","The New York State Energy Research and Development Authority Performance and Market Standards Group","http://www.nyserda.ny.gov/Residential-Statewide-Baseline-Study-of-New-York-State.aspx","openny@nyserda.ny.gov","New York State Energy Research and Development Authority","The New York State Energy Research and Development Authority Performance and Market Standards Group","openny@nyserda.ny.gov","2011-2014","Static - Not up","Statewide","Survey participant",,,,
"83a4-b7r2","Mental Health, Office of","BHO MH Engagement in Care: 2010-2014","https://data.ny.gov/d/83a4-b7r2","The Behavioral Health Organization (BHO) initiative oversees the transition to managed care for Medicaid recipients who receive mental health (MH) and substance use disorder (SUD) services in New York State. The metrics emphasize improving rates of timely follow-up treatment post discharge, timely filling of appropriate medication prescriptions post discharge, and reducing rates of readmission.The BHO MH Engagement in Care dataset is designed to assess the degree to which individuals discharged from mental health inpatient treatment engage in outpatient treatment post discharge where ""engagement"" is defined as receiving two or more outpatient mental health visits within thirty days of discharge and the degree to which individuals discharged from mental health inpatient treatment engage in outpatient treatment post discharge where ""engagement"" is defined as receiving four or more outpatient mental health visits within 60 days of discharge.
The year 2015 saw the conclusion of the first phase of the Behavioral Health Organization initiative
(BHO). A new Behavioral Health Managed Care Transition phase II is underway. The data contained in
the BHO metrics span 2010 to 2014, using the 2010 calendar year for a baseline. Earlier in the program
(2011‐2012) the metrics were calculated quarterly and on a year‐to‐date basis, later in (2013‐2014),
New York State Office of Mental Health opted for semi‐annual and year‐to‐date aggregations.","dataset","Human Services","acute care discharges,follow-up treatments,detoxification & rehabilitation","2019-06-10T18:02:12.000","2015-08-05T22:10:06.000","https://data.ny.gov/resource/83a4-b7r2.json","data.ny.gov","false",,"The New York State Office Of Mental Health","http://omh.ny.gov/omhweb/statistics/index.htm","Marleen.Radigan@omh.ny.gov","The New York State Office Of Mental Health","Performance, Measurement & Evaluation","Marleen.Radigan@omh.ny.gov","2010-2014","Static - Not updated","Statewide","Aggregated by region","Mental Health measures include Adult (age 21 and above) and Youth (under age 21) populations; whereas, Substance Use Disorder measures include only the Adult population (defined as age 18 and above only).",,"http://www.health.state.ny.us/",
"aqxx-gufc","Thruway Authority","E- ZPass Usage Statistics: Beginning 2008","https://data.ny.gov/d/aqxx-gufc","This data set contains the number and percentage of vehicles that used E-ZPass or Cash by year by plaza on the NYS Thruway beginning in 2008.","dataset","Transportation","transportation,highway,vehicle classification,e-zpass,interstate,nys thruway,thruway","2025-01-03T22:53:06.000","2020-09-01T16:34:41.000","https://data.ny.gov/resource/aqxx-gufc.json","data.ny.gov","false",,"NYS Thruway Authority",,"Patty.Sheahan@thruway.ny.gov","NYS Thruway Authority","NYS Thruway Authority","Patty.Sheahan@thruway.ny.gov","Beginning 2008","Annually","Statewide","Thruway exits",,,,
"78na-rqz7","Port Authority of New York and New Jersey","Shared Ride Reservations at Port Authority of NY NJ Airports: Beginning 2005","https://data.ny.gov/d/78na-rqz7","The Port Authority of New York and New Jersey quarterly produces a data file and provides information on Shared Ride (airport transportation services by authorized vehicles) reservations. Shared Ride service is defined as multiple stop “door to door” services by authorized providers.  Although both reservation and passenger number for Shared Ride are simultaneously registered at the Port Authority’s Welcome Center when an individual makes a reservation, the Port Authority’s Ground Transportation Information System (GTIS) counts reservation numbers and passenger numbers separately as one reservation can have multiple passengers. This Shared Ride Reservation dataset reflects only the Shared Ride reservations.","dataset","Transportation","airport,private bus,ground transportation,booking,reservation,shared ride,the port authority of new york & new jersey,private van","2019-06-10T18:01:45.000","2016-11-10T20:06:42.000","https://data.ny.gov/resource/78na-rqz7.json","data.ny.gov","false",,"The Port Authority of New York & New Jersey","http://www.panynj.gov/airports/ewr-taxi-car-van-service.html","RBendern@panynj.gov","Airport Access Program Unit, Aviation Department","Aviation Department","RBendern@panynj.gov","Beginning 2005 to current","Quarterly","Welcome Centers at John F. Kennedy International Airport, LaGuardia Airport, and Newark Liberty International Airport","Airport","The dataset includes only outbound Shared Ride reservations that were recorded at the Port Authority’s Ground Transportation Welcome Center.  The dataset does not reflect reservations made online, via passengers’ phones, or at the Self—Services phone counters located near the Welcome Centers. ",,"http://www.panynj.gov/airports/lga-taxi-car-van-service.html",
