Data Element Name,Preferred Physical Name,Subject Category Code,Description Text,Data Type Code,Maximum Length,Precision Number,Pattern Text,Unit of Measure,Value Domain,Business Owner Name,Data Asset Abbreviation,Data Asset Name,System Number
Aggregate Wastage Factor,AGG_WASTAGE_FACTOR,,Aggregate wastage factor for the chip seal mix design.,Decimal,3,2,,,0 - 30,HRDI,LTPP,Long-Term Pavement Performance,Single System
Aging Test,AGING_TEST,,Code for procedure used to measure aging effects.,Character,3,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Aging Test Other,AGING_TEST_OTHER,,Procedure used to measure aging effects if other than those specified.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Aging Type Code,AGING_TYPE,,Type of accelerated or field aging used in sample preparation.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Agitation Code,AGITATION,,Code indicating if agitation is recommended(1) or not recommended(2) for the liquid or silicone sealant.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Content,AIR_CONTENT,,Measured air content percentage by volume in Portland Cement Concrete mix.,Decimal,3,1,,%,20-Jan,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Content Data Source Code,AIR_CONTENT_SOURCE,,Source of air content figures.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air For Cleaning and Drying Reservior Usage Code,AIR_CLEAN_DRY_RESERVOIR,,Code indicating if air was used to clean and dry reservoir.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Lance for Reservoir Cleaning and Drying Usage Code,AIR_LANCE,,"Code indicating if a hot compressed air lance was used to clean, dry and heat reservoir.",Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Sensor Voltage 0 C,AIR_SENSOR_VOLTAGE_0C,,Air sensor voltage at 0 degrees C. (calibration data),Integer,4,0,,mV,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Sensor Voltage 100 C,AIR_SENSOR_VOLTAGE_100C,,Air sensor voltage at 100 degrees C. (calibration data),Integer,4,0,,mV,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Temperature,AIR_TEMP,,Air temperature at time maintenance treatment was applied. [AIR_TEMP_TREAT],Integer,3,0,,deg F,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Temperature High,AIR_TEMP_HIGH,,Highest air temperature observed during maintenance/repair.,Integer,3,0,,deg F,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Temperature Low,AIR_TEMP_LOW,,Lowest air temperature observed during maintenance/repair.,Integer,3,0,,deg F,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Temperature Maximum,AIR_TEMP_MAX,,Maximum air temperature during placement.,Integer,3,0,,deg F,32 - 130,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Temperature Mean,AIR_TEMP_MEAN,,Mean air temperature during placement.,Integer,3,0,,deg F,32 - 130,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Temperature Minimum,AIR_TEMP_MIN,,Minimum air temperature during placement.,Integer,3,0,,deg F,32 - 130,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Temperature Rain Time,ATEMP_RAIN_TIME,,Time when average hourly air temperature and precipitation for the last hour are recorded.,Timestamp,4,,,hhmm,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Temperature Test,AIR_TEMP_TEST,,Air temperature measured inside the FWD tower enclosure at the start of deflection test sequence at this point location.,Decimal,4,1,,deg C,"NULL, -30 - 50",HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Voids,AIR_VOIDS,,Mean calculated air voids as a percent of material volume.,Decimal,3,1,,%,> 0,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Voids Average,AIR_VOIDS_AVG,,Average calculated air voids.,Decimal,5,3,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Voids Maximum,AIR_VOIDS_MAX,,Maximum calculated air voids.,Decimal,4,2,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Voids Minimum,AIR_VOIDS_MIN,,Minimum calculated air voids.,Decimal,4,2,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Voids N Design,AIR_VOIDS_N_DES,,Percent of air voids of specimen at design number of gyrations.,Decimal,3,1,,%,10-Jan,HRDI,LTPP,Long-Term Pavement Performance,Single System
Air Voids Standard Deviation,AIR_VOIDS_STDEV,,Standard deviation of calculated air voids.,Decimal,5,3,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Snow Covered Days,SNOW_COVERED_DAYS_YR,,Number of days for which snow covered data were available for year.,Integer,3,0,,,0 - 300,HRDI,LTPP,Long-Term Pavement Performance,Single System
Analysis Plastic Limit,ANALYSIS_PLASTIC_LIMIT,,Most appropriate value of the plastic limit for analysis. Determined from interpretation of available materials testing data.,Integer,3,0,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Analysis Software Version,ANALYSIS_SOFTWARE_VER,,Name and version of analysis software used.,Character,30,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Analyst Name,ANALYST_NAME,,The name of the PADIAS film analyst.,Character,32,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Algorithm for Vehicle Classification,Algorithm_Volume,,"Blank-fill this field when unused.
Code the type of input and processing used to classify vehicles",Character,1,,,Not applicable,"A - Human observation on site (manual)
B - Human observation of vehicle image (e.g., video)
C - Automated interpretation of vehicle image or signature (e.g., video, microwave, sonic, radar)
D - Vehicle length classification
E - Axle spacing with ASTM Standard E1572
F - Axle spacing with FHWA 13 Vehicle Types
G - Axle spacing with FHWA 13 Vehicle Types (modified)
H - Other axle spacing algorithm
K - Axle spacing and weight algorithm
L - Axle spacing and vehicle length algorithm
M - Axle spacing, weight, and vehicle length algorithm
N - Axle spacing and other input(s) not specified above
R - LTPP classification algorithm (The details of this scheme can be obtained in the report Verification, Refinement, and Applicability of LTPP Classification Scheme.)
S - State specific algorithm
V - Vendor default algorithm
Z - Other means not specified above",HPPI,TMAS,Travel Monitoring Analysis System,Single System
Alkali Content Cement,ALKALI_CONTENT_CEMENT,,Alkali content of cement.,Decimal,3,1,,%,0 - 99.9,HRDI,LTPP,Long-Term Pavement Performance,Single System
All Class 9 Front Axle Weight Standard Deviation,SD_A_AX_WT_ALL_9S,,The standard deviation of the front axle weight for all vehicles in agency class 9.,Integer,6,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Average Depth of Patches,PATCH_AVG_DEPTH,,Average depth of patches.,Decimal,3,1,,in,"NULL, 0 - 24",HRDI,LTPP,Long-Term Pavement Performance,Single System
All Heavy Class 9 Front Axle Weight Standard Deviation,SD_A_AX_WT_HEAVY_9S,,"The standard deviation of the front axle weight for all agency class 9s weighing at least 60,000 lbs.",Integer,6,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Alternate Route Name,ALT_ROUTE_NAME,,"A familiar, non-numeric designation for the route.",Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Alternate Test,ALT_TEST,,Alternate test performed in place of compressive strength for partial depth PCC patches.,Character,60,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Alternate Test Age,ALT_TEST_AGE,,Age at testing of alternate strength test.,Integer,2,0,,days,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Alternate Test Load,ALT_TEST_LOAD,,Type of loading for the alternate test.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Alternate Test Strength,ALT_TEST_STRENGTH,,Measured strength if alternate strength testing occurred.,Integer,4,0,,psi,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Alternative Route Name,Alternative_Route_Name,Reference,"A familiar, non-numeric designation for a route.",Character,50,,,,,HPPI,HPMS,Highway Performance Monitoring System,Multiple Systems
Ambient Temperature,AMBIENT_TEMP,,Ambient temperature when sampled.,Integer,3,0,,deg F,40 - 120,HRDI,LTPP,Long-Term Pavement Performance,Single System
Amount Coarse Aggregate Added,AMNT_COARSE_AGG_ADDED,,Amount of new coarse aggregate added.,Integer,3,0,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Amount Fine Aggregate Added,AMNT_FINE_AGG_ADDED,,Amount of new fine aggregate added.,Integer,3,0,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Amount of Spalling Caused by Sawing Code,SPALLING_CAUSED_BY_SAW,,Code indicating amount of spalling or secondary cracking in concrete caused by sawing.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Amount of Spalling Caused by Sealant Removal Code,SPALLING_CAUSED_BY_REMOVAL,,Code indicating amount of spalling caused by joint sealant removal.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Amount Untreated Aggregate,AMOUNT_UNTREAT_AGGR,,Amount of untreated aggregate added.,Decimal,3,1,,%,0 - 99.9,HRDI,LTPP,Long-Term Pavement Performance,Single System
Amps,AMPS,,Electrical current reading between electrodes.,Decimal,8,7,,A,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Analog to Digital Converter Type,TYPE_OF_AD_CONVERTER,,Type of Analog to Digital (AD) converter used.,Character,12,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Analysis Date,ANALYSIS_DATE,,Date of PADIAS film analysis.,Date,,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Analysis Flag,ANALYSIS_FLAG,,Indicates analysis value is outside all volumetric moisture model limits.,Decimal,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Analysis Liquid Limit,ANALYSIS_LIQUID_LIMIT,,Most appropriate value of the liquid limit for analysis. Determined from interpretation of available materials testing data.,Integer,3,0,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Analysis Number 10 Passing,ANALYSIS_NO_10_PASSING,,Most appropriate value of the percent soil passing the #10 sieve for analysis. Determined from interpretation of available materials testing data.,Decimal,4,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Analysis Number 200 Passing,ANALYSIS_NO_200_PASSING,,Most appropriate value of the percent soil passing the #200 sieve for analysis. Determined from interpretation of available materials testing data.,Decimal,4,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Analysis Number 4 Passing,ANALYSIS_NO_4_PASSING,,Most appropriate value of the percent soil passing the #4 sieve for analysis. Determined from interpretation of available materials testing data.,Decimal,4,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Analysis One And Half Passing,ANALYSIS_ONE_AND_HALF_PASSING,,"Most appropriate value of the percent soil passing the 1-1/2"" sieve for analysis. Determined from interpretation of available materials testing data. NUMBER 4 1  %

ANALYSIS_ONE_HALF_PASSING ANALYSIS_ONE_HALF_PASSING   Most appropriate value of the percent soil passing the 1/2"" sieve for analysis. Determined from interpretation of available materials testing data.",Decimal,4,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Analysis One Half Passing,ANALYSIS_ONE_HALF_PASSING,,"Most appropriate value of the percent soil passing the 1/2"" sieve for analysis. Determined from interpretation of available materials testing data.",Decimal,4,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Angularity Coarse One Face,ANGULARITY_COARSE_ONE_FACE,,Coarse aggregate angularity for aggregates with one or more faces.,Decimal,4,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Angularity Coarse Two Faces,ANGULARITY_COARSE_TWO_FACES,,Coarse aggregate angularity for aggregates with two or more faces.,Decimal,4,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Angularity Fine,ANGULARITY_FINE,,Angularity for fine aggregate.,Decimal,3,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Average Daily Traffic,AADT,Traffic,Annual Average Daily Traffic (AADT) identifies the average volume of traffic for the average one day (24-hour period) during a data reporting year at a specific location or specific segment of road. (both directions & all thru lanes),Integer,8,,"""99999999""",Vehicles per day,">=0, is not null",HPPI,HPMS,Highway Performance Monitoring System,Multiple Systems
Annual Average Daily Truck Traffic,AADTT,Traffic,Annual Average Daily Truck Traffic identifies the volume of truck traffic (FHWA classes 4-13) for an  average one day (24-hour period) during a data reporting year.,Integer,8,,"""99999999""",Trucks and buses per day,">=0, is not null",HPPI,HPMS,Highway Performance Monitoring System,Multiple Systems
Annual Axle Number Count,ANNUAL_AXLE_NUMBER_ACT,,Actual number of axles from the WIM data that contributed to the estimates in the W-4 table for this axle group.,Integer,8,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Axle Number Estimated,ANNUAL_AXLE_NUMBER_EST,,Estimated annual number of axles belonging to this axle group in the LTPP  lane.,Integer,8,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Days Above 32.2 C,DAYS_ABOVE_32_C_YR,,Number of days where daily maximum air temperature is above 32.2 C for year.,Integer,3,0,,,"0 - 365, 366 in leap years",HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Days Below 0 C,DAYS_BELOW_0_C_YR,,Number of days where daily minimum air temperature is below 0 C for year.,Integer,3,0,,,"0 - 365, 366 in leap years",HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Equivalent Single Axle Load Data,ANNUAL_ESAL_DATA,,Annual ESAL estimate in the LTPP lane calculated as product of ESAL_VEHICLE_DATA_MEAN and TRUCK_VOLUME_EST.,Integer,8,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Equivalent Single Axle Load Data Average Error,ANNUAL_ESAL_DATA_AVG_ERROR,,Estimate of the average error in the data-derived ESAL estimates.,Decimal,5,2,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Estimated Trucks,ANL_EST_TRUCKS,,Estimated number of trucks for the entire year using weight and count data.,Integer,8,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Freeze Thaw,FREEZE_THAW_YR,,Number of days in the period when the air temperature goes from less than 0 degree C to greater than zero degree C; assumes minimum daily temperature occurs before maximum daily temperature.,Integer,3,0,,days,"0 - 365, 366 in leap years",HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Freeze Thaw Days,FREEZE_THAW_DAYS_YR,,Number of days used to calculate FREEZE_THAW_YR.,Integer,3,0,,,"300 - 365, 366 in leap years",HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Freezing Index,FREEZE_INDEX_YR,,Calculated freezing index for year.,Integer,4,0,,deg C degree days,0 - 5000,HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Freezing Index Days,FREEZE_INDEX_DAYS_YR,,Number of days for which temperature data were available for computing air freezing index for year.,Integer,3,0,,,"300 - 365, 366 in leap years",HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Intense Precipitation Days,INTENSE_PRECIP_DAYS_YR,,Number of days for which precipitation was greater than 12.7 mm for the year.,Integer,3,0,,,"0 - 365, 366 in leap years",HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Kesal LTPP Lane Year,ANL_KESAL_LTPP_LN_YR,,Annual ESALs in thousands in the LTPP lane.,Integer,5,0,,kESAL,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Precipitation Data Days,NUM_ANN_PRECIP_DAYS,,Number of days for which precipitation data were available for year.,Integer,3,0,,,"300 - 365, 366 in leap years",HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Relative Pavement Performance Index Factor,ANNUAL_RPPIF,,The annual value of the relative pavement performance impact factor for the axle group and vehicle class.,,,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Batch_Start,Batch_Start,,,Date,,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Annual Snowfall Days,NUM_SNOWFALL_DAYS_YR,,Number of days for which snowfall data were available for year.,Integer,3,0,,,"0 - 365, 366 in leap years",HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Total Snowfall,TOTAL_SNOWFALL_YR,,Total snowfall for year.,Integer,5,0,,mm,0 - 11000,HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Vehicle Number Contributing,ANNUAL_VEHICL_NUMBER_ACT,,Actual number of vehicles from the WIM data that contributed at least one axle to the W-4 axle distribution for this axle group.,Integer,8,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Annual Wet Days,WET_DAYS_YR,,Number of days for which precipitation was greater than 0.25 mm for year.,Integer,3,0,,,"0 - 365, 366 in leap years",HRDI,LTPP,Long-Term Pavement Performance,Single System
ANNUAL_ESAL_DATA_STDDEV_ERROR,ANNUAL_ESAL_DATA_STDDEV_ERROR,,Standard deviation of the ESAL average error estimate .,Decimal,5,2,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
ANNUAL_ESAL_W4,ANNUAL_ESAL_W4,,Annual ESAL estimate in the LTPP lane calculated as product of ESAL_VEHICLE_W4_MEAN and TRUCK_VOLUME_EST.,Integer,8,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Antenna Model Manufaturer,ANTENNA_MODEL_MAN,,Manufacturer and model of GPR antenna used,Character,25,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Antistrip Agent Amount,ANTISTRIP_AGENT_AMOUNT,,"Amount of antistripping agent used in mixture (if liquid use percent of asphalt cement weight, and if solid use percent of aggregate weight).",Decimal,3,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Antistrip Agent Type,ANTISTRIP_TYPE,,Type of antistripping agent used.,Character,200,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
