Accession,id,pi0,bins
GSE70390,GSE70390_granulocyte_denovo_mRNA_loci_variation_analysis.xls.gz,0.942262493643667,"(0.9,1]"
GSE70437,GSE70437_Differentialexp_cold_vs_control_BAT.txt.gz,0.622778498249268,"(0.6,0.7]"
GSE70623,GSE70623_SomiteSpt_NormalizedAbundanceMeasurements.txt.gz,0.919114651317946,"(0.9,1]"
GSE70665,sheet-P002_OLP-OSCC from GSE70665_processed_RNA_seq.xlsx,0.212613765329714,"(0.2,0.3]"
GSE70701,GSE70701_CP4-iv_diff.txt.gz,0.440257907888038,"(0.4,0.5]"
GSE70903,GSE70903_vascular_nonvascular.txt.gz,0.463803177873413,"(0.4,0.5]"
GSE71042,GSE71042_all_genes_annotated_ko_vs_wt.txt.gz,0.720455597880004,"(0.7,0.8]"
GSE71132,sheet-OPTM vs. COLD from GSE71132_OPTM_vs._COLD.xls.gz,0.582646951311343,"(0.5,0.6]"
GSE71185,GSE71185_CHD8_CRISPR_RNASeq_Cuffdiff_PolyA.txt.gz,0.418613469399174,"(0.4,0.5]"
GSE71189,sheet-Lot443_dates_NoFilters from GSE71189_RAW.tar,0.654362072268634,"(0.6,0.7]"
GSE71396,GSE71396_K1-ER_K1-NanER_DEGs.csv.gz,0.155909145694127,"(0.1,0.2]"
GSE71446,GSE71446_KO_PBvsWT_PB.geneid.csv.gz,0.935461848559481,"(0.9,1]"
GSE71531,GSE71531_Veh_CX_10h_EdgeR_with_counts.csv.gz,0.772549380594323,"(0.7,0.8]"
GSE71862,GSE71862_DeSeq2_MCF7_vs_MCF10A_foldchange.txt.gz,0.462339183007812,"(0.4,0.5]"
GSE71884,GSM1847174_GSM008Dzip3_peaks_FDR01.txt.gz from GSE71884_RAW.tar,0.0830776860243954,"[0,0.1]"
GSE71916,GSE71916_Expression_Cufflinks_siRbfox1_3+EGFP_compared_to_siNT+EGFP.txt.gz,0.961250651239375,"(0.9,1]"
GSE71968,GSE71968_Rat_processed_data.csv.gz,0.684676811576031,"(0.6,0.7]"
GSE72142,GSE72142_OtA0800_vs_OtA0798.txt.gz,0.260368969641581,"(0.2,0.3]"
GSE72259,GSE72259_lchit.csv.gz,0.489822502613532,"(0.4,0.5]"
GSE72275,GSE72275_ATMIN_neg_UT_24h-ATMIN_pos_UT_24h.txt.gz,0.486349384042735,"(0.4,0.5]"
GSE72316,GSE72316_X11pt3.vs.A26_alldata.csv.gz,0.334602797679958,"(0.3,0.4]"
GSE72491,GSE72491_PCBP2_KO_v_WT_DESeq_gencode.all.name.txt.gz,0.724768292367529,"(0.7,0.8]"
GSE73376,GSE73376_full_list_edgeR_annotated_DGCR8.txt.gz,0.8011301113134,"(0.8,0.9]"
GSE73845,GSE73845_RNA_GBM_Diff.txt.gz,0.356524303747122,"(0.3,0.4]"
GSE73940,GSE73940_edgeR.DeSeq2.results.gene.csv.gz,0.78788372696569,"(0.7,0.8]"
GSE74103,GSE74103_Tobacco_G1_v_WT_DESeq_refGene.all.annotated.txt.gz,0.424272633530586,"(0.4,0.5]"
GSE74113,sheet-121214_voom_limma.results_all from GSE74113_RNAseq_processed.xlsx,0.419757180100478,"(0.4,0.5]"
GSE74176,GSE74176_wt-SPL_line1-SPL_annotated.txt.gz,0.848090002471527,"(0.8,0.9]"
GSE74192,sheet-EXPRESSED from GSE74192_Table_S1.xlsx,0.415268176431864,"(0.4,0.5]"
GSE74220,GSE74220_Expression_of_Long_Non-Coding_RNAs_in_Control_and_IL1b_treated_human_chondrocytes.txt.gz,0.756798867536741,"(0.7,0.8]"
GSE74322,GSE74322_2015.02.24.HMVEC_LYvsHMVEC_BL.txt.gz,0.836148272951764,"(0.8,0.9]"
GSE74554,GSE74554_Diff_All_genes_A30_C30.csv.gz,0.379618594649496,"(0.3,0.4]"
GSE74569,sheet-SM9913-VS-SM9913_PMC.GeneDiffEx from GSE74569_Mature_pellicle_vs_planktonic.xlsx,0.0976609800284591,"[0,0.1]"
GSE74570,GSE74570_mNamptKO7m_v_WT7m_DESeq_gencode.all.name.txt.gz,0.409427809848826,"(0.4,0.5]"
GSE74918,sheet-Sheet1 from GSE74918_DESeq2_output_log2_15gperL-0gperL_.xlsx.gz,0.529710782123854,"(0.5,0.6]"
GSE74966,sheet-DEG CA1 N-C 1H from GSE74966_SuppTable2.xls.gz,0.744221594844032,"(0.7,0.8]"
GSE75236,sheet-Sheet1 from GSE75236_Processed_data-Biopsy.xlsx,0.413895692106664,"(0.4,0.5]"
GSE75238,sheet-Sheet1 from GSE75238_Processed_data-RpoE.xlsx,0.57045928605915,"(0.5,0.6]"
GSE75493,sheet-genes from GSE75493_results.genes.xlsx,0.63040769194304,"(0.6,0.7]"
GSE75505,sheet-Alone vs. Pen from GSE75505_Rockhopper_analysis_FOR_GEO.xlsx,0.162160737054981,"(0.1,0.2]"
GSE75510,GSE75510_diffExonExprZH3vsB6.txt.gz,0.958193937074067,"(0.9,1]"
GSE75575,GSE75575_AgriGO-Stage3-output.txt.gz,0.71614463498122,"(0.7,0.8]"
GSE75616,sheet-RNAseq_D0_CtrlvsKO from GSE75616_R1_Stryjewska_et_al_Suppl_Table_V_RNAseq_Pairwise.xlsx,0.484681947550876,"(0.4,0.5]"
GSE75681,GSE75681_sgf11edgeRtable.csv.gz,0.340672337250717,"(0.3,0.4]"
GSE75731,GSE75731_ckvsd119a_gene_exp_diff.txt.gz,0.494874195667034,"(0.4,0.5]"
GSE76229,GSE76229_DEGs_WT_vs_Dros1.csv.gz,0.424350151232754,"(0.4,0.5]"
GSE76338,GSE76338_WT-VS-YSJ4.GeneDiffExp.txt.gz,0.182391430293788,"(0.1,0.2]"
GSE76341,sheet-HI4320_2 vs. RCSB_2 from GSE76341_HI4320_vs_RCSB_2.xlsx,0.677618518382755,"(0.6,0.7]"
GSE76552,GSE76552_male_edgeR.diff.gz,0.926183759515433,"(0.9,1]"
GSE76566,GSE76566_TableS4B_WT_HC101A_VS_WT_DMSO.csv.gz,0.704315655706666,"(0.7,0.8]"
GSE76688,GSE76688_expr_diff.hek_vs_hacat.rnaseq.txt.gz,0.126321320803196,"(0.1,0.2]"
GSE76977,sheet-cre.vs.gfp from GSE76977_cre_vs_gfp.xls.gz,0.969148826116273,"(0.9,1]"
GSE77025,GSE77025_gene_exp.diff.gz,0.346998825395326,"(0.3,0.4]"
GSE77044,sheet-comparison2 from GSE77044_comparison2.xls.gz,0.748093016473466,"(0.7,0.8]"
GSE77596,GSE77596_htz1dHYGRad5_0-wtRad5_0.txt.gz,0.674010152459201,"(0.6,0.7]"
GSE77625,GSE77625_H3K27Ac_CD_vs_16wkHFD_gene_promoters_DESeq2_output.txt.gz,0.893379136448934,"(0.8,0.9]"
GSE77852,GSE77852_non-normalized.txt.gz,0.581308476538183,"(0.5,0.6]"
GSE77896,sheet-All.xls from GSE77896_Wt-Pdx1_het_Oc1het_double_het_comparison.xls.gz,0.591678195735247,"(0.5,0.6]"
GSE77934,GSE77934_Processed_data_EdgeR_Heliconoides_inflatus.txt.gz,0.841705545158901,"(0.8,0.9]"
GSE78007,sheet-Sheet1 from GSE78007_Data_set_1.xlsx,0.653500435499071,"(0.6,0.7]"
GSE78078,sheet-Sheet1 from GSE78078_Processed_file_murine_leukemic_blasts.xlsx,0.716025150069051,"(0.7,0.8]"
GSE78158,GSE78158_Expression_summary.csv.gz,0.59411934183617,"(0.5,0.6]"
GSE78186,sheet-Exp#3 - Dodecanol (group 1)... from GSE78186_Dodecanol_vs_Dodecane.xlsx,0.297589376860404,"(0.2,0.3]"
GSE78219,sheet-DE_results_Tom from GSE78219_DE_results.xlsx,0.471359368673614,"(0.4,0.5]"
GSE78764,GSE78764_All_sample_gene_expression_information.txt.gz,0.934927218827839,"(0.9,1]"
GSE78931,sheet-pberghei_T24_infected_vs_sporoz from GSE78931_dual_RNAseq_abundance_DEG.xlsx,0.173136984673936,"(0.1,0.2]"
GSE78972,GSE78972_SD.ctrl_vs_LD.ctrl.txt.gz,0.525115008946397,"(0.5,0.6]"
GSE79039,GSE79039_Feske_Tcon_DKO_vs_WT_norm_counts_DE_expression_all.txt.gz,0.623752141457663,"(0.6,0.7]"
GSE79143,GSE79143_SNPCountsTable.txt.gz,0.490228072373878,"(0.4,0.5]"
GSE79259,sheet-Sheet1 from GSE79259_RNA-seq_pold2.xls.gz,0.719025318495463,"(0.7,0.8]"
GSE79435,GSE79435_DESeq2_genes_diffexp_by_fc_pLN-GF_vs_pLN-SPF.csv.gz,0.887925372871027,"(0.8,0.9]"
GSE79830,GSE79830_Sp2_Wdr70del_vs_Sp1_Wt.Differential_analysis_results.txt.gz,0.825224350921707,"(0.8,0.9]"
GSE79864,GSE79864_Myc_Ribodiff.txt.gz,0.603122855643943,"(0.6,0.7]"
GSE79916,sheet-final_output_for_publication_pv from GSE79916_Dataset_S1-JUM_output_for_differential_AS_analyses_of_PSIdeltaAB_and_full-length_PSI_male_fly_heads.xls.gz,0.129753570392204,"(0.1,0.2]"
GSE79927,GSE79927_AML_norm_edgeR.txt.gz,0.829399467677833,"(0.8,0.9]"
GSE80251,sheet-AVERAGE COMPARISON from GSE80251_processed_RNA_expression_mnfyap.xlsx,0.608235571101001,"(0.6,0.7]"
GSE80264,GSE80264_Group_2_vs._Group_1_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz,0.563927306843754,"(0.5,0.6]"
GSE80349,GSE80349_results.txt.gz,0.0676491580836325,"[0,0.1]"
GSE80357,GSE80357_log_fold_change_and_FDR_values.csv.gz,0.525930602683633,"(0.5,0.6]"
GSE80382,sheet-Sheet1 from GSE80382_Day5_CPC_Baf60c_quanty_transcripts_diff_expr.xls.xlsx,0.705768730424607,"(0.7,0.8]"
GSE80412,GSE80412_non-normalized.txt.gz,0.563802195370767,"(0.5,0.6]"
GSE80596,GSE80596_Control-B-vs-COR-B.compare.txt.gz,0.259406489281507,"(0.2,0.3]"
GSE80780,GSE80780_ST8pm.tsv.gz,0.899182846892998,"(0.8,0.9]"
GSE81043,sheet-Sheet1 from GSE81043_sh109_final_unique_DESeq_InfFixed_DiffExp.xlsx.gz,0.47833442891657,"(0.4,0.5]"
GSE81128,GSE81128_DESeq2_Results.txt.gz,0.316175637515584,"(0.3,0.4]"
GSE81202,GSE81202_geneslist_H.FRvsW.90.txt.gz,0.547322698955678,"(0.5,0.6]"
GSE81237,GSE81237_DE_RNAseqseq_analysis_DESeq_TTP-AAvsTTP.csv.gz,0.558103924273844,"(0.5,0.6]"
GSE81466,sheet-NoDox12_vs_Dox12_allGenes from GSE81466_NoDox12h_vs_Dox12h.xlsx.gz,0.736772375127405,"(0.7,0.8]"
GSE81469,sheet-120628_gene.diff from GSE81469_Processed_data_for_transcriptional_profile_Sample5.6_.xlsx,0.757135850767503,"(0.7,0.8]"
GSE81489,GSE81489_all_genes_XX-WT_vs_XY-WT.txt.gz,0.558700224490953,"(0.5,0.6]"
GSE81913,sheet-4-5-2016_gran_v_iRed.csv from GSE81913_iRed_over_disGran_foldchange.xlsx.gz,0.628820108710445,"(0.6,0.7]"
GSE82013,GSE82013_RNAseq_WTWE4_nofilter.csv.gz,0.621673940327324,"(0.6,0.7]"
GSE82035,sheet-RPKM  normalization from GSE82035_HEPES-NB_processed_data.xlsx,0.141612753833006,"(0.1,0.2]"
GSE82147,GSE82147_01Jun16_fed_unfed_DE_annotated_RPKM.txt.gz,0.911725373578793,"(0.9,1]"
GSE82167,sheet-rsr-vs-rsr+MMC from GSE82167_rsr-vs-rsr+MMC.xlsx,0.718477763338049,"(0.7,0.8]"
GSE83195,GSE83195_SBS_v_Sham_DE_RawCounts_RPKM_ERCC_Annotation.csv.gz,0.457213036750314,"(0.4,0.5]"
GSE83213,GSE83213_non-normalized.txt.gz,0.457295347275548,"(0.4,0.5]"
GSE83218,GSE83218_HSC.txt.gz,0.88107094740449,"(0.8,0.9]"
GSE83341,sheet-Stanley_Spinola_RNAseq_Ngonorrh from GSE83341_Processed_data-CpxRA.xlsx.gz,0.142501125533098,"(0.1,0.2]"
GSE83368,GSE83368_edgeR_results.txt.gz,0.82736760730182,"(0.8,0.9]"
GSE83478,GSE83478_DESeq2_mrna_untreated_alternaria_05.csv.gz,0.518858290484764,"(0.5,0.6]"
GSE83498,sheet-Sheet2 from GSE83498_RNAseq_summary.xlsx,0.39583429182017,"(0.3,0.4]"
GSE83657,sheet-gsa_result_for_export.txt from GSE83657_gsa_result_for_export_final_used_for_papaer.xls.gz,0.472981545340087,"(0.4,0.5]"
GSE84188,GSE84188_masterDE_withrestim_corrected.csv.gz,0.650163072768219,"(0.6,0.7]"
GSE84209,sheet-EDGER.annot.out.txt from GSE84209_Differential_Expression_GEO.xlsx,0.725668716148818,"(0.7,0.8]"
GSE84427,GSE84427_DGE_lrgAB_vs_lrgABh.txt.gz,0.345365689447896,"(0.3,0.4]"
GSE84490,GSE84490_RPKMtable.txt.gz,0.686007991040296,"(0.6,0.7]"
GSE84737,GSE84737_Genes_filtered_DE.txt.gz,0.474167460989034,"(0.4,0.5]"
GSE85095,sheet-NC_999999_transcripts.txt from GSE85095_RNAseqFungalNetworks_forGEO.xlsx,0.364493538049662,"(0.3,0.4]"
GSE85103,GSE85103_azaVSctl.cas.DEgenes.txt.gz,0.640610112273106,"(0.6,0.7]"
GSE85107,GSM2257842_OCI-AML2_Defuse_result_file.txt.gz from GSE85107_RAW.tar,0.476439360409826,"(0.4,0.5]"
GSE85128,sheet-all_genes from GSE85128_SuppTable1_normalized_read_counts_resubmission.xls.gz,0.713813061709986,"(0.7,0.8]"
GSE85385,sheet-H3WT_DMSO_x_K27M_DMSO from GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx,0.78238655462923,"(0.7,0.8]"
GSE85461,GSE85461_foldchange_iDUX4.csv.gz,0.080558554194497,"[0,0.1]"
GSE85535,sheet-ALLResDESeq_T0_vs_IFNg_T3.xls from GSE85535_RAW.tar,0.287590328792507,"(0.2,0.3]"
GSE85657,GSE85657_processed_data.txt.gz,0.74180004263664,"(0.7,0.8]"
GSE85702,sheet-DKOxKOWT from GSE85702_DEG.xls.gz,0.513916881391436,"(0.5,0.6]"
GSE85821,GSE85821_27d_HIT_vs._27d_un-HIT_Food.txt.gz,0.636347230728467,"(0.6,0.7]"
GSE85822,GSE85822_F1_FinalProcessedData.txt.gz,0.711965243230213,"(0.7,0.8]"
GSE86086,GSE86086_Processed_data_Allgenes_LEEKT.txt.gz,0.81879565227093,"(0.8,0.9]"
GSE86203,sheet-R3vFT_DiffExp from GSE86203_Rps3TAP_comparison-DESeq.xlsx.gz,0.809525181782276,"(0.8,0.9]"
GSE86382,sheet-Ceman_MOVvsCON_1.5FC_20oct16 from GSE86382_Supplemental_Table_S2.xlsx,0.532821213042877,"(0.5,0.6]"
GSE86428,GSE86428_wt_upf2_de.txt.gz,0.547993584398412,"(0.5,0.6]"
GSE86476,sheet-edgeR from GSE86476_DESeq2_DEXUS_edgeR_results.xlsx,0.676567719679286,"(0.6,0.7]"
GSE86634,GSE86634_HS_DMEM_vs_LB.txt.gz,0.679985698872807,"(0.6,0.7]"
GSE86976,sheet-Control vs. Treatment from GSE86976_Control_vs._Treatment.xlsx,0.382859207490828,"(0.3,0.4]"
GSE86997,GSE86997_de.csv.gz,0.667892091302677,"(0.6,0.7]"
GSE87046,GSE87046_Complete_geneList_EdgeR_Zhigang.csv.gz,0.757432757678923,"(0.7,0.8]"
GSE87089,sheet-differentially expressed genes from GSE87089_Supplementary_data.xls.gz,0.287764673989588,"(0.2,0.3]"
GSE87096,GSE87096_2539382T-VS-2539382N.GeneDiffExp.txt.gz,0.287788977193904,"(0.2,0.3]"
GSE87119,GSE87119_DESeq2_RepeatCounts_Macrophages.txt.gz,0.642095673088532,"(0.6,0.7]"
GSE87167,GSE87167_all_genes.txt.gz,0.384813364047221,"(0.3,0.4]"
GSE87281,GSE87281_hiPSC_shSMN-1_vs_shCtrl_FDR0.05.sepnames.txt.gz,0.413555936812215,"(0.4,0.5]"
GSE87407,sheet-Sheet1 from GSE87407_PL.vs.SS_-_DeSeq2_-_Differential_expression_results_-_AD_09-26-2016.xlsx,0.231518969853826,"(0.2,0.3]"
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz,0.246753581274411,"(0.2,0.3]"
GSE87456,GSE87456_HypoxiaSQ20B_ExpressionData.txt.gz,0.828091983258982,"(0.8,0.9]"
GSE87495,GSE87495_results_dds_gencode22.csv.gz,0.340170652255702,"(0.3,0.4]"
GSE87525,sheet-K9acedgeRpvals-ALL from GSE87525_RNA_K4me3_K9ac_edgeRpvals-ALL.xls.gz,0.833842891127066,"(0.8,0.9]"
GSE87706,GSE87706_SM_vs_RODI.txt.gz,0.285071222517077,"(0.2,0.3]"
GSE87728,sheet-14h WT cf mtrB from GSE87728_Expression_comparison.xlsx,0.586225402590652,"(0.5,0.6]"
GSE87744,GSE87744_mm_cp2l1_rnaseq_limma.txt.gz,0.386200339418289,"(0.3,0.4]"
GSE87799,sheet-Limma_Results from GSE87799_Supplementary_Table_1.xlsx.gz,0.484915165170662,"(0.4,0.5]"
GSE87821,GSE87821_ZHBTC4.nucRNAseq.DESeq2_Results.txt.gz,0.67085905242835,"(0.6,0.7]"
GSE88735,GSE88735_genes.edgeR_results.txt.gz,0.779560494115322,"(0.7,0.8]"
GSE88830,GSE88830_genes_differential_Naive_1-LEC_d3.txt.gz,0.160772191177945,"(0.1,0.2]"
GSE88918,GSE88918_control-vs-BDE-47.compare.txt.gz,0.464848431022841,"(0.4,0.5]"
GSE88951,GSE88951_res_genes_CA.csv.gz,0.696849499465126,"(0.6,0.7]"
GSE88985,GSE88985_DEseq_WT_Rhamnose_vs_dPdr-1_Rhamnose.csv.gz,0.322557074004971,"(0.3,0.4]"
GSE89004,sheet-Group_Group1-VS-Group2_DE.annot from GSE89004_ppGpp0_vs_H78_differential_all.xls.gz,0.45253434702606,"(0.4,0.5]"
GSE89106,"sheet-S2C, AC2P36 vs DMSO pH 5.7 from GSE89106_Table_S2.xlsx",0.625438433903423,"(0.6,0.7]"
GSE89134,GSE89134_Foxo1NPDay8VsControlNPDay8.txt.gz,0.944909962921927,"(0.9,1]"
GSE89238,GSE89238_SET2_KO_DESeq2_output.txt.gz,0.83540985651447,"(0.8,0.9]"
GSE89260,GSE89260_piwi.rnaseq.repenrich.edgeR.txt.gz,0.789747293085939,"(0.7,0.8]"
GSE89511,GSE89511_diff.geneFpkm.exon.glm.LogFc.0.exc.Gapdh.RPMI8226_MCL1.txt.gz,0.892575498420038,"(0.8,0.9]"
GSE89588,sheet-hskmc_DESeq_significant from GSE89588_SupplementalTable_S4.xlsx.gz,0.239529019124731,"(0.2,0.3]"
GSE89700,sheet-EdgeR_Results from GSE89700_DE.MCF7_T47D.comparison.xls.gz,0.612717614733985,"(0.6,0.7]"
GSE89773,GSE89773_combined_expression_table.txt.gz,0.504052399172643,"(0.5,0.6]"
GSE89863,GSE89863_edgeR_output.txt.gz,0.688742168390644,"(0.6,0.7]"
GSE89888,GSE89888_resVeh_WTvY537S_MCF7.csv.gz,0.575096575498953,"(0.5,0.6]"
GSE89940,GSE89940_polyA_DoubleKO_vs_Parental_edgeR.txt.gz,0.420842637070167,"(0.4,0.5]"
GSE89942,GSE89942_wholeT.FH_WT_vs_Parental.edgeR.txt.gz,0.502684325720535,"(0.5,0.6]"
GSE89964,GSE89964_brpT_WTanalysis.txt.gz,0.135135029909309,"(0.1,0.2]"
GSE90021,GSE90021_ssx_0351-VS-WT.txt.gz,0.605085346668856,"(0.6,0.7]"
GSE90519,GSE90519_control-vs-prpf8-sleuth.csv.gz,0.468685482389249,"(0.4,0.5]"
GSE90712,GSE90712_Thy1_positive_E_Cad_positive_vs_Thy1_positive_E_Cad_negative.DESeq2_Results.tsv.gz,0.607040141472053,"(0.6,0.7]"
GSE90744,GSE90744_LyGvsLY_glmEdgR.txt.gz,0.829090764955175,"(0.8,0.9]"
GSE90781,GSE90781_H1299.shYEATS2-shCtrl.edgeR.txt.gz,0.368334448311728,"(0.3,0.4]"
GSE90817,GSE90817_DESeq2_0CUT_cu00ce25vscu10ce25_001.csv.gz,0.288748004045952,"(0.2,0.3]"
GSE90906,GSE90906_RNAseq.limma.NPC-WT.tab.gz,0.10716511470826,"(0.1,0.2]"
GSE90977,sheet-120 dpi from GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz,0.536526288550828,"(0.5,0.6]"
GSE91187,sheet-Sheet1 from GSE91187_macrophage_edgeR_tgw_rslt.xlsx.gz,0.780012711908158,"(0.7,0.8]"
GSE91388,GSE91388_DESeq2_output.txt.gz,0.45777024326148,"(0.4,0.5]"
GSE92506,GSE92506_DEseq2_wholeTable.txt.gz,0.644456770111848,"(0.6,0.7]"
GSE93000,GSE93000_NZ_CP009706_transcripts.txt.gz,0.443736063315923,"(0.4,0.5]"
GSE93056,GSE93056_MadC_L_vs_MadC_D.txt.gz,0.697561570338067,"(0.6,0.7]"
GSE93279,GSE93279_DEA_results.txt.gz,0.729772552029247,"(0.7,0.8]"
GSE93318,GSE93318_Deseq2_OHTvsCtl.txt.gz,0.981870640519462,"(0.9,1]"
GSE93352,GSE93352_non-normalized.txt.gz,0.545079723040148,"(0.5,0.6]"
GSE93386,GSE93386_CART_AML_results.txt.gz,0.796066108890349,"(0.7,0.8]"
GSE93547,GSE93547_LMvsWTM_cleaned_deseq2.csv.gz,0.512861376681092,"(0.5,0.6]"
GSE93574,GSE93574_res_dds_LEKU_vs_LE.csv.gz,0.572087011972366,"(0.5,0.6]"
GSE93614,GSE93614_Air_Eth_Results.txt.gz,0.694781068266982,"(0.6,0.7]"
GSE93670,GSE93670_DESeq2_genes_diffexp_by_fc_mLN_iFRC_vs_pLN_iFRC.csv.gz,0.5458863801321,"(0.5,0.6]"
GSE93672,GSE93672_protein_coding_differential_expression_PSCvs293.txt.gz,0.726820749480716,"(0.7,0.8]"
GSE93681,GSE93681_IRF2.sgRNA_vs_Control.sgRNA.txt.gz,0.774014334436734,"(0.7,0.8]"
GSE93684,GSE93684_S1-1A-vs-R1-1A.compare.txt.gz,0.303091023704182,"(0.3,0.4]"
GSE93758,sheet-Sheet1 from GSE93758_CountData_AllGenes.xlsx,0.191709503207976,"(0.1,0.2]"
GSE93827,GSE93827_LMP1_2a_vs_GFP.txt.gz,0.50767637249165,"(0.5,0.6]"
GSE93877,GSE93877_NB4_RNASeq_DMSO.txt.gz,0.95034763228423,"(0.9,1]"
GSE94036,GSE94036_PR_EPC_vs_EPC.txt.gz,0.50412094608516,"(0.5,0.6]"
GSE94335,GSE94335_Differential_expression_BUD_vs_vehicle_asthma.txt.gz,0.898906507285949,"(0.8,0.9]"
GSE94394,sheet-E12R027_exactTest from GSE94394_E12R027_genelists.xlsx,0.777016505249412,"(0.7,0.8]"
GSE94442,GSE94442_edgeR_BR_all.txt.gz,0.426140325257502,"(0.4,0.5]"
GSE94512,GSE94512_NaPi_vs_Lys.txt.gz,0.988849646817198,"(0.9,1]"
GSE94666,sheet-genes from GSE94666_Lobosphaera_incisa_Transcriptome_Differential_Analysis_pairwise.xls.gz,0.611258319891095,"(0.6,0.7]"
GSE94680,sheet-Sheet1 from GSE94680_Lmnb1_MLE12_RNA_seq_DEseq2_diffe_expression.xlsx,0.779529480830039,"(0.7,0.8]"
GSE94690,GSE94690_merged_IP_data_all_IPs.txt.gz,0.239341215345627,"(0.2,0.3]"
GSE94768,sheet-AllData from GSE94768_AllData_160921_RNASeq_Martin_Results.xlsx,0.852624938378959,"(0.8,0.9]"
GSE94832,sheet-Sheet1 from GSE94832_Differential_Analysis.xlsx,0.690189343041921,"(0.6,0.7]"
GSE94842,GSE94842_RNA-DEseq-CtlvsSham.txt.gz,0.90654702727451,"(0.9,1]"
GSE94947,GSE94947_WT_L5_EdgeR.txt.gz,0.737465236552222,"(0.7,0.8]"
GSE94969,sheet-Tapping_AllResults_21dec15 from GSE94969_RNA-Seq_Normalized_Results.xlsx,0.237971513716233,"(0.2,0.3]"
GSE95008,GSE95008_DifferentialExpression_edgeR_control_VS_PKAdKO.txt.gz,0.893817141500446,"(0.8,0.9]"
GSE95353,GSE95353_SL_SEQ_LOGSTAT_DESEQ2.txt.gz,0.390920942841102,"(0.3,0.4]"
GSE95555,GSE95555_NMvsWTM_cleaned_deseq2.csv.gz,0.594269813977618,"(0.5,0.6]"
GSE95687,GSE95687_sleuthResults.txt.gz,0.952741706842685,"(0.9,1]"
GSE95773,"sheet-S2C, All genes, 24 hr from GSE95773_Table_S2_24h.xlsx.gz",0.36391693776697,"(0.3,0.4]"
GSE96059,GSE96059_R1_bowtie.RSEM.DESeq2_gene.diffexpr.txt.gz,0.740436554003649,"(0.7,0.8]"
GSE96547,GSE96547_ZFU2_genes.txt.gz,0.944966303206634,"(0.9,1]"
GSE96626,sheet-Diff expression trt vs veh from GSE96626_DE_TrtVsVeh.xlsx,0.891562139347969,"(0.8,0.9]"
GSE96725,sheet-All contigs from GSE96725_SuppFile1.xls.gz,0.357384802762131,"(0.3,0.4]"
GSE96922,GSE96922_dm3.nuc.DESeq2.diff.gz,0.294940105742866,"(0.2,0.3]"
GSE96931,sheet-453 lncRNAs RPKM>1 from GSE96931_Sup_table_1_PDA-lncRNAs.xlsx,0.406320483986157,"(0.4,0.5]"
GSE96960,GSE96960_DESeq2_genes_diffexp_by_fc_iTregs_plusVitC_vs_iTregs_negVitC.csv.gz,0.820044163473468,"(0.8,0.9]"
GSE96965,sheet-FC_1 hour tomatidine treatement from GSE96965_1hour_tomatidine_treatment.xlsx,0.886719720042808,"(0.8,0.9]"
GSE96966,sheet-RFP-vs-T7d.xls from GSE96966_melanoma_RNAseq_McSC_SCtumor.xlsx,0.625822049973463,"(0.6,0.7]"
GSE96999,GSE96999_DESeq2_miseq_output.txt.gz,0.259403663648777,"(0.2,0.3]"
GSE97016,GSE97016_CarbMonoxide_vs_Control.txt.gz,0.88246047905391,"(0.8,0.9]"
GSE97060,GSE97060_122KOMouse_SleuthOutput.txt.gz,0.565909590649923,"(0.5,0.6]"
GSE97115,sheet-Sheet1 from GSE97115_RNAseq.EdgeR.xlsx.gz,0.639008520536765,"(0.6,0.7]"
GSE97218,GSE97218_SK36-treated-vs-Untreated-SK36.txt.gz,0.185118540644783,"(0.1,0.2]"
GSE97234,sheet-all_gene_DE_results from GSE97234_all_gene_DE_results_AHvsControl.xlsx,0.170996462848319,"(0.1,0.2]"
GSE97322,GSE97322_11900_Mature_pellicle_vs_planktonic.txt.gz,0.205277976970501,"(0.2,0.3]"
GSE97345,GSE97345_Cassette_NrdRap_diffexp.txt.gz,0.60461000131992,"(0.6,0.7]"
GSE97352,GSE97352_RNAseq.clone2.result.in_dasatinib-resistant_for_GEO.txt.gz,0.445604979014571,"(0.4,0.5]"
GSE97357,GSE97357_SK36-treated-vs-Untreated-SK36.txt.gz,0.237016112495446,"(0.2,0.3]"
GSE97435,GSE97435_JURKAT_DMSO_vs_USP7i9.htseq.edgeR.txt.gz,0.70630322612738194,"(0.7,0.8]"
GSE97462,GSE97462_pro-B.edgeR.txt.gz,0.802120214563107,"(0.8,0.9]"
GSE97786,GSE97786_TP_NextSeq-rheMac8-ncbi_edgeR-exactTest.txt.gz,0.796031696249009,"(0.7,0.8]"
GSE97789,sheet-27Oct16_C_v_M_DE_Annotated from GSE97789_27Oct16_C_v_M_DE_Annotated.xlsx,0.866191086121724,"(0.8,0.9]"
GSE98060,GSE98060_Diff_regulated_genes.txt.gz,0.282453032262946,"(0.2,0.3]"
GSE98091,GSE98091_siHOTAIR-vs-siNC.diff.txt.gz,0.661178921623539,"(0.6,0.7]"
GSE98196,GSE98196_Sf9-vs-ASO.compare.xls.gz,0.499778386183942,"(0.4,0.5]"
