Model,Bio_term,Title,Link,Citations,Year
random forest,bioinformatics,Robustness of Random Forest-based gene selection methods,https://link.springer.com/article/10.1186/1471-2105-15-8,278,2014
random forest,bioinformatics,An Integrated Data Analysis Using Bioinformatics and Random Forest to Predict Prognosis of Patients with Squamous Cell Carcinoma,https://ieeexplore.ieee.org/abstract/document/10506496/,NA,2024
random forest,bioinformatics,Gene selection and classification of microarray data using random forest,https://link.springer.com/article/10.1186/1471-2105-7-3,3498,2006
random forest,bioinformatics,"MetalExplorer, a bioinformatics tool for the improved prediction of eight types of metal-binding sites using a random forest algorithm with two-step feature selection",https://www.ingentaconnect.com/content/ben/cbio/2017/00000012/00000006/art00003,20,2017
random forest,bioinformatics,A new approach for interpreting random forest models and its application to the biology of ageing,https://academic.oup.com/bioinformatics/article-abstract/34/14/2449/4866010,63,2018
random forest,bioinformatics,Structure-based prediction of protein–peptide binding regions using Random Forest,https://academic.oup.com/bioinformatics/article-abstract/34/3/477/4237510,69,2018
random forest,bioinformatics,"Random forest Gini importance favours SNPs with large minor allele frequency: impact, sources and recommendations",https://academic.oup.com/bib/article-abstract/13/3/292/245896,148,2012
random forest,bioinformatics,t-Tree and t-Forest: Decision Tree and Random Forest Algorithms Including the Relevance Factor with Applications in Bioinformatics,https://ieeexplore.ieee.org/abstract/document/8983065/,2,2019
random forest,bioinformatics,"Random forest of perfect trees: concept, performance, applications and perspectives",https://academic.oup.com/bioinformatics/article-abstract/37/15/2165/6125385,27,2021
random forest,bioinformatics,Alterations to the bootstrapping process within random forest: A case study on imbalanced bioinformatics data,https://ieeexplore.ieee.org/abstract/document/7300997/,8,2015
random forest,bioinformatics,Improving protein fold recognition by random forest,https://link.springer.com/article/10.1186/1471-2105-15-S11-S14,65,2014
random forest,bioinformatics,"Bias in random forest variable importance measures: Illustrations, sources and a solution",https://link.springer.com/article/10.1186/1471-2105-8-25,3738,2007
gradient boosted trees,bioinformatics,Inferring gene regulatory networks of metabolic enzymes using gradient boosted trees,https://ieeexplore.ieee.org/abstract/document/8781833/,7,2019
gradient boosted trees,bioinformatics,Boost-R: Gradient boosted trees for recurrence data,https://www.tandfonline.com/doi/abs/10.1080/00224065.2021.1948373,2,2021
gradient boosted trees,bioinformatics,A data driven model for predicting RNA-protein interactions based on gradient boosting machine,https://www.nature.com/articles/s41598-018-27814-2,19,2018
gradient boosted trees,bioinformatics,Phosphorylation site prediction using gradient tree boosting,https://scik.org/index.php/cmbn/article/view/4653,9,2020
gradient boosted trees,bioinformatics,Data-driven advice for interpreting local and global model predictions in bioinformatics problems,https://arxiv.org/abs/2108.06201,1,2021
gradient boosted trees,bioinformatics,Accurate prediction of functional effects for variants by combining gradient tree boosting with optimal neighborhood properties,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0179314,46,2017
gradient boosted trees,bioinformatics,Gradient Boosted Trees on Transcriptomics: Diagnosis of Acute Myeloid Leukaemia,https://pergamos.lib.uoa.gr/uoa/dl/object/2963114/file.pdf,NA,NA
gradient boosted trees,bioinformatics,Deep neural network and extreme gradient boosting based Hybrid classifier for improved prediction of Protein-Protein interaction,https://ieeexplore.ieee.org/abstract/document/9361297/,31,2021
gradient boosted trees,bioinformatics,Diabetics Patients Analysis Using Deep Learning and Gradient Boosted Trees,https://ieeexplore.ieee.org/abstract/document/9441088/,4,2021
gradient boosted trees,bioinformatics,Gradient Boosting over Linguistic-Pattern-Structured Trees for Learning Protein–Protein Interaction in the Biomedical Literature,https://www.mdpi.com/2076-3417/12/20/10199,NA,2022
gradient boosted trees,bioinformatics,Building diverse and optimized ensembles of gradient boosted trees for high-dimensional data,https://ieeexplore.ieee.org/abstract/document/7175758/,3,2014
gradient boosted trees,bioinformatics,A CBR framework with gradient boosting based feature selection for lung cancer subtype classification,https://www.sciencedirect.com/science/article/pii/S0010482517301324,60,2017
gradient boosted trees,bioinformatics,Polygenic risk prediction using gradient boosted trees captures non-linear genetic effects and allele interactions in complex phenotypes,https://www.medrxiv.org/content/10.1101/2021.07.09.21260288.abstract,1,2021
gradient boosted trees,bioinformatics,Identification of Predictors of Mood Disorder Misdiagnosis and Subsequent Help-Seeking Behavior in Individuals With Depressive Symptoms: Gradient …,https://mental.jmir.org/2024/1/e50738,1,2024
gradient boosted trees,bioinformatics,iBLP: an XGBoost-based predictor for identifying bioluminescent proteins,https://www.hindawi.com/journals/cmmm/2021/6664362/,75,2021
gradient boosted trees,bioinformatics,Genomic basis of seed colour in quinoa inferred from variant patterns using extreme gradient boosting,https://onlinelibrary.wiley.com/doi/abs/10.1111/pbi.14267,NA,2024
gradient boosted trees,bioinformatics,A Supervised Co-complex Probability Weighting of Yeast Composite Protein Networks using Gradient-boosted Trees for Protein Complex Detection,https://www.atlantis-press.com/proceedings/wctp-23/125998954,NA,2024
gradient boosted trees,bioinformatics,Investigating random undersampling and feature selection on bioinformatics big data,https://ieeexplore.ieee.org/abstract/document/8848245/,44,2019
gradient boosted trees,bioinformatics,Tree based models for classification of membrane and secreted proteins in heart,https://link.springer.com/article/10.1007/s42485-024-00131-1,NA,2024
gradient boosted trees,bioinformatics,Random Forest and Gradient Boosted Trees for Patient Individualized Contrast Agent Dose Reduction in CT Angiography,https://ebooks.iospress.nl/pdf/doi/10.3233/SHTI230316,NA,2023
support vector machine,bioinformatics,Support vector machine applications in bioinformatics.,https://europepmc.org/article/med/15130823,411,2003
support vector machine,bioinformatics,Support vector machine classification on the web,https://academic.oup.com/bioinformatics/article-abstract/20/4/586/192656,165,2004
support vector machine,bioinformatics,"Study comparison backpropogation, support vector machine, and extreme learning machine for bioinformatics data",https://core.ac.uk/download/pdf/296599017.pdf,16,2015
support vector machine,bioinformatics,Support vector machines in bioinformatics,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b873c7a9b7408f3f88b78ab5f511cf166b4eec17,31,2001
support vector machine,bioinformatics,Support vector machines: A robust prediction method with applications in bioinformatics,https://www.sciencedirect.com/science/article/pii/S0169716119300616,12,2020
support vector machine,bioinformatics,Biological applications of support vector machines,https://academic.oup.com/bib/article-abstract/5/4/328/265877,246,2004
support vector machine,bioinformatics,Support vector machine approach for protein subcellular localization prediction,https://academic.oup.com/bioinformatics/article-abstract/17/8/721/234864,1141,2001
support vector machine,bioinformatics,Support vector machine learning from heterogeneous data: an empirical analysis using protein sequence and structure,https://academic.oup.com/bioinformatics/article-abstract/22/22/2753/197460,148,2006
support vector machine,bioinformatics,Bio-support vector machines for computational proteomics,https://academic.oup.com/bioinformatics/article-abstract/20/5/735/213954,110,2004
support vector machine,bioinformatics,Support vector machine,http://www.asnugroho.net/papers/ikcsvm.pdf,199,2003
support vector machine,bioinformatics,Prediction of catalytic residues using Support Vector Machine with selected protein sequence and structural properties,https://link.springer.com/article/10.1186/1471-2105-7-312,162,2006
support vector machine,bioinformatics,miTarget: microRNA target gene prediction using a support vector machine,https://link.springer.com/article/10.1186/1471-2105-7-411,291,2006
support vector machine,bioinformatics,Application of support vector machines in bioinformatics,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=4ffc95a15ab1168e038f0b6c9c521c942080730e,71,2002
support vector machine,bioinformatics,Predicting human microRNA-disease associations based on support vector machine,https://www.inderscienceonline.com/doi/abs/10.1504/IJDMB.2013.056078,248,2013
support vector machine,bioinformatics,Recognition of Protein Network for Bioinformatics Knowledge Analysis Using Support Vector Machine,https://www.hindawi.com/journals/bmri/2022/2273648/,2,2022
support vector machine,bioinformatics,Support vector machine-based classification of protein folds using the structural properties of amino acid residues and amino acid residue pairs,https://academic.oup.com/bioinformatics/article-abstract/23/24/3320/1745716,127,2007
support vector machine,bioinformatics,A review on support vector machine for data classification,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=d683a971524a0d76382ce335321b4b8189bc8299,255,2012
support vector machine,bioinformatics,SVMQA: support–vector-machine-based protein single-model quality assessment,https://academic.oup.com/bioinformatics/article-abstract/33/16/2496/3611273,142,2017
support vector machine,bioinformatics,Classification of protein quaternary structure with support vector machine,https://academic.oup.com/bioinformatics/article-abstract/19/18/2390/194405,111,2003
