id,GSE,Species,Entity,Technology,Type,Samples,Disease,DOLink,Dsetlink,Datapath,DataAnnot
74,SRP026042,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",84,psoriasis,disease-ontology.org/term/DOID%3A8893,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP026042,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP026042.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP026042_Annot.csv"
75,SRP026126,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",418,"sequencing quality control",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP026126,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP026126.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP026126_Annot.csv"
76,SRP026537,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",64,"breast cancer",disease-ontology.org/term/DOID%3A1612,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP026537,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP026537.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP026537_Annot.csv"
77,SRP027358,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",135,"hematopoietic stem cells",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP027358,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP027358.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP027358_Annot.csv"
78,SRP027383,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",270,glioma,,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP027383,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP027383.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP027383_Annot.csv"
79,SRP027589,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",42,"breast cancer",disease-ontology.org/term/DOID%3A1612,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP027589,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP027589.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP027589_Annot.csv"
80,SRP028155,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",72,"small interfering rna",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP028155,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028155.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028155_Annot.csv"
81,SRP028170,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",48,"transcription elongation",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP028170,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028170.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028170_Annot.csv"
82,SRP028291,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",77,"adrenal carcinoma",disease-ontology.org/term/DOID%3A3950,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP028291,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028291.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028291_Annot.csv"
83,SRP028301,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",62,"single cell rna-seq",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP028301,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028301.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028301_Annot.csv"
84,SRP028336,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",60,"brain tissue",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP028336,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028336.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028336_Annot.csv"
85,SRP028594,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",54,"acute myeloid leukemia",disease-ontology.org/term/DOID%3A9119,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP028594,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028594.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP028594_Annot.csv"
86,SRP029262,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",88,"glucose metabolism",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP029262,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP029262.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP029262_Annot.csv"
87,SRP029341,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",154,"targeted locus",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP029341,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP029341.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP029341_Annot.csv"
88,SRP029880,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",54,"colorectal cancer",disease-ontology.org/term/DOID%3A9256,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP029880,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP029880.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP029880_Annot.csv"
89,SRP030617,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",112,"sequencing quality control-sc",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP030617,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP030617.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP030617_Annot.csv"
90,SRP032775,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",231,malaria,disease-ontology.org/term/DOID%3A12365,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP032775,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP032775.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP032775_Annot.csv"
91,SRP033135,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",383,"cell differentiation-sc",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP033135,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033135.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033135_Annot.csv"
92,SRP033248,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",68,"oral squamous cell carcinoma",disease-ontology.org/term/DOID%3A0050866,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP033248,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033248.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033248_Annot.csv"
93,SRP033266,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",144,"acute myeloid leukemia",disease-ontology.org/term/DOID%3A9119,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP033266,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033266.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033266_Annot.csv"
94,SRP033393,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",73,"lymphoblastoid cell lines",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP033393,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033393.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033393_Annot.csv"
95,SRP033566,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",185,cardiomyopathy,disease-ontology.org/term/DOID%3A0050700,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP033566,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033566.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033566_Annot.csv"
96,SRP033725,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",61,"bipolar disorder",disease-ontology.org/term/DOID%3A3312,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP033725,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033725.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP033725_Annot.csv"
97,SRP034712,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",52,"adipose cell differentiation",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP034712,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP034712.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP034712_Annot.csv"
98,SRP034732,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",45,"globin depletion",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP034732,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP034732.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP034732_Annot.csv"
99,SRP035599,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",45,"diverse populations",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP035599,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP035599.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP035599_Annot.csv"
100,SRP035988,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",178,psoriasis,disease-ontology.org/term/DOID%3A8893,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP035988,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP035988.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP035988_Annot.csv"
101,SRP036821,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",45,sarcoma,disease-ontology.org/term/DOID%3A1115,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP036821,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP036821.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP036821_Annot.csv"
102,SRP036848,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",105,"prostate cancer",disease-ontology.org/term/DOID%3A10283,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP036848,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP036848.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP036848_Annot.csv"
103,SRP037775,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",63,"breast cancer",disease-ontology.org/term/DOID%3A1612,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP037775,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP037775.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP037775_Annot.csv"
104,SRP037778,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",46,obesity,disease-ontology.org/term/DOID%3A9970,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP037778,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP037778.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP037778_Annot.csv"
105,SRP039077,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",60,"inflammatory and immune response",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP039077,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP039077.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP039077_Annot.csv"
106,SRP039397,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",55,"embryonic stem cells",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP039397,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP039397.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP039397_Annot.csv"
107,SRP040070,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",131,"respiratory syndrome",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP040070,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP040070.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP040070_Annot.csv"
108,SRP040288,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",96,"k562 single cell rna-seq",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP040288,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP040288.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP040288_Annot.csv"
109,SRP040472,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",285,"bacterial infection",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP040472,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP040472.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP040472_Annot.csv"
110,SRP040547,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",200,"parasite infection",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP040547,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP040547.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP040547_Annot.csv"
111,SRP040998,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",42,"hepatocellular carcinoma",disease-ontology.org/term/DOID%3A684,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP040998,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP040998.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP040998_Annot.csv"
112,SRP041036,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",60,"multiple myeloma",disease-ontology.org/term/DOID%3A9538,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP041036,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041036.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041036_Annot.csv"
113,SRP041162,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",45,"vorinostat response",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP041162,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041162.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041162_Annot.csv"
114,SRP041179,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",43,"human cortical development",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP041179,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041179.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041179_Annot.csv"
115,SRP041298,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",48,"circadian rhythm",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP041298,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041298.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041298_Annot.csv"
116,SRP041471,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",313,"cervical cancer",disease-ontology.org/term/DOID%3A4362,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP041471,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041471.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041471_Annot.csv"
117,SRP041538,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",187,"chronic obstructive pulmonary disease",disease-ontology.org/term/DOID%3A3083,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP041538,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041538.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041538_Annot.csv"
118,SRP041675,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",143,"hematopoietic stem cells",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP041675,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041675.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041675_Annot.csv"
119,SRP041736,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",694,"human cortical development-sc",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP041736,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041736.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041736_Annot.csv"
120,SRP041751,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",54,"induced pluripotency",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP041751,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041751.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041751_Annot.csv"
121,SRP041826,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",40,"inflammatory disease",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP041826,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041826.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041826_Annot.csv"
122,SRP041885,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",53,"hematopoietic stem cell transplantation",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP041885,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041885.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041885_Annot.csv"
123,SRP041955,"Homo sapiens","Gene expression",GPL11154,"expression profiling by high throughput sequencing",40,"transcript degradation",,https://trace.ncbi.nlm.nih.gov/Traces/sra/?study=SRP041955,"http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041955.csv","http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP041955_Annot.csv"
