Accession,id,Class,log10_n_pvalues,anticons
GSE104609,GSE104609_ICC8261_SAM_RNAseq_RRBS_DESeq2.csv.gz,other,4.384299639308384,all other classes
GSE104744,GSE104744_CD8_isoform_exp.diff.gz,conservative,5.536963510959091,all other classes
GSE104797,GSE104797_Pkd1_KO_vs_WT.csv.gz,other,4.255802985353698,all other classes
GSE104842,GSE104842_gene_exp.diff.gz,bimodal,4.844178845332506,all other classes
GSE104850,GSE104850_miRNA_DEseq2_result.csv.gz,other,3.315970345456918,all other classes
GSE104868,GSE104868_Cuffdiff_Col-0+NF_gun1-1+NF.tabular.txt.gz,bimodal,4.809425028797034,all other classes
GSE104872,sheet-2h_all_genes from GSE104872_Papachristou_et.al_mRNAseq_result_file.xlsx.gz,anti-conservative,4.439158941284675,anti-conservative
GSE104906,GSE104906_Differentially_expressed_genes_females_3wks.txt.gz,other,4.2456853642332355,all other classes
GSE104914,GSE104914_Ileum_CHD_peptide.csv.gz,other,4.432680733753522,all other classes
GSE104920,GSE104920_BMDM_vs_Resident_Fold.txt.gz,anti-conservative,4.226135722473645,anti-conservative
GSE104926,sheet-control vs esophagitis from GSE104926_All_exosomal_lncRNAs_RPKMs.xls.gz,other,4.486175353339632,all other classes
GSE104943,GSE104943_PL-VTA_deseq_result.csv.gz,other,4.354223723264851,all other classes
GSE104944,GSE104944_gene_exp_PAX2si_vs_Ctrlsi.diff.gz,bimodal,4.443935427422424,all other classes
GSE104946,GSM2810604_Boldine.txt.gz from GSE104946_RAW.tar,other,3.623766000133931,all other classes
GSE104976,sheet-rRNA_rem_trim_rmdup from GSE104976_SVI_SRSF2_RNAseq_LinNeg_cKitPos_eYFPPos_differential_expression_supplementary.xlsx,anti-conservative,4.1893780058420305,anti-conservative
GSE104990,GSE104990_DEG_DESEQ2_MM10_BACHDCON_BACHDFOXP2.txt.gz,other,4.271493102185657,all other classes
GSE105042,GSE105042_Treat_vs_control_diff.txt.gz,other,4.2552725051033065,all other classes
GSE105051,GSE105051_ATAC-seq_isochores_f4_processed_data.txt.gz,conservative,3.7858990283843834,all other classes
GSE105064,GSE105064_Treat_vs_control_diff.txt.gz,other,4.38363586836188,all other classes
GSE105068,GSE105068_deseq_WT_versus_KO_lung_all_genes.txt.gz,other,4.311266330288116,all other classes
GSE105121,GSE105121_fold_change.csv.gz,other,3.8848519827459977,all other classes
GSE105128,GSE105128_result.txt.gz,other,4.2152144290872275,all other classes
GSE105169,GSE105169_ChrRNAseq_gene_exp.diff.gz,bimodal,4.419592308299585,all other classes
GSE105170,GSE105170_PDS_WT_vs_KO_gene_exp.diff.gz,bimodal,4.419592308299585,all other classes
GSE105173,GSE105173_RNAseq_gene_exp.diff.gz,bimodal,4.419592308299585,all other classes
GSE105406,GSE105406_DE_ResALL_PTCD1_control.csv.gz,other,4.359399072180887,all other classes
GSE105436,GSE105436_ICE1_NS_sleuth_table.csv.gz,anti-conservative,4.649821463224566,anti-conservative
GSE105767,GSE105767_diffexpr-results.csv.gz,other,4.382881167181435,all other classes
GSE105769,GSE105769_WT-VS-DLTpcrS.GeneDiffExp.txt.gz,anti-conservative,3.6241789257480224,anti-conservative
GSE105770,GSM2827717_HPT.DESeq2.tsv.gz from GSE105770_RAW.tar,other,3.7599698575543075,all other classes
GSE105788,GSE105788_WBvsNW_AP_isoform.txt.gz,bimodal,4.538259460342165,all other classes
GSE105789,GSE105789_F4-80negvsCD301bMphage_isoform.txt.gz,bimodal,4.538259460342165,all other classes
GSE105790,GSE105790_Young_vs_Aged_gene_exp.txt.gz,bimodal,5.8142156219550625,all other classes
GSE106093,GSE106093_DESeq2_6-8h_Pros.csv.gz,anti-conservative,4.039770926931579,anti-conservative
GSE106165,sheet-Warm-TRPM2-sh1_case_vs_Warm-Con from GSE106165_Warm-TRPM2-KD_case_vs_Warm-Control_ctrl.all.anno.xls.gz,conservative,4.206906792930864,all other classes
GSE106171,GSE106171_NC_999999_transcripts.txt.gz,other,3.611298362296429,all other classes
GSE106187,GSE106187_CAGRF15355-On.vs.Off-all_genes.txt.gz,anti-conservative,3.269512944217916,anti-conservative
GSE106192,GSE106192_deseq2.H3.3-K9R.over.WT.csv.gz,anti-conservative,4.295193115885859,anti-conservative
GSE106223,GSE106223_gene_exp.diff.gz,bimodal,5.9729411592532635,all other classes
GSE106259,GSE106259_gene_exp.txt.gz,bimodal,4.368324081979958,all other classes
GSE106290,GSE106290_PTF1a_RNASEQ.txt.gz,anti-conservative,4.147769046260147,anti-conservative
GSE106294,GSE106294_Complete_geneList.csv.gz,other,4.366478991608594,all other classes
GSE106296,GSE106296_processed_data.txt.gz,anti-conservative,3.629511534200453,anti-conservative
GSE106335,sheet-All-output from GSE106335_All-output.xlsx,other,4.37278316770235,all other classes
GSE106339,sheet-GOATKvsWT without 1139 and 1120 from GSE106339_CAGRF11628_GOATKOvsWT_NoOutliers.xlsx,anti-conservative,4.16354896490181,anti-conservative
GSE106342,sheet-Cuffdiff from GSE106342_Cuffdiff_gene_differential_expression_testing.xlsx,conservative,4.540679772830644,all other classes
GSE106361,GSE106361_Apicidin_vs_control.txt.gz,other,4.214260866777542,all other classes
GSE106365,GSE106365_S3.L7vsControl.DEG_GO_enrichment_result_all.txt.gz,anti-conservative,3.6918768225593315,anti-conservative
GSE106371,GSE106371_SupplementalTableS1_counts.txt.gz,anti-conservative,4.099991233544684,anti-conservative
GSE106378,GSE106378_shNTvsshP2_Genes_DE_results.tsv.gz,bimodal,4.175772659601535,all other classes
GSE106390,sheet-All from GSE106390_gene_exp2.xls.gz,bimodal,4.592964658832479,all other classes
GSE106440,GSE106440_gene_exp.diff.gz,bimodal,4.3979400086720375,all other classes
GSE106445,sheet-gene_exp.diff from GSE106445_gene_exp.diff.xlsx,conservative,4.639765304463499,all other classes
GSE106456,GSE106456_Supplemental_table_2.txt.gz,anti-conservative,3.4566696294237573,anti-conservative
GSE106467,GSE106467_Isl-4R_vs_Isl-m1-Treg.gene_exp.csv.gz,conservative,4.368324081979958,all other classes
GSE106468,GSE106468_Project_JH_QK-NSC-1T_Nu109_DESeq2.tsv.gz,other,4.4554387514664135,all other classes
GSE106484,sheet-Snail-RNAi-Sco@C587-Sco from GSE106484_gene.xlsx,conservative,4.242417184417719,all other classes
GSE106488,GSE106488_gene_exp.diff.gz,bimodal,4.669521425079791,all other classes
GSE106506,GSE106506_WntGOF_DE.txt.gz,other,4.447344117675954,all other classes
GSE106507,GSE106507_WntLOF_wl_cl_DE.txt.gz,other,4.1546065392836224,all other classes
GSE106545,GSE106545_AXL-KO1-3_U251-1-3_All_results.txt.gz,anti-conservative,4.182728418124268,anti-conservative
GSE106560,GSE106560_B_LN95_1nM.deseq.shARfl.csv.gz,other,4.308521728959317,all other classes
GSE106568,GSE106568_WT_vs_ibm1.txt.gz,anti-conservative,4.313023110323238,anti-conservative
GSE106605,GSE106605_gene_exp.diff.gz,bimodal,4.750901627403038,all other classes
GSE106652,GSE106652_Eye_JunctionSeq_allGenesResults.csv.gz,other,4.924925077232033,all other classes
GSE106655,sheet-xeno_result_table_flip from GSE106655_xeno_result_table_VEH_vs_DES.xls.gz,other,4.121264305229581,all other classes
GSE106661,GSE106661_Clone1_Starved.tabular.txt.gz,bimodal,4.454951515731092,all other classes
GSE106662,GSE106662_iPAD_versus_iPD.tabular.txt.gz,bimodal,4.54856138189755,all other classes
GSE106688,GSE106688_cuffdiff_gene_exp.diff.gz,bimodal,5.297782389363258,all other classes
GSE106693,sheet-Control_vs_ZFP1-1(RNAi) from GSE106693_Control_v_zfp-1-1RNAi.xlsx,anti-conservative,3.9343469267382556,anti-conservative
GSE106709,GSE106709_gene_exp.diff.gz,bimodal,4.846374229730093,all other classes
GSE106716,GSE106716_SYK-WT-KO_EGF.tabular.txt.gz,bimodal,4.44337252540488,all other classes
GSE106735,GSE106735_ARIGU_denovo_edgeR.tsv.gz,other,4.929004871303676,all other classes
GSE106736,GSE106736_ARIGU-EUCGR_edgeR.tsv.gz,anti-conservative,4.436051275202242,anti-conservative
GSE106738,GSE106738_TRIGL-bds-denovo_edgeR.tsv.gz,other,4.556857078367216,all other classes
GSE106740,GSE106740_TRIGL-BDS-EUCGR_edgeR.tsv.gz,other,4.4315728185856536,all other classes
GSE106741,GSE106741_TRIGL-FAR-DENOVO_edgeR.tsv.gz,other,4.496625258669507,all other classes
GSE106746,GSE106746_TRIGL-FAR-EUCGR_edgeR.tsv.gz,other,4.373298279614871,all other classes
GSE106747,GSE106747_SYZLO_DENOVO_edgeR.tsv.gz,other,4.601277556858066,all other classes
GSE106749,GSE106749_SYZLO-EUCGR-edgeR.tsv.gz,other,4.425289616446794,all other classes
GSE106761,sheet-Sheet1 from GSE106761_Table_S4-early-cycle_RNA-seq_fullset.xlsx,bimodal,2.8382192219076257,all other classes
GSE106762,sheet-Sheet1 from GSE106762_Table_S3-mid-cycle_RNA-seq_fullset.xlsx,conservative,2.946452265013073,all other classes
GSE106768,GSE106768_WT_v_rsc1d_gene_differential_expression_testing.txt.gz,other,3.8407958988470936,all other classes
GSE106845,GSE106845_cds_exp.diff.txt.gz,bimodal,4.10407720615511,all other classes
GSE106858,GSE106858_RNAseq_SW480_logFC.txt.gz,bimodal,4.346763599371257,all other classes
GSE106860,GSE106860_processed_data.txt.gz,anti-conservative,3.7024305364455254,anti-conservative
GSE106886,GSE106886_Rao-2017-RAD21notreat_vs_RAD21treat.Genes.DESeq2.txt.gz,anti-conservative,4.365469264897712,anti-conservative
GSE106934,GSE106934_RBP7vsCtrl.txt_results_EdgeR.txt.gz,conservative,4.036469198915462,all other classes
GSE106943,sheet-Sheet1 from GSE106943_RNAseq.xlsx,other,4.466140717838994,all other classes
GSE106947,GSE106947_hyperedited_sites_annotation.txt.gz,bimodal,4.808845403255998,all other classes
GSE106966,GSE106966_gene.description.xls.gz,other,4.5924765503440055,all other classes
GSE106985,sheet-D5.5MUT_D5.5WT.anno from GSE106985_Table_s1.xls.gz,anti-conservative,4.148232359644905,anti-conservative
GSE107004,sheet-Sheet1 from GSE107004_Tr_Control_vs_GSE107004_HC_Control_gene_expression.xlsx,other,4.204960614115603,all other classes
GSE107045,GSE107045_TAZ_shRNA2_vs_Control_shRNA_RPKM_Filt.txt.gz,anti-conservative,4.1140769608240895,anti-conservative
GSE107048,GSE107048_Processed_data.txt.gz,bimodal,3.6530194510996132,all other classes
GSE107052,GSE107052_processed_statistics_etc.txt.gz,anti-conservative,3.8848519827459977,anti-conservative
GSE107058,GSE107058_325_vs_CtrlB_only_RPKM_Filt.txt.gz,anti-conservative,4.119123864810617,anti-conservative
GSE107060,GSE107060_Tsc2_wt_Deseq2.txt.gz,other,4.278616433667833,all other classes
GSE107064,sheet-ProcessedData from GSE107064_DESeq2_Results_TPM_AbundanceValues.xlsx,other,4.344981413927258,all other classes
GSE107068,GSE107068_Total_of_genes.tsv.gz,anti-conservative,4.2068798223063,anti-conservative
GSE107090,GSE107090_result--d2_WT--over--d2_CRE.txt.gz,conservative,4.359456020120986,all other classes
GSE107123,sheet-b. R88A  from GSE107123_STable1_RbpAMutants_all_genes.xlsx,anti-conservative,3.8197412972730103,anti-conservative
GSE107165,GSE107165_WT_rep1_rep2_DESeq.csv.gz,bimodal,3.834674974462744,all other classes
GSE107167,sheet-DE_analysis from GSE107167_Sharma_RNAseq_STAR_featureCoutns_edgeR_20170619_2.xlsx,anti-conservative,4.161098356450925,anti-conservative
GSE107174,GSE107174_Con-VS-Mir-221.GeneDiffExp.xls.gz,other,4.267617531686772,all other classes
GSE107180,GSE107180_res_sni_vs_sham_BALB.c.csv.gz,other,4.621560535081077,all other classes
GSE107181,GSE107181_res_NEURONS_vs_IPS_AD4.csv.gz,other,4.698448538015329,all other classes
GSE107183,sheet-DE_analysis_ILMN_014_031 from GSE107183_Tau_SS_RNAseq_STAR_featureCoutns_edgeR_merge_20170308.xlsx,anti-conservative,4.181071457822617,anti-conservative
GSE107197,GSE107197_gene_TE_analysis.txt.gz,other,3.3811150807098507,all other classes
GSE107199,sheet-polyIC vs. WT_ctrl_all from GSE107199_polyIC_vs._WT_ctrl_all.xlsx.gz,other,4.2611438677006674,all other classes
GSE107207,GSE107207_res.genes.pietrain.a-b.csv.gz,other,3.9929950984313414,all other classes
GSE107228,GSE107228_dnmaml_RNA_seq.txt.gz,other,4.445105801862532,all other classes
GSE107247,sheet-tmp.df from GSE107247_DESeq2_IFM_72hvs30h.xlsx,anti-conservative,4.12456942932084,anti-conservative
GSE107249,sheet-gene_exp from GSE107249_gene_exp.xlsx,bimodal,4.907486603300133,all other classes
GSE107303,sheet-Feuil1 from GSE107303_GSM3034494_GSM3034499_processed.xlsx,other,4.377105817269054,all other classes
GSE107306,GSE107306_DeSeq2_Glucose-T1_vs_Glucose-T2.csv.gz,anti-conservative,3.625415352154408,anti-conservative
GSE107324,sheet-Sheet1 from GSE107324_femaleDifferentialCounts0_50_topTable_edgeR_tabular_processed_data.xlsx,other,4.148386687666821,all other classes
GSE107334,GSE107334_norm_counts_DESeq2_ins_vs_con.csv.gz,other,4.562554552136652,all other classes
GSE107339,GSE107339_KO-IFT88_vs_WT-IFT88.txt.gz,other,4.221727130133901,all other classes
GSE107369,GSE107369_lncRNA_FPKM.txt.gz,anti-conservative,3.92236209678479,anti-conservative
GSE107376,sheet-All_samples_SERO-POSvsSERO-NEG. from GSE107376_All_samples_SERO-POSvsSERO-NEG.diffExp-edgeR.output.xlsx,bimodal,4.424048167501823,all other classes
GSE107389,sheet-DESeq_tab_All_control_mutant from GSE107389_NTC.xlsx,other,4.230193378869045,all other classes
GSE107391,GSE107391_RNAseq_transcript_differential_expression_testing.tabular.txt.gz,conservative,5.309825981570807,all other classes
GSE107393,sheet-0146nacl from GSE107393_binary_comparisons_glu_gly_nacl_fapR_cra.xlsx,other,3.4499409887733377,all other classes
GSE107415,GSE107415_F1_Males_ProcessedData.txt.gz,anti-conservative,4.068927611682072,anti-conservative
GSE107419,sheet-Prl_vs_P_GO_dscrpns from GSE107419_DEG_Prl_vs_P_DEseq.xlsx,other,4.242392331375743,all other classes
GSE107434,GSE107434_RNASeq-mice-CTX-6week_cuffdiff_KOvsWT_genes.txt.gz,bimodal,4.3793236507533155,all other classes
GSE107488,GSE107488_all_genes_fold_changes_lung_iav_vs_mock.txt.gz,anti-conservative,4.185712099870006,anti-conservative
GSE107498,sheet-Sleuth Results from GSE107498_Supplementary_FIle_1_Sleuth_results.xlsx.gz,anti-conservative,4.262332413822627,anti-conservative
GSE107502,GSE107502_LCCC1122_DESeq2_trametinibresponse.txt.gz,anti-conservative,4.2948188094826865,anti-conservative
GSE107529,sheet-rasv12wrnai vs rasv12EP3037 from GSE107529_gene_expression_level.xlsx,bimodal,4.201506367053238,all other classes
GSE107555,GSE107555_HL60_deseq_norm_countFeatures.txt.gz,anti-conservative,4.340999022531442,anti-conservative
GSE107564,GSE107564_control.vs.shIMP_75_treated.txt.gz,bimodal,4.389148357697377,all other classes
GSE107578,GSE107578_gene_exp.diff.gz,bimodal,4.459739181739559,all other classes
GSE107586,GSE107586_DESeq2_analysis.txt.gz,anti-conservative,3.869818207979328,anti-conservative
GSE107632,GSE107632_cummeRbund_diffTable.txt.gz,conservative,4.454021205702601,all other classes
GSE107671,sheet-kallisto-sleuth_DEgenes_tpm_all from GSE107671_abundance.xlsx,bimodal,4.353800865138863,all other classes
GSE107676,GSE107676_SE.MATS.ReadsOnTargetAndJunctionCounts.txt.gz,conservative,4.554210443723099,all other classes
GSE107680,GSE107680_EX_MRC5-142-HCMV-9d_vs_MRC5-142-HCMV142T-9d.host.deseq.res.csv.gz,other,4.177074545910076,all other classes
GSE107704,GSE107704_dpy_skn.csv.gz,anti-conservative,4.17207725696948,anti-conservative
GSE107705,GSE107705_sorted_MF_edgeR_2016_07_06_submitted.csv.gz,anti-conservative,4.022139570398392,anti-conservative
GSE107762,GSE107762_gene_exp.diff.txt.gz,bimodal,4.40257086822233,all other classes
GSE107839,GSE107839_gene_exp.diff.gz,bimodal,5.386641626135628,all other classes
GSE107840,sheet-TRIM28 from GSE107840_Spreadsheet2_DESeq2_Repbase_results.xls.gz,other,2.797959643737196,all other classes
GSE107841,GSE107841_wt_dhh1_expressions.txt.gz,anti-conservative,3.867113779831977,anti-conservative
GSE107849,sheet-mrnaseq.monroe-tmm.Rorb-CRISPR from GSE107849_Farr_Monroe_2017_Processed_Data.xlsx,bimodal,4.636949026654694,all other classes
GSE107872,GSE107872_deseq.input.txt.gz,other,4.109409790546366,all other classes
GSE107961,sheet-statistics_12 h_cys-con from GSE107961_statistics_12_h_cys-con.xlsx,anti-conservative,3.537063142781617,anti-conservative
GSE107982,GSE107982_Differential_expression_DT3017_DT3017pDT16.txt.gz,other,3.8879547038088016,all other classes
GSE107997,sheet-Sheet 1 from GSE107997_AneuSeq_GEO_DESeq.xlsx,anti-conservative,3.800717078282385,anti-conservative
GSE107998,GSE107998_Data-file-S1_Transcriptome_DEG_Simvastatin.txt.gz,bimodal,4.492844167662323,all other classes
GSE108005,GSE108005_gene_exp.diff.gz,conservative,4.652903572284881,all other classes
GSE108018,GSE108018_WTKO_Saci_1107_DEseq2.csv.gz,other,3.3630475945210936,all other classes
GSE108044,GSE108044_fold.changes.txt.gz,other,5.745239573510632,all other classes
GSE108073,GSE108073_cup9_overall_analysis.txt.gz,anti-conservative,3.788875115775417,anti-conservative
GSE108080,GSE108080_WTvsWTVSV.DiffExpGene.anno.xls.gz,anti-conservative,4.066586796470695,anti-conservative
GSE108094,GSE108094_SE.MATS.ReadsOnTargetAndJunctionCounts.txt.gz,bimodal,4.465932807742469,all other classes
GSE108106,GSE108106_DE_results_starved_vs_fed.txt.gz,other,4.292876049308878,all other classes
GSE108128,GSE108128_gene_exp.diff.gz,conservative,5.435716988220835,all other classes
GSE108157,sheet-huHrt_ICM.v.NICM_diffexp from GSE108157_huHrt_ICM.v.NICM_diffexp.xlsx,other,4.150142161848558,all other classes
GSE108161,GSE108161_deseq2_results.txt.gz,other,4.525187387787583,all other classes
GSE108184,GSE108184_MafTregs_iTregs_iTreg_transfer_MafKO_v_iTreg_transfer_WT.txt.gz,conservative,4.466734198826303,all other classes
GSE108190,GSE108190_antibiotics_resistant_mutants.txt.gz,bimodal,3.6530194510996132,all other classes
GSE108252,GSM2893716_tss_group_exp.diff.txt.gz from GSE108252_RAW.tar,conservative,5.895750629364817,all other classes
GSE108274,GSE108274_rnaseq-submission-gene-difference-data_1.txt.gz,bimodal,4.8503092046323815,all other classes
GSE108308,GSE108308_Process.RNASeq.DE.txt.gz,bimodal,4.424048167501823,all other classes
GSE108325,GSE108325_AN1404.table.txt.func.txt.gz,bimodal,4.0211065684321214,all other classes
GSE108332,sheet-WT--KO rep2 from GSE108332_RNA_seq-rep2.xls.gz,anti-conservative,4.073168262265102,anti-conservative
GSE108341,sheet-Report_UMI_and_exp_filter from GSE108341_Report_UMI_filtered.xlsx,other,4.017534159437198,all other classes
GSE108347,GSE108347_gene_exp.diff.gz,bimodal,4.762040529978979,all other classes
GSE108392,sheet-Results from GSE108392_Mira_RNA_DESeq_results_comparison.xlsx,other,4.531300053075186,all other classes
GSE108418,sheet-tagged_EZH2_T372E_overexpressio from GSE108418_tagged_EZH2_T372E_overexpression_vs_tagged_EZH2_T372A_overexpression.DESeq2_Results.xlsx,other,4.395989998100647,all other classes
GSE108435,GSE108435_gut_vs_liver.txt.gz,other,4.4291221768508535,all other classes
GSE108438,GSE108438_BPTFKO_vs_WT_result_filtered_list.csv.gz,other,4.269466243375686,all other classes
GSE108450,GSE108450_WT_vs_brm.edgeR.txt.gz,bimodal,4.340999022531442,all other classes
GSE108451,GSE108451_metaseqr_colvip75ffdare_wt_vics.txt.gz,conservative,4.2844984108280455,all other classes
GSE108454,sheet-All_genes_fold_changes_group2_v from GSE108454_All_genes_fold_changes_group2_vs_group3.xlsx,anti-conservative,4.198904399456732,anti-conservative
GSE108469,GSE108469_HepG2_SB_DE.txt.gz,anti-conservative,4.162146039825377,anti-conservative
GSE108471,sheet-diff_exp from GSE108471_Germline_RNAseq.xlsx,other,4.073131564940993,all other classes
GSE108472,sheet-diff_exp from GSE108472_Soma_RNAseq.xlsx,other,4.09847066565063,all other classes
