Date Received,Request Number,Requester Category,Request Description
07-Aug-24,OIR-FOI-2024-0074,Other,"All Credit Card Statements for December 2023, January 2024, and June 20242.  All Bank Account Statements for December 2023, January 2024, and June 2024"
07-Aug-24,OIR-FOI-2024-0073,Other,"* As clarified - specific detailed reimbursements, not the total amount reimbursed.  A list of all requests for reimbursement of parliamentary allowances made by the following representatives since the beginning of 2024: - Mary Butler, Fianna Fail, Waterford - David Cullinane, Sinn Fein, Waterford - Matt Shanahan, Independent, Waterford - Marc O'Cathasaigh, Green Party, Waterford - Senator John Cummins"
02-Aug-24,OIR-FOI-2024-0072,Journalist,Details of the number of applications for the Security Requirements Allowance broken down per year.  Breakdown of how much was paid in each successful award.  Details of what work was conducted in each instance of the Security Requirements Allowance being awarded.  The time period is from the introduction of the Security Requirements Allowance to date.
29-Jul-24,OIR-FOI-2024-0071,Journalist,- a copy of all invoices/receipts associated with a recent Oireachtas trip by members to China (June 2024).  - a list of who travelled on the trip.  - an itinerary for the trip.  - a copy of all correspondence and/or invoices associated with or arising fr
30-Jul-24,OIR-FOI-2024-0070,Journalist,- a copy of all complaints made to the Ceann Comhairle in  Q2 2024 along with a copy of any follow-up correspondence arising from those complaints and the response which issued to the complainant.* As Clarified
18-Jul-24,OIR-FOI-2024-0069,Journalist, - a copy of the current price lists in use at the Dail bar and restaurants.  - a copy of the current price list in use for services provided by the broadcasting unit.
18-Jul-24,OIR-FOI-2024-0068,Journalist,"*As clarified 08/08 - from the 1 Aug 2023 to date  - a copy of any correspondence between the Oireachtas and the OPW with regard to the provision of eighteen bicycle parkings paces at Leinster House.  - a copy of any records prepared for the Clerk, the Commission, or other senior management with regard to costs incurred on the above project."
16-Jul-24,OIR-FOI-2024-0067,Journalist,Figures for the number of politicians who have availed of the security allowance since it was introduced last year.
05-Jul-24,OIR-FOI-2024-0065,Other,"any records (including correspondence) held by the catering department in relation to preparations for events held in the Ceann Comhairle's private dining room.  I would like to limit the search to the year 2024 to date clarification - records of correspondence between members of the catering department and the ""customers"".  records of correspondence between the customers and catering team, also include other records held by the catering department such as schedules or plans which help them prepare for such events, include correspondence between the catering department and the Ceann Comhairle's office, and also correspondence between staff members within the catering department itself."
04-Jul-24,OIR-FOI-2024-0064,Other,1. In the case of the data which is not at this point publicly available nor has yet been made available as requested please provide data on attendance records from 31 March 2024 to 28 June 2024.   2. The entry and exit times of each Dail and Seanad politician to the Houses of the Oireachtas on these days.  For clarification of my query I am requesting the recorded entry and exit time of each Senator and Politician who entered the Houses of the Oireachtas on each of the days that he or she was in attendance from 08 February 2020 to 28 June 2024.
03-Jul-24,OIR-FOI-2024-0063,Other,"for the period -08 February 2020 to 28 June 2024.  1. Documentation of any products obtained by each elected Dail and Seanad politician through the tab facility in a Houses of the Oireachtas bar, restaurant or other facility.  2.The cumulative value of all products obtained through the Houses of the Oireachtas tab facility by each elected Dail and Seanad politician.  3. The amount each Dail and Seanad politician currently owes to the Houss of the Oireachtas tab facility as recorded on 27 June 24."
01-Jul-24,OIR-FOI-2024-0062,Other,"(1) Records created on or after 1 January 2023 until 29 June 2024, relating to costs incurred by Oireachtas &ldquo;friendship&rdquo; groups in 2023, or, in the alternative, a listing of the 48 such groups and their costs incurred for 2023.I am seeking a list showing the names of each of the 48 groups together with the total cost incurred by each of the 48 groups, for 2023. I am seeking the information for all 48 groups even if they have incurred zero costs in 2023."
02-Jan-24,OIR-FOI-2024-0003,Journalist,"1. The amount of kegs/pints of Heineken and Guiness and bottles of champagne sold at the Dail bar in 2023, 2022, 2021 and 2020.  2. The dates of the busiest five nights at the Dail bar in 2023 and the revenues generated on each of the five busiest nights.  3. The revenues and profits/losses recorded by the Dail bar in 2023, 2022, 2021 and 2020."
02-Jan-24,OIR-FOI-2024-0002,Other," - a copy of any reports e.g. business cases, cost benefit analyses, viability studies with regard to the provision of additional seating/space in the Dail chamber ahead of an increase in the number of TDs. This request to cover the period since 1 Jan 2023."
02-Jan-24,OIR-FOI-2024-0001,Other,"I wish to make a request under the FOI Act for access to - any submission(s) your organisation made to the Department of Public Expenditure and Reform in relation to that Department's review of the FOI Acts,  any record which is an analysis* of FOI requests received in your organisation in 2022, and any record which      is an analysis* of FOI requests received in your organisation in 2023.  *An analysis might include any of the following data - number of requests received,      granted, part granted or refused, number of requests per section of your organisation, number of requests by topic, number of requests by requester      (anonymised), number of requests by category of requester (e.g. individual, journalist, lobby group, etc.), number of requests withdrawn, number of requests which attracted fees, total amount of fees paid, number of time extensions applied, number of internal reviews, number of appeals to Information      Commissioner, or any other parameter regarding FOI requests which your organisation tracks."
