title,id,creation,activity,status
multiprocessing Pool should allow custom task queue,6407,2009-07-03.13:23:17,2022-04-11.14:56:50,1
Titlecase as defined in Unicode Case Mappings not followed,6412,2009-07-03.23:14:47,2022-04-11.14:56:50,1
errno and strerror attributes incorrectly set on socket errors wrapped by urllib,6471,2009-07-12.20:54:33,2022-04-11.14:56:50,1
MSVCRT's spawnve/spawnvpe are not thread safe,6476,2009-07-13.17:11:07,2022-04-11.14:56:50,1
Modules are not deallocated correctly if m_size = -1,6483,2009-07-14.12:03:53,2022-04-11.14:56:50,1
show Python mimetypes module some love,6626,2009-08-02.19:19:22,2022-04-11.14:56:51,1
returning after forking a child thread doesn't call Py_Finalize,6642,2009-08-04.18:21:49,2022-04-11.14:56:51,1
webbrowser doesn't respect xfce default browser,6671,2009-08-09.10:35:24,2022-04-11.14:56:51,1
xml.sax.xmlreader.XMLReader.getProperty (xml.sax.handler.property_xml_string) returns bytes,6686,2009-08-11.19:19:52,2022-04-11.14:56:51,1
IDLE: Warn user about overwriting a file that has a newer version on filesystem,6699,2009-08-13.23:58:48,2022-04-11.14:56:51,1
Make custom xmlrpc extension easier,6701,2009-08-14.09:03:47,2022-04-11.14:56:51,1
cross platform failure and silly test in doctest,6703,2009-08-14.16:18:16,2022-04-11.14:56:51,1
Some problem with recursion handling,6717,2009-08-17.14:15:59,2022-04-11.14:56:52,1
Locks in the standard library should be sanitized on fork,6721,2009-08-17.23:06:17,2022-04-11.14:56:52,1
Add option of non-zero exit status of setup.py when building of extensions has failed,6731,2009-08-18.22:25:20,2022-04-11.14:56:52,1
curses line wrap broken when mixing full- and half-width unicode characters,6733,2009-08-19.00:43:20,2022-04-11.14:56:52,1
IDLE: Detect Python files even if name doesn't end in .py,6804,2009-08-29.21:44:38,2022-04-11.14:56:52,1
remove/delete method for zipfile/tarfile objects,6818,2009-09-02.04:42:10,2022-04-11.14:56:52,1
Redefinition of HAVE_STRFTIME can cause compiler errors.,6820,2009-09-02.09:39:44,2022-04-11.14:56:52,1
zipfile can't extract file,6839,2009-09-04.19:56:49,2022-04-11.14:56:52,1
IDLE: allow syntax highlighting of files without .py extension,6858,2009-09-07.23:07:51,2022-04-11.14:56:52,1
dreadful performance in difflib: ndiff and HtmlDiff,6931,2009-09-17.14:54:57,2022-04-11.14:56:53,1
locale.getdefaultlocale() envvars default code and documentation mismatch,6981,2009-09-23.19:35:02,2022-04-11.14:56:53,1
shlex behaves unexpected if newlines are not whitespace,7089,2009-10-09.08:11:52,2022-04-11.14:56:53,1
Define a standard location and API for configuration files,7175,2009-10-20.11:21:15,2022-04-11.14:56:54,1
Prevents uint_t from being used on QNX,7209,2009-10-26.16:59:34,2022-04-11.14:56:54,1
[doc] codecs.open() + eol (windows),7262,2009-11-04.14:13:29,2022-04-11.14:56:54,1
CoverageResult fails to merge input file with non-empty callers in trace.py,7275,2009-11-06.18:12:00,2022-04-11.14:56:54,1
urllib2 cannot handle https with proxy requiring auth,7291,2009-11-09.04:38:16,2022-04-11.14:56:54,1
email.message.Message.set_payload and as_string given charset 'us-ascii' plus 8bit data produces invalid message,7304,2009-11-10.22:32:46,2022-04-11.14:56:54,1
Socket timeout can cause file-like readline() method to lose data,7322,2009-11-14.17:16:31,2022-04-11.14:56:54,1
tempfile.mkdtemp() does not return absolute pathname when relative dir is specified,7325,2009-11-14.19:27:34,2022-04-11.14:56:54,1
pythonx.y-config --ldflags out of /usr and missing -L<install_lib_dir>,7352,2009-11-18.20:58:57,2022-04-11.14:56:54,1
general pprint rewrite,7434,2009-12-04.16:32:41,2022-04-11.14:56:55,1
Define 'object with assignable attributes',7436,2009-12-04.21:22:59,2022-04-11.14:56:55,1
extended slicing not sufficiently covered in docs,7460,2009-12-08.17:20:56,2022-04-11.14:56:55,1
shlex refactoring,7594,2009-12-29.08:07:40,2022-04-11.14:56:55,1
"shlex not posix compliant when parsing ""foo#bar""",7611,2009-12-31.08:42:42,2022-04-11.14:56:55,1
unicode_escape codec does not escape quotes,7615,2010-01-01.03:28:23,2022-04-11.14:56:56,1
"test_popen fails if path contains special char like "";""",7671,2010-01-10.19:07:15,2022-04-11.14:56:56,1
"select.select() corner cases: duplicate fds, out-of-range fds",7674,2010-01-11.06:52:29,2022-04-11.14:56:56,1
Bluetooth support untested,7687,2010-01-13.07:28:22,2022-04-11.14:56:56,1
missing termios constants,7695,2010-01-13.20:02:29,2022-04-11.14:56:56,1
xmlrpc library returns string which contain null ( \x00 ),7727,2010-01-17.19:59:27,2022-04-11.14:56:56,1
Allow multiple statements in code.InteractiveConsole.push,7741,2010-01-19.14:52:01,2022-04-11.14:56:56,1
Allow site.addsitedir insert to beginning of sys.path,7744,2010-01-20.20:19:22,2022-04-11.14:56:56,1
Add support for Digest authentication session (reuse nonces),7752,2010-01-21.23:47:52,2022-04-11.14:56:56,1
[doc] ctypes: use_errno=True does not work,7760,2010-01-23.00:18:56,2022-04-11.14:56:56,1
Popen should raise ValueError if pass a string when shell=False or a list when shell=True,7839,2010-02-02.19:08:03,2022-04-11.14:56:57,1
Add Big5-ETen codec: Python big5 codec cannot decode \xf9\xd8 bytes (U+7881 expected),7856,2010-02-05.05:07:48,2022-04-11.14:56:57,1
Iterators over _winreg EnumKey and EnumValue results,7877,2010-02-07.21:31:39,2022-04-11.14:56:57,1
Support parametrized tests in unittest,7897,2010-02-10.02:21:20,2022-04-11.14:56:57,1
Enhance Cmd support for docstrings and document it.,7913,2010-02-11.18:57:20,2022-04-11.14:56:57,1
print statement delayed IOError when stdout has been closed,7932,2010-02-15.01:04:07,2022-04-11.14:56:57,1
makesetup interprets macros -DA=B as a Make variable definition,7938,2010-02-16.00:44:31,2022-04-11.14:56:57,1
re.finditer and re.findall should support negative end positions,7940,2010-02-16.14:04:33,2022-04-11.14:56:57,1
TextIOWrapper Buffering Inconsistent Between _io and _pyio,7955,2010-02-18.06:41:15,2022-04-11.14:56:57,1
shutil.copytree error handling non-standard and partially broken,7969,2010-02-19.22:04:16,2022-04-11.14:56:57,1
warnings should provide a public API for accessing its option parsing code,7976,2010-02-21.16:55:32,2022-04-11.14:56:57,1
extend captured_output to simulate different stdout.encoding,7982,2010-02-22.13:09:16,2022-04-11.14:56:57,1
The encoding map from Unicode to CP932 is different from that of Windows',7983,2010-02-22.13:12:01,2022-04-11.14:56:57,1
raise ValueError for empty `path` in os.spawnv[e],8036,2010-03-01.21:12:27,2022-04-11.14:56:58,1
No documentation for Py_TPFLAGS_HAVE_STACKLESS_EXTENSION or Py_TPFLAGS_HAVE_VERSION_TAG.,8041,2010-03-02.15:34:57,2022-04-11.14:56:58,1
[Windows] cgi handling of POSTed files is broken in Windows,8077,2010-03-06.01:43:39,2022-04-11.14:56:58,1
urllib proxy interface is too limited,8083,2010-03-07.11:22:53,2022-04-11.14:56:58,1
Unupdated source file in traceback,8087,2010-03-07.19:40:07,2022-04-11.14:56:58,1
urllib.unquote decodes percent-escapes with Latin-1,8136,2010-03-14.08:48:21,2022-04-11.14:56:58,1
Make arg0 required argument in os.execl* functions,8191,2010-03-21.18:18:53,2022-04-11.14:56:58,1
Add exception logging function to syslog module,8214,2010-03-23.22:12:11,2022-04-11.14:56:59,1
Unable to run IDLE without write-access to home directory,8231,2010-03-25.15:39:27,2022-04-11.14:56:59,1
webbrowser.open incomplete on Windows,8232,2010-03-25.18:32:39,2022-04-11.14:56:59,1
time.strftime() and Unicode characters on Windows,8304,2010-04-03.15:08:42,2022-04-11.14:56:59,1
test_ctypes fails in test_ulonglong on sparc buildbots,8314,2010-04-05.12:18:04,2022-04-11.14:56:59,1
Document lack of support for keyword arguments in C functions,8350,2010-04-08.22:02:36,2022-04-11.14:56:59,1
socket: Buffer overrun while reading unterminated AF_UNIX	addresses,8372,2010-04-11.18:33:03,2022-04-11.14:56:59,1
Tutorial offers dangerous advice about iterators: “__iter__() can just return self”,8376,2010-04-12.06:35:57,2022-04-11.14:56:59,1
zipimporter find_module fullname mis-documented,8400,2010-04-14.15:20:40,2022-04-11.14:56:59,1
Addition to readline module to get dictionary of keystrokes and commands,8492,2010-04-21.20:02:06,2022-04-11.14:57:00,1
shutil.rmtree and os.listdir cannot recover on error conditions,8523,2010-04-24.18:57:42,2022-04-11.14:57:00,1
subprocess PATH semantics and portability,8557,2010-04-28.10:44:53,2022-04-11.14:57:00,1
test_support.find_unused_port can cause socket conflicts on Windows,8576,2010-04-30.09:18:02,2022-04-11.14:57:00,1
"Add missing tests for FlushKey, LoadKey, and SaveKey in winreg",8579,2010-04-30.18:02:29,2022-04-11.14:57:00,1
Explain the default timeout in http-client-related libraries,8595,2010-05-02.02:54:42,2022-04-11.14:57:00,1
Keepends param in codec readline(s),8630,2010-05-05.16:38:14,2022-04-11.14:57:00,1
multiprocessing.dummy.Queue does not expose same interface as multiprocessing.Queue,8690,2010-05-11.18:39:42,2022-04-11.14:57:00,1
cgitb sends a bogus HTTP header if the app crashes before finishing headers,8704,2010-05-13.14:12:50,2022-04-11.14:57:00,1
accept keyword arguments on most base type methods and builtins,8706,2010-05-13.19:10:53,2022-04-11.14:57:00,1
sysconfig: _get_default_scheme can be made public?,8772,2010-05-20.00:37:09,2022-04-11.14:57:01,1
Add support for IEEE 754 contexts to decimal module.,8786,2010-05-22.10:28:31,2022-04-11.14:57:01,1
add threading.RWLock,8800,2010-05-24.09:55:40,2022-04-11.14:57:01,1
datetime naive and aware types should have a well-defined definition that can be cross-referenced,8822,2010-05-26.12:07:26,2022-04-11.14:57:01,1
urllib2 Digest Authorization uri must match request URI,8843,2010-05-28.11:33:17,2022-04-11.14:57:01,1
socket.getaddrinfo() should return named tuples,8881,2010-06-02.21:31:26,2022-04-11.14:57:01,1
The email package should defer to the codecs module for	all aliases,8898,2010-06-04.18:53:49,2022-04-11.14:57:01,1
Windows registry path not ignored with -E option,8901,2010-06-05.02:39:23,2022-04-11.14:57:01,1
`make patchcheck` should check the whitespace of .c/.h files,8912,2010-06-06.03:24:37,2022-04-11.14:57:01,1
Use locale.nl_langinfo in _strptime,8915,2010-06-06.03:35:08,2022-04-11.14:57:01,1
Use C type names (PyUnicode etc;) in the C API docs,8939,2010-06-08.13:14:33,2022-04-11.14:57:02,1
Bug in InteractiveConsole /pickle,8943,2010-06-08.16:24:21,2022-04-11.14:57:02,1
"strptime(.., '%c') fails to parse output of strftime('%c', ..) in some locales",8957,2010-06-09.20:24:38,2022-04-11.14:57:02,1
Write documentation for codecs.readbuffer_encode(),8997,2010-06-14.19:18:38,2022-04-11.14:57:02,1
datetime.utctimetuple() should not set tm_isdst flag to 0,9004,2010-06-16.03:36:41,2022-04-11.14:57:02,1
CGIHTTPServer support for arbitrary CGI scripts,9008,2010-06-16.10:13:43,2022-04-11.14:57:02,1
ctypes variable limits,9030,2010-06-18.20:10:32,2022-04-11.14:57:02,1
cmd module tab misbehavior,9033,2010-06-19.15:10:14,2022-04-11.14:57:02,1
datetime module should use int32_t for date/time components,9034,2010-06-20.01:44:15,2022-04-11.14:57:02,1
"Standard type codes for array.array, same as struct",9066,2010-06-24.04:58:28,2022-04-11.14:57:02,1
test.support method for dual-testing accelerated code (fixes test_exceptions and other's pickle testing),9104,2010-06-28.16:18:10,2022-04-11.14:57:02,1
test_capi.test_no_FatalError_infinite_loop crash on Windows,9116,2010-06-29.15:58:26,2022-04-11.14:57:03,1
document “--” as a way to distinguish option w/ narg='+' from positional argument in argparse,9182,2010-07-06.16:24:38,2022-04-11.14:57:03,1
Add a a way to determine float format,9192,2010-07-07.18:25:58,2022-04-11.14:57:03,1
FIPS support for hashlib,9216,2010-07-10.00:22:13,2022-04-11.14:57:03,1
erroneous behavior when creating classes inside a closure,9226,2010-07-11.19:56:34,2022-04-11.14:57:03,1
argparse: optional subparsers,9253,2010-07-13.21:29:47,2022-04-11.14:57:03,1
plistlib should create non-naïve datetime objects,9256,2010-07-14.01:34:02,2022-04-11.14:57:03,1
IDLE: Revise or replace tabbedpages for multi-editor window.,9262,2010-07-14.17:31:47,2022-04-11.14:57:03,1
Update pickle opcode documentation in pickletools for 3.x,9267,2010-07-15.18:12:59,2022-04-11.14:57:03,1
code.InteractiveInterpreter fails to change locals when invoked in a function,9274,2010-07-16.17:21:04,2022-04-11.14:57:03,1
Add a profile decorator to profile and cProfile,9285,2010-07-17.14:01:10,2022-04-11.14:57:03,1
Don't use east/west of UTC in date/time documentation,9305,2010-07-19.16:21:43,2022-04-11.14:57:04,1
Add an option to pdb/trace/profile to run library module as a script,9325,2010-07-21.20:24:58,2022-04-11.14:57:04,1
"argparse optionals with nargs='?', '*' or '+' can't be followed by positionals",9338,2010-07-23.10:46:27,2022-04-11.14:57:04,1
allow argparse subcommands to be grouped,9341,2010-07-23.12:17:29,2022-04-11.14:57:04,1
argparse set_defaults on subcommands should override top level set_defaults,9351,2010-07-23.14:06:50,2022-04-11.14:57:04,1
pulldom doesn't provide END_DOCUMENT or COMMENT nodes.,9371,2010-07-24.13:01:50,2022-04-11.14:57:04,1
"socket, PEP 383: Mishandling of non-ASCII bytes in host/domain names",9377,2010-07-25.18:33:02,2022-04-11.14:57:04,1
shelve.open/bsddb.hashopen exception with unicode paths,9393,2010-07-28.09:10:41,2022-04-11.14:57:04,1
Unify sys.settrace and sys.setprofile tests,9398,2010-07-28.15:04:00,2022-04-11.14:57:04,1
gdbm with /usr/include/ndbm.h,9420,2010-07-29.17:26:19,2022-04-11.14:57:04,1
pulldom.SAX2DOM Doesn't support processing instructions before the root element,9453,2010-08-02.10:49:16,2022-04-11.14:57:04,1
DOC: C/API Execution namespace undocumented. (patch included),9499,2010-08-03.22:12:12,2022-04-11.14:57:04,1
"Make test.script_helper more comprehensive, and use it in the test suite",9517,2010-08-04.22:50:46,2022-04-11.14:57:04,1
xml.etree.ElementTree skips processing instructions when parsing,9521,2010-08-05.09:25:41,2022-04-11.14:57:04,1
xml.etree.ElementTree forgets the encoding,9522,2010-08-05.09:32:08,2022-04-11.14:57:04,1
Improve dbm modules,9523,2010-08-05.15:23:53,2022-04-11.14:57:04,1
Document CTRL_C_EVENT and CTRL_BREAK_EVENT usage on Windows,9524,2010-08-05.18:21:44,2022-04-11.14:57:04,1
Replace confusing pseudoname 'object' in special methods section.,9538,2010-08-07.20:04:37,2022-04-11.14:57:05,1
argparse: Allow the use of -- to break out of nargs and into subparser,9571,2010-08-11.19:21:25,2022-04-11.14:57:05,1
"fnmatch, glob: Allow curly brace expansion",9584,2010-08-13.08:36:51,2022-04-11.14:57:05,1
make cProfile multi-stack aware,9609,2010-08-15.15:09:35,2022-04-11.14:57:05,1
argparse: Problem with defaults for variable nargs when using choices,9625,2010-08-17.09:19:03,2022-04-11.14:57:05,1
pdb go stack up/down,9633,2010-08-18.12:17:16,2022-04-11.14:57:05,1
Add Py_BREAKPOINT and sys._breakpoint hooks,9635,2010-08-18.23:43:23,2022-04-11.14:57:05,1
Improved doctest REPORT_*DIFFs with ELLIPSIS and/or NORMALIZE_WHITESPACE,9640,2010-08-19.11:04:09,2022-04-11.14:57:05,1
"urllib2 - Basic,Digest Proxy Auth Handlers failure will give 401 code instead of 407",9643,2010-08-19.17:59:10,2022-04-11.14:57:05,1
os.confstr() does not handle value changing length between calls,9647,2010-08-19.18:44:52,2022-04-11.14:57:05,1
PEP 383: socket module doesn't handle undecodable protocol or service names,9660,2010-08-22.18:26:00,2022-04-11.14:57:05,1
"unicode DNS names in urllib, urlopen",9679,2010-08-25.07:39:27,2022-04-11.14:57:05,1
socket.create_connection error message for domain subpart	with invalid length is very confusing,9682,2010-08-25.18:08:11,2022-04-11.14:57:05,1
"When reusing an handler, urllib(2)'s digest authentication fails after multiple regative replies",9698,2010-08-27.06:59:26,2022-04-11.14:57:05,1
invalid call of Windows API _popen() generating The input	line is too long error message,9699,2010-08-27.11:42:17,2022-04-11.14:57:05,1
urllib2 digest authentication doesn't work when connecting to a Catalyst server.,9714,2010-08-30.11:54:15,2022-04-11.14:57:05,1
The inittab modules cannot be packages,9716,2010-08-30.18:28:16,2022-04-11.14:57:05,1
Add ABCMeta.has_methods and tests that use it,9731,2010-09-01.13:02:32,2022-04-11.14:57:06,1
Output of help(...) is wider than 80 characters,9739,2010-09-02.05:01:38,2022-04-11.14:57:06,1
Client support for HTTP 1.1 persistent connections throughout the standard library,9740,2010-09-02.11:56:50,2022-04-11.14:57:06,1
msgfmt.py generates invalid mo because msgfmt.make() does not clear dictionary,9741,2010-09-02.14:31:41,2022-04-11.14:57:06,1
Fix refcounting details in Py3k C API documentation,9755,2010-09-03.11:43:41,2022-04-11.14:57:06,1
"add an optional ""default"" argument to tokenize.detect_encoding",9771,2010-09-04.11:32:08,2022-04-11.14:57:06,1
subprocess isn't friendly to other Python implementations with different GCs,9814,2010-09-09.22:58:32,2022-04-11.14:57:06,1
minidom: AttributeError: DocumentFragment instance has no attribute 'writexml',9883,2010-09-17.03:30:39,2022-04-11.14:57:06,1
trace/profile conflict with the use of sys.modules[__name__],9914,2010-09-21.18:17:43,2022-04-11.14:57:06,1
resource max value represented as signed when should be unsigned,9917,2010-09-22.01:42:54,2022-04-11.14:57:06,1
"sqlite3 SELECT does not BEGIN a transaction, but should according to spec",9924,2010-09-23.03:56:05,2022-04-11.14:57:06,1
Add a pipe type (FIFO) to the io module,9939,2010-09-24.15:19:21,2022-04-11.14:57:06,1
Unify trace and profile interfaces,9941,2010-09-24.16:57:45,2022-04-11.14:57:06,1
Let cgi.FieldStorage have named uploaded file,9968,2010-09-28.11:58:14,2022-04-11.14:57:07,1
tokenize: add support for tokenizing 'str' objects,9969,2010-09-28.13:17:17,2022-04-11.14:57:07,1
Make TestCase._formatMessage public,9976,2010-09-28.20:14:42,2022-04-11.14:57:07,1
shutil.copyfile -- allow sparse copying,10016,2010-10-02.14:16:54,2022-04-11.14:57:07,1
